distance_m,lat,lon,elev_dem_m,delta_elev_m,grade_raw,grade_smoothed,grade_raw_pct,grade_smoothed_pct
474200,-15.38129731,133.16807,175.5669201,-0.340782726,-0.003407827,-0.001663537,-0.340782726,-0.166353728
474300,-15.38215858,133.1683522,175.2261374,0.431525034,0.00431525,-0.001613633,0.431525034,-0.161363339
474400,-15.38301986,133.1686343,175.6576624,-0.049972329,-0.000499723,0.000179032,-0.049972329,0.017903224
474500,-15.38388114,133.1689164,175.6076901,0.030842918,0.000308429,0.00278257,0.030842918,0.278256955
474600,-15.38474241,133.1691986,175.638533,0.700632195,0.007006322,0.003082908,0.700632195,0.308290848
474700,-15.38560369,133.1694807,176.3391652,0.551660608,0.005516606,0.004558438,0.551660608,0.455843786
474800,-15.38646496,133.1697629,176.8908258,0.540239422,0.005402394,0.005272026,0.540239422,0.52720258
474900,-15.38732624,133.170045,177.4310652,0.316278096,0.003162781,0.002900017,0.316278096,0.290001682
475000,-15.38818751,133.1703272,177.7473433,-0.248171396,-0.002481714,0.001235144,-0.248171396,0.123514371
475100,-15.38904878,133.1706093,177.4991719,-0.114288638,-0.001142886,-0.000476638,-0.114288638,-0.047663838
475200,-15.38991006,133.1708915,177.3848833,-0.144473415,-0.001444734,-0.001231001,-0.144473415,-0.123100091
475300,-15.39077133,133.1711737,177.2404099,0.014533084,0.000145331,-0.00058067,0.014533084,-0.058066992
475400,-15.3916326,133.1714558,177.2549429,0.011961002,0.00011961,0.000258573,0.011961002,0.025857319
475500,-15.39249388,133.171738,177.2669039,0.221408606,0.002214086,0.001755526,0.221408606,0.175552633
475600,-15.39335518,133.1720201,177.4883126,0.45430784,0.004543078,0.002836248,0.45430784,0.283624797
475700,-15.39421647,133.1723022,177.9426204,0.446821741,0.004468217,0.003473293,0.446821741,0.347329345
475800,-15.39507776,133.1725843,178.3894421,0.266779195,0.002667792,0.003159328,0.266779195,0.31593278
475900,-15.39593906,133.1728664,178.6562213,0.095822346,0.000958223,0.00215545,0.095822346,0.215545001
476000,-15.39680035,133.1731485,178.7520437,0.052756722,0.000527567,0.001246068,0.052756722,0.12460681
476100,-15.39766164,133.1734306,178.8048004,0.083068979,0.00083069,0.000492667,0.083068979,0.049266731
476200,-15.39852293,133.1737127,178.8878694,-0.034581123,-0.000345811,0.000356861,-0.034581123,0.035686143
476300,-15.39938422,133.1739948,178.8532883,0.041499993,0.000415,0.000588775,0.041499993,0.058877476
476400,-15.40024551,133.1742769,178.8947882,0.145522056,0.001455221,0.000354472,0.145522056,0.03544716
476500,-15.4011068,133.174559,179.0403103,-0.010652287,-0.000106523,0.000583421,-0.010652287,0.058342067
476600,-15.40196809,133.1748411,179.029658,0.056998507,0.000569985,0.001155418,0.056998507,0.11554184
476700,-15.40282938,133.1751232,179.0866565,0.270299086,0.002702991,0.001562616,0.270299086,0.156261643
476800,-15.40369067,133.1754054,179.3569556,0.308401267,0.003084013,0.002510075,0.308401267,0.251007547
476900,-15.40455196,133.1756875,179.6653569,0.368331329,0.003683313,0.003462946,0.368331329,0.346294575
477000,-15.40541325,133.1759696,180.0336882,0.438146619,0.004381466,0.00311706,0.438146619,0.311705979
477100,-15.40627454,133.1762517,180.4718348,0.131944701,0.001319447,0.002683689,0.131944701,0.268368935
477200,-15.40713582,133.1765339,180.6037795,0.135053091,0.001350531,0.001414141,0.135053091,0.141414124
477300,-15.40799711,133.176816,180.7388326,-0.139487915,-0.001394879,0.000328899,-0.139487915,0.032889876
477400,-15.4088583,133.1770985,180.5993447,0.004049627,4.05E-05,-6.36E-06,0.004049627,-0.000635804
477500,-15.40971717,133.1773883,180.6033943,-0.00215802,-2.16E-05,-0.000806456,-0.00215802,-0.080645573
477600,-15.41057604,133.1776782,180.6012363,-0.184985983,-0.00184986,-0.000718831,-0.184985983,-0.071883136
477700,-15.41143491,133.177968,180.4162503,-0.10443817,-0.001044382,-0.000572769,-0.10443817,-0.057276907
477800,-15.41229378,133.1782579,180.3118122,0.062474546,0.000624745,0.000236824,0.062474546,0.023682439
477900,-15.41315265,133.1785478,180.3742867,0.321679362,0.003216794,0.000978617,0.321679362,0.097861715
478000,-15.41401152,133.1788376,180.6959661,0.111731124,0.001117311,0.001147838,0.111731124,0.11478379
478100,-15.41487039,133.1791275,180.8076972,-0.03674987,-0.000367499,0.000222973,-0.03674987,0.022297281
478200,-15.41572926,133.1794174,180.7709473,-0.307471493,-0.003074715,-0.000722723,-0.307471493,-0.072272302
478300,-15.41658812,133.1797072,180.4634758,-0.056598967,-0.00056599,-0.000315146,-0.056598967,-0.031514623
478400,-15.41744699,133.1799971,180.4068769,0.274761839,0.002747618,0.000762646,0.274761839,0.07626458
478500,-15.41830586,133.180287,180.6816387,0.394366941,0.003943669,0.001766887,0.394366941,0.176688696
478600,-15.41916809,133.1805659,181.0760056,0.094224969,0.00094225,0.002387393,0.094224969,0.238739335
478700,-15.42003478,133.1808281,181.1702306,0.191603591,0.001916036,0.002309434,0.191603591,0.230943398
478800,-15.42091929,133.1810192,181.3618342,0.243578091,0.002435781,0.00127365,0.243578091,0.127365016
478900,-15.4218038,133.1812103,181.6054123,-0.019946587,-0.000199466,0.001024329,-0.019946587,0.102432859
479000,-15.42268831,133.1814014,181.5854657,-0.005503658,-5.50E-05,1.41E-05,-0.005503658,0.001411635
479100,-15.42357395,133.1815869,181.579962,-0.212481304,-0.002124813,-0.00089062,-0.212481304,-0.089062032
479200,-15.42445971,133.1817717,181.3674807,-0.118316579,-0.001183166,-1.69E-05,-0.118316579,-0.001692617
479300,-15.42534548,133.1819565,181.2491642,0.329531071,0.003295311,0.001030422,0.329531071,0.103042198
479400,-15.42623124,133.1821414,181.5786952,0.413435603,0.004134356,0.002892524,0.413435603,0.289252373
479500,-15.42711701,133.1823262,181.9921308,0.532359398,0.005323594,0.004916033,0.532359398,0.491603317
479600,-15.42800277,133.182511,182.5244902,0.691087194,0.006910872,0.004936388,0.691087194,0.493638755
479700,-15.42888853,133.1826959,183.2155774,0.337672823,0.003376728,0.0064318,0.337672823,0.643180012
479800,-15.4297743,133.1828807,183.5532502,1.011600631,0.010116006,0.006609598,1.011600631,0.660959765
479900,-15.43066006,133.1830655,184.5648509,0.603478412,0.006034784,0.004589826,0.603478412,0.458982586
480000,-15.43154583,133.1832504,185.1683293,-0.116821521,-0.001168215,0.003122278,-0.116821521,0.312227774
480100,-15.43243159,133.1834352,185.0515078,-0.249346425,-0.002493464,-0.000904261,-0.249346425,-0.090426138
480200,-15.43331735,133.18362,184.8021613,-0.599015018,-0.00599015,0.000425651,-0.599015018,0.042565119
480300,-15.43420311,133.1838049,184.2031463,1.135443439,0.011354434,-0.000216336,1.135443439,-0.021633608
480400,-15.43508888,133.1839897,185.3385898,-0.373616426,-0.003736164,-0.00195675,-0.373616426,-0.19567496
480500,-15.43597464,133.1841746,184.9649733,-0.945511834,-0.009455118,-0.001317404,-0.945511834,-0.13174036
480600,-15.4368604,133.1843594,184.0194615,-0.34327662,-0.003432766,-0.005061842,-0.34327662,-0.506184178
480700,-15.43774616,133.1845443,183.6761849,-0.36233183,-0.003623318,-0.004861167,-0.36233183,-0.486116738
480800,-15.43863192,133.1847291,183.3138531,-0.293346668,-0.002933467,-0.000469014,-0.293346668,-0.046901428
480900,-15.43951768,133.184914,183.0205064,0.811349406,0.008113494,-0.001487945,0.811349406,-0.148794497
481000,-15.44040345,133.1850988,183.8318558,-0.750848894,-0.007508489,-0.002535619,-0.750848894,-0.253561935
481100,-15.44128921,133.1852837,183.0810069,-0.781401582,-0.007814016,0.000195714,-0.781401582,0.019571409
481200,-15.44217497,133.1854685,182.2996053,0.799186705,0.007991867,0.001026359,0.799186705,0.102635946
481300,-15.44306073,133.1856534,183.098792,1.143607556,0.011436076,0.001359608,1.143607556,0.13596082
481400,-15.44394649,133.1858383,184.2423996,-0.617549397,-0.006175494,0.003203946,-0.617549397,0.320394645
481500,-15.44483225,133.1860231,183.6248502,-0.043666282,-0.000436663,0.001797139,-0.043666282,0.179713879
481600,-15.44571801,133.186208,183.5811839,0.236463641,0.002364636,-0.000728795,0.236463641,-0.072879508
481700,-15.44660377,133.1863929,183.8176475,0.133234006,0.00133234,0.000919921,0.133234006,0.091992076
481800,-15.44748953,133.1865777,183.9508815,0.041936939,0.000419369,0.000929774,0.041936939,0.092977449
481900,-15.44837528,133.1867626,183.9928185,-0.039724789,-0.000397248,0.000539632,-0.039724789,0.053963242
482000,-15.44926104,133.1869475,183.9530937,0.080406811,0.000804068,-0.001115488,0.080406811,-0.111548832
482100,-15.45014706,133.187131,184.0335005,-0.528814288,-0.005288143,-0.000193058,-0.528814288,-0.019305808
482200,-15.45103333,133.1873132,183.5046862,0.410909035,0.00410909,0.003455404,0.410909035,0.345540402
482300,-15.45191961,133.1874955,183.9155953,1.419660049,0.0141966,0.005812794,1.419660049,0.581279407
482400,-15.45280589,133.1876777,185.3352553,1.023362831,0.010233628,0.007934417,1.023362831,0.793441688
482500,-15.45369216,133.1878599,186.3586181,0.319834839,0.003198348,0.007577294,0.319834839,0.757729381
482600,-15.45457844,133.1880421,186.678453,0.268059805,0.002680598,0.00476697,0.268059805,0.476697044
482700,-15.45546472,133.1882243,186.9465128,0.295530701,0.002955307,0.002449762,0.295530701,0.244976188
482800,-15.456351,133.1884065,187.2420435,0.096479406,0.000964794,0.002220014,0.096479406,0.222001442
482900,-15.45723729,133.1885886,187.3385229,0.227935853,0.002279359,0.002201925,0.227935853,0.220192455
483000,-15.45812358,133.1887708,187.5664587,0.260823861,0.002608239,0.002151734,0.260823861,0.215173422
483100,-15.45900987,133.1889529,187.8272826,0.275454569,0.002754546,0.003240581,0.275454569,0.324058082
483200,-15.45989616,133.1891351,188.1027372,0.532018043,0.00532018,0.003588319,0.532018043,0.358831909
483300,-15.46078245,133.1893173,188.6347552,0.367031163,0.003670312,0.00356629,0.367031163,0.356629014
483400,-15.46166873,133.1894994,189.0017864,0.252012281,0.002520123,0.003288713,0.252012281,0.328871343
483500,-15.46255502,133.1896816,189.2537987,0.164423884,0.001644239,0.000753338,0.164423884,0.075333791
483600,-15.46344131,133.1898637,189.4182225,-0.482132165,-0.004821322,-0.001804616,-0.482132165,-0.180461568
483700,-15.4643276,133.1900459,188.9360904,-0.65615027,-0.006561503,-0.00223285,-0.65615027,-0.223285031
483800,-15.46521389,133.190228,188.2799401,0.080718429,0.000807184,-0.003391489,0.080718429,-0.3391489
483900,-15.46610018,133.1904102,188.3606585,-0.299031595,-0.002990316,-0.002307582,-0.299031595,-0.230758233
484000,-15.46698641,133.1905926,188.0616269,-0.048569497,-0.000485695,0.000256316,-0.048569497,0.025631591
484100,-15.46787233,133.1907767,188.0130574,0.369409026,0.00369409,0.000839141,0.369409026,0.083914073
484200,-15.46875824,133.1909608,188.3824665,0.313848358,0.003138484,0.00174953,0.313848358,0.174953049
484300,-15.46964415,133.1911449,188.6963148,0.065124309,0.000651243,0.001216114,0.065124309,0.121611432
484400,-15.47053007,133.191329,188.7614391,-0.261935963,-0.00261936,-0.000645746,-0.261935963,-0.064574634
484500,-15.47141598,133.1915131,188.4995032,-0.375335239,-0.003753352,-0.003044221,-0.375335239,-0.304422116
484600,-15.4723019,133.1916972,188.1241679,-0.645541569,-0.006455416,-0.004943886,-0.645541569,-0.494388641
484700,-15.47318781,133.1918812,187.4786264,-0.694741794,-0.006947418,-0.00301897,-0.694741794,-0.301896954
484800,-15.47407372,133.1920653,186.7838846,0.508030784,0.005080308,-0.001901248,0.508030784,-0.190124764
484900,-15.47495963,133.1922494,187.2919154,0.071753521,0.000717535,-0.000311289,0.071753521,-0.031128915
485000,-15.47584555,133.1924335,187.3636689,-0.009558172,-9.56E-05,0.001773874,-0.009558172,0.177387369
485100,-15.47673146,133.1926176,187.3541107,0.139323342,0.001393233,0.0008176,0.139323342,0.081759983
485200,-15.47761737,133.1928017,187.493434,0.125521241,0.001255212,0.000924245,0.125521241,0.092424463
485300,-15.47850328,133.1929858,187.6189553,0.114411439,0.001144114,0.000832734,0.114411439,0.083273382
485400,-15.4793892,133.1931699,187.7333667,-0.046162494,-0.000461625,0.000751995,-0.046162494,0.075199451
485500,-15.48027511,133.193354,187.6872042,0.107027618,0.001070276,0.000878057,0.107027618,0.087805674
485600,-15.48116102,133.1935381,187.7942318,0.175946132,0.001759461,0.001114356,0.175946132,0.111435584
485700,-15.48204693,133.1937223,187.970178,0.20893108,0.002089311,0.003507349,0.20893108,0.350734897
485800,-15.48293284,133.1939064,188.1791091,0.911034758,0.009110348,0.004583257,0.911034758,0.458325697
485900,-15.48381875,133.1940905,189.0901438,0.537390819,0.005373908,0.00449798,0.537390819,0.449797981
486000,-15.48470466,133.1942746,189.6275346,0.141835268,0.001418353,0.0043159,0.141835268,0.431590039
486100,-15.48559057,133.1944587,189.7693699,0.136099312,0.001360993,0.001656025,0.136099312,0.165602532
486200,-15.48647648,133.1946428,189.9054692,-0.152915271,-0.001529153,0.000693588,-0.152915271,0.069358779
486300,-15.48736239,133.1948269,189.7525539,0.152415808,0.001524158,0.000876258,0.152415808,0.08762576
486400,-15.48824833,133.1950109,189.9049698,0.214903192,0.002149032,0.000660228,0.214903192,0.066022816
486500,-15.48913428,133.1951948,190.1198729,0.049687532,0.000496875,0.00137906,0.049687532,0.137905974
486600,-15.49002024,133.1953787,190.1695605,0.134617365,0.001346174,0.001168141,0.134617365,0.116814122
486700,-15.49090618,133.1955627,190.3041778,0.0680484,0.000680484,0.001245191,0.0680484,0.124519094
486800,-15.49179209,133.1957468,190.3722262,0.245723079,0.002457231,0.002617208,0.245723079,0.261720838
486900,-15.492678,133.1959309,190.6179493,0.59849451,0.005984945,0.003972934,0.59849451,0.397293412
487000,-15.49356391,133.196115,191.2164438,0.676907659,0.006769077,0.005089364,0.676907659,0.508936393
487100,-15.49444982,133.1962991,191.8933515,0.514620324,0.005146203,0.002172548,0.514620324,0.217254849
487200,-15.49533573,133.1964832,192.4079718,-0.921003096,-0.009210031,0.003364623,-0.921003096,0.336462279
487300,-15.49622164,133.1966674,191.4869687,1.075324227,0.010753242,0.009131834,1.075324227,0.913183404
487400,-15.49710755,133.1968515,192.5622929,2.98379216,0.029837922,0.011254263,2.98379216,1.125426298
487500,-15.49799346,133.1970356,195.5460851,1.363591902,0.013635919,0.014635977,1.363591902,1.463597709
487600,-15.49887936,133.1972197,196.909677,0.431682546,0.004316825,0.011685358,0.431682546,1.168535811
487700,-15.49976527,133.1974039,197.3413596,-0.104923366,-0.001049234,0.004399039,-0.104923366,0.439903932
487800,-15.50065118,133.197588,197.2364362,0.069264644,0.000692646,0.001223377,0.069264644,0.122337677
487900,-15.50153709,133.1977721,197.3057008,0.093326883,0.000933269,0.00011848,0.093326883,0.011848042
488000,-15.502423,133.1979563,197.3990277,-0.010275993,-0.00010276,-0.000179291,-0.010275993,-0.017929138
488100,-15.50330891,133.1981404,197.3887517,-0.224032086,-0.002240321,0.000194972,-0.224032086,0.019497229
488200,-15.50419481,133.1983245,197.1647196,0.218970111,0.002189701,0.000508776,0.218970111,0.050877572
488300,-15.50508072,133.1985087,197.3836897,0.218848256,0.002188483,0.002138017,0.218848256,0.213801687
488400,-15.50596663,133.1986928,197.602538,0.641420469,0.006414205,0.003173151,0.641420469,0.317315149
488500,-15.50685254,133.198877,198.2439585,0.190021762,0.001900218,0.001224471,0.190021762,0.122447118
488600,-15.50773844,133.1990611,198.4339802,-0.560502014,-0.00560502,-1.88E-05,-0.560502014,-0.00188454
488700,-15.50862435,133.1992452,197.8734782,-0.278478377,-0.002784784,-0.002421732,-0.278478377,-0.242173175
488800,-15.50951026,133.1994294,197.5949998,-0.319734073,-0.003197341,-0.003174919,-0.319734073,-0.31749187
488900,-15.51039616,133.1996135,197.2752658,-0.111253014,-0.00111253,-0.002130106,-0.111253014,-0.213010597
489000,-15.51128208,133.1997976,197.1640128,-0.142576924,-0.001425769,-0.002210754,-0.142576924,-0.221075417
489100,-15.51216799,133.1999817,197.0214358,-0.310737657,-0.003107377,-0.002457439,-0.310737657,-0.245743932
489200,-15.51305391,133.2001658,196.7106982,-0.418408131,-0.004184081,-0.002267667,-0.418408131,-0.226766709
489300,-15.51393982,133.2003499,196.29229,-0.035344126,-0.000353441,-0.003191359,-0.035344126,-0.319135919
489400,-15.51482573,133.2005341,196.2569459,-0.512053763,-0.005120538,-0.003727441,-0.512053763,-0.372744096
489500,-15.51571165,133.2007182,195.7448922,-0.525170365,-0.005251704,-0.003407681,-0.525170365,-0.340768057
489600,-15.51659756,133.2009023,195.2197218,-0.290503974,-0.00290504,-0.00443297,-0.290503974,-0.443297034
489700,-15.51748347,133.2010864,194.9292178,-0.445460034,-0.0044546,-0.003628759,-0.445460034,-0.362875898
489800,-15.51836939,133.2012705,194.4837578,-0.190369219,-0.001903692,-0.002643225,-0.190369219,-0.264322535
489900,-15.5192553,133.2014546,194.2933886,-0.130956915,-0.001309569,-0.001101328,-0.130956915,-0.11013278
490000,-15.52014121,133.2016387,194.1624316,0.326255047,0.00326255,0.000406011,0.326255047,0.040601082
490100,-15.52102716,133.2018227,194.4886867,0.157475416,0.001574754,0.000333131,0.157475416,0.033313142
490200,-15.52191313,133.2020065,194.6461621,-0.219520982,-0.00219521,-0.000863843,-0.219520982,-0.086384291
490300,-15.5227991,133.2021904,194.4266411,-0.609746645,-0.006097466,-0.002048053,-0.609746645,-0.20480525
490400,-15.52368507,133.2023742,193.8168945,-0.14742879,-0.001474288,-0.001731646,-0.14742879,-0.173164648
490500,-15.52457103,133.202558,193.6694657,0.284037823,0.002840378,-0.001930602,0.284037823,-0.193060186
490600,-15.525457,133.2027418,193.9535035,-0.299103133,-0.002991031,-0.000896445,-0.299103133,-0.089644541
490700,-15.52634297,133.2029257,193.6544004,-0.196084064,-0.001960841,-0.001406456,-0.196084064,-0.140645602
490800,-15.52722894,133.2031095,193.4583163,-0.351433034,-0.00351433,-0.00351231,-0.351433034,-0.351230976
490900,-15.52811491,133.2032934,193.1068833,-0.558303675,-0.005583037,-0.00368763,-0.558303675,-0.368763021
491000,-15.52900088,133.2034772,192.5485796,-0.369231311,-0.003692313,-0.004255658,-0.369231311,-0.425565809
491100,-15.52988684,133.203661,192.1793483,-0.423295216,-0.004232952,-0.004516601,-0.423295216,-0.451660055
491200,-15.53077281,133.2038449,191.7560531,-0.455810019,-0.0045581,-0.003747275,-0.455810019,-0.374727461
491300,-15.53165878,133.2040287,191.3002431,-0.250573297,-0.002505733,-0.003707252,-0.250573297,-0.370725223
491400,-15.53254475,133.2042126,191.0496698,-0.353222359,-0.003532224,-0.002842596,-0.353222359,-0.284259553
491500,-15.53343071,133.2043964,190.6964474,-0.077432535,-0.000774325,-0.002389879,-0.077432535,-0.238987941
491600,-15.53431668,133.2045803,190.6190149,-0.274723574,-0.002747236,-0.003859882,-0.274723574,-0.385988206
491700,-15.53520265,133.2047641,190.3442913,-0.838574356,-0.008385744,-0.001779546,-0.838574356,-0.177954583
491800,-15.53608861,133.204948,189.5057169,0.478912132,0.004789121,0.000101082,0.478912132,0.010108247
491900,-15.53697458,133.2051318,189.9846291,0.674818784,0.006748188,0.000178741,0.674818784,0.017874098
492000,-15.53786054,133.2053157,190.6594479,-0.243660167,-0.002436602,0.003368092,-0.243660167,0.336809193
492100,-15.53874651,133.2054995,190.4157877,0.437166022,0.00437166,0.00208708,0.437166022,0.208708002
492200,-15.53963248,133.2056834,190.8529537,-0.033492632,-0.000334926,-5.54E-05,-0.033492632,-0.005541749
492300,-15.54051844,133.2058672,190.8194611,-0.18218022,-0.001821802,-0.000144942,-0.18218022,-0.014494156
492400,-15.54140442,133.206051,190.6372809,-0.279469795,-0.002794698,-0.000970032,-0.279469795,-0.097003175
492500,-15.54229044,133.2062346,190.3578111,0.107129947,0.001071299,0.000139472,0.107129947,0.013947244
492600,-15.54317646,133.2064182,190.464941,0.410309044,0.00410309,0.002117438,0.410309044,0.211743769
492700,-15.54406248,133.2066018,190.8752501,0.609005881,0.006090059,-0.000195745,0.609005881,-0.019574538
492800,-15.5449485,133.2067853,191.4842559,-1.204743025,-0.01204743,-0.001132179,-1.204743025,-0.11321787
492900,-15.54583452,133.2069689,190.2795129,-0.267443379,-0.002674434,-0.000894872,-0.267443379,-0.089487197
493000,-15.54672054,133.2071525,190.0120695,0.505231734,0.005052317,-0.003833552,0.505231734,-0.383355225
493100,-15.54760656,133.2073361,190.5173013,-0.566466231,-0.005664662,-0.001873242,-0.566466231,-0.187324216
493200,-15.54849258,133.2075197,189.950835,-0.420618987,-0.00420619,-0.001121334,-0.420618987,-0.112133403
493300,-15.54937859,133.2077033,189.5302161,0.033319871,0.000333199,-0.003545771,0.033319871,-0.354577051
493400,-15.55026461,133.2078869,189.5635359,-0.464542856,-0.004645429,-0.001047282,-0.464542856,-0.104728174
493500,-15.55115063,133.2080704,189.0989931,0.432929274,0.004329293,-0.000925746,0.432929274,-0.092574632
493600,-15.55203665,133.208254,189.5319223,-0.372004818,-0.003720048,-0.001093571,-0.372004818,-0.109357093
493700,-15.55292267,133.2084376,189.1599175,-0.033809974,-0.0003381,-0.001447395,-0.033809974,-0.14473953
493800,-15.55380803,133.2086246,189.1261075,-0.606072601,-0.006060726,-0.001849959,-0.606072601,-0.184995876
493900,-15.55469307,133.2088131,188.5200349,0.271903887,0.002719039,0.001107541,0.271903887,0.110754081
494000,-15.55557811,133.2090017,188.7919388,0.810995009,0.00810995,-0.000604393,0.810995009,-0.060439285
494100,-15.55646314,133.2091902,189.6029338,-0.718583435,-0.007185834,0.001273313,-0.718583435,0.127331257
494200,-15.55734818,133.2093788,188.8843504,0.145009566,0.001450096,0.000903039,0.145009566,0.090303889
494300,-15.55823322,133.2095673,189.02936,0.123794415,0.001237944,-0.00124045,0.123794415,-0.124045015
494400,-15.55911826,133.2097559,189.1531544,-0.046400607,-0.000464006,-9.86E-05,-0.046400607,-0.009861376
494500,-15.56000329,133.2099445,189.1067538,-0.261848876,-0.002618489,-0.001055923,-0.261848876,-0.10559232
494600,-15.56088833,133.210133,188.8449049,-0.237914212,-0.002379142,-0.001839674,-0.237914212,-0.183967406
494700,-15.5617578,133.2103848,188.6069907,-0.18970593,-0.001897059,-0.001682552,-0.18970593,-0.168255156
494800,-15.56262267,133.2106552,188.4172848,0.016448395,0.000164484,-0.000526898,0.016448395,-0.052689842
494900,-15.56346379,133.2109939,188.4337332,0.200412379,0.002004124,0.001242536,0.200412379,0.124253629
495000,-15.56429816,133.211352,188.6341455,0.469859674,0.004698597,0.003810221,0.469859674,0.381022075
495100,-15.56512151,133.2117358,189.1040052,0.837367851,0.008373679,0.005867879,0.837367851,0.586787914
495200,-15.56594163,133.2121275,189.9413731,0.839511754,0.008395118,0.006819656,0.839511754,0.681965631
495300,-15.56675939,133.2125242,190.7808848,0.581123244,0.005811232,0.005802063,0.581123244,0.580206349
495400,-15.56757312,133.2129298,191.3620081,0.062822547,0.000628225,0.00309722,0.062822547,0.309722016
495500,-15.56838685,133.2133353,191.4248306,-0.24456948,-0.002445695,0.000426418,-0.24456948,0.042641766
495600,-15.56920058,133.2137409,191.1802611,-0.228809248,-0.002288092,-0.001960283,-0.228809248,-0.196028329
495700,-15.57001431,133.2141465,190.9514519,-0.373557135,-0.003735571,-0.001893675,-0.373557135,-0.189367503
495800,-15.57082804,133.214552,190.5778947,0.089465851,0.000894659,0.000256073,0.089465851,0.025607324
495900,-15.57164159,133.214958,190.6673606,0.615329826,0.006153298,-0.002781228,0.615329826,-0.278122777
496000,-15.57245403,133.2153663,191.2826904,-1.443729648,-0.014437296,-0.005698394,-1.443729648,-0.56983936
496100,-15.5732794,133.215744,189.8389608,-1.54042347,-0.015404235,-0.00967571,-1.54042347,-0.96757099
496200,-15.57409124,133.2161535,188.2985373,-1.501460668,-0.015014607,-0.008836021,-1.501460668,-0.883602136
496300,-15.57490374,133.2165617,186.7970766,0.951205241,0.009512052,-0.007919886,0.951205241,-0.791988619
496400,-15.57571711,133.2169681,187.7482819,-1.077275579,-0.010772756,-0.005281706,-1.077275579,-0.528170617
496500,-15.57653062,133.2173741,186.6710063,-0.485151462,-0.004851515,-0.002958223,-0.485151462,-0.295822268
496600,-15.57734204,133.2177846,186.1858548,-0.572067271,-0.005720673,-0.005702355,-0.572067271,-0.570235539
496700,-15.5781519,133.2181983,185.6137876,-0.146447842,-0.001464478,-0.002718922,-0.146447842,-0.271892159
496800,-15.5789618,133.2186119,185.4673397,0.11609794,0.001160979,-0.002998469,0.11609794,-0.299846942
496900,-15.57977171,133.2190256,185.5834377,-0.596970596,-0.005969706,0.0003113,-0.596970596,0.031129974
497000,-15.58058161,133.2194392,184.9864671,0.751840393,0.007518404,0.002129961,0.751840393,0.212996052
497100,-15.58139598,133.2198435,185.7383075,0.58101647,0.005810165,0.005966046,0.58101647,0.596604616
497200,-15.58221065,133.220247,186.3193239,1.650532198,0.016505322,0.007168264,1.650532198,0.71682641
497300,-15.58302531,133.2206506,187.9698561,-0.11608342,-0.001160834,0.005751041,-0.11608342,0.57510414
497400,-15.58383995,133.2210542,187.8537727,0.184951313,0.001849513,0.002726172,0.184951313,0.272617167
497500,-15.5846546,133.2214579,188.038724,-0.628931423,-0.006289314,0.000939665,-0.628931423,0.093966545
497600,-15.58546924,133.2218615,187.4097926,0.935929712,0.009359297,0.002596563,0.935929712,0.259656258
497700,-15.58628389,133.2222651,188.3457223,0.54667543,0.005466754,0.00355509,0.54667543,0.355508967
497800,-15.58709853,133.2226688,188.8923977,0.568362149,0.005683621,0.005359479,0.568362149,0.53594794
497900,-15.58791317,133.2230724,189.4607599,0.092824469,0.000928245,0.001751982,0.092824469,0.175198157
498000,-15.58872781,133.2234761,189.5535844,-0.507069421,-0.005070694,-0.00236554,-0.507069421,-0.236554032
498100,-15.58954364,133.2238771,189.0465149,-1.100333327,-0.011003333,-0.008201827,-1.100333327,-0.820182666
498200,-15.59035952,133.2242781,187.9461816,-1.766152384,-0.017661524,-0.011813848,-1.766152384,-1.181384802
498300,-15.59117539,133.2246791,186.1800292,-1.351984078,-0.013519841,-0.010896315,-1.351984078,-1.089631479
498400,-15.59199127,133.2250801,184.8280451,-0.140056126,-0.001400561,-0.008008862,-0.140056126,-0.800886226
498500,-15.59280715,133.2254811,184.687989,0.054647683,0.000546477,-0.00322001,0.054647683,-0.322000969
498600,-15.59362302,133.2258821,184.7426367,0.149388646,0.001493886,0.000780144,0.149388646,0.078014382
498700,-15.59443889,133.2262831,184.8920254,0.248077324,0.002480773,0.001539528,0.248077324,0.153952771
498800,-15.59525477,133.2266841,185.1401027,0.163697431,0.001636974,0.002629864,0.163697431,0.262986446
498900,-15.5960708,133.2270847,185.3038001,0.490782383,0.004907824,0.003244642,0.490782383,0.324464227
499000,-15.59688716,133.2274846,185.7945825,0.395299772,0.003952998,0.003729839,0.395299772,0.372983921
499100,-15.59770352,133.2278846,186.1898823,0.442156098,0.004421561,0.004811764,0.442156098,0.481176444
499200,-15.59851989,133.2282845,186.6320384,0.596467521,0.005964675,0.00440723,0.596467521,0.44072295
499300,-15.59933625,133.2286845,187.2285059,0.32896841,0.003289684,0.003014786,0.32896841,0.301478613
499400,-15.60015261,133.2290844,187.5574743,-0.161677579,-0.001616776,0.001574324,-0.161677579,0.15743238
499500,-15.60096897,133.2294844,187.3957967,-0.134028832,-0.001340288,-0.002914307,-0.134028832,-0.291430736
499600,-15.60178533,133.2298843,187.2617679,-1.198984941,-0.011989849,-0.005755477,-1.198984941,-0.575547748
499700,-15.60260168,133.2302843,186.0627829,-0.80749964,-0.008074996,-0.003422008,-0.80749964,-0.342200808
499800,-15.60340682,133.2307077,185.2552833,0.77171018,0.007717102,-0.002937354,0.77171018,-0.293735356
