Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
0.79,-0.49,89.9,71,-44.1,0,0,6:56:50
0.83,-0.52,89.9,74.6,-46.7,0,0,6:56:55
0.87,-0.55,89.9,78.2,-49.4,0,0,6:57:00
0.96,-0.65,90,86.4,-58.5,0,0,6:57:05
1,-0.68,90,90,-61.2,0,0,6:57:10
1.05,-0.72,90,94.5,-64.8,0,0,6:57:15
1.11,-0.78,90,99.9,-70.2,0,0,6:57:20
1.29,-0.94,90,116.1,-84.6,0,0,6:57:25
1.34,-0.97,90,120.6,-87.3,0,0,6:57:30
1.4,-1.05,90,126,-94.5,0,0,6:57:35
1.47,-1.11,90,132.3,-99.9,0,0,6:57:40
1.55,-1.18,90,139.5,-106.2,0,0,6:57:45
1.62,-1.25,90,145.8,-112.5,0,0,6:57:50
1.67,-1.29,90,150.3,-116.1,0,0,6:57:55
1.74,-1.35,90.1,156.8,-121.6,0,0,6:58:00
1.81,-1.42,90.1,163.1,-127.9,0,0,6:58:05
1.89,-1.49,90.1,170.3,-134.2,0,0,6:58:10
1.96,-1.55,90.1,176.6,-139.7,0,0,6:58:15
2.02,-1.61,90.1,182,-145.1,0,0,6:58:20
2.06,-1.65,90.1,185.6,-148.7,0,0,6:58:25
2.09,-1.66,90.1,188.3,-149.6,0,0,6:58:30
2.15,-1.72,90.1,193.7,-155,0,0,6:58:35
2.19,-1.77,90.1,197.3,-159.5,0,0,6:58:40
2.24,-1.82,90.1,201.8,-164,0,0,6:58:45
2.19,-1.78,90.1,197.3,-160.4,0,0,6:58:50
2.25,-1.82,90.1,202.7,-164,0,0,6:58:55
2.32,-1.89,90.2,209.3,-170.5,0,0,6:59:00
2.39,-1.95,90.2,215.6,-175.9,0,0,6:59:05
2.47,-2.03,90.3,223,-183.3,0,0,6:59:10
2.46,-2.01,90.3,222.1,-181.5,0,0,6:59:15
2.63,-2.18,90.3,237.5,-196.9,0,0,6:59:20
2.69,-2.23,90.3,242.9,-201.4,0,0,6:59:25
2.76,-2.3,90.3,249.2,-207.7,0,0,6:59:30
2.82,-2.34,90.3,254.6,-211.3,0,0,6:59:35
2.88,-2.41,90.3,260.1,-217.6,0,0,6:59:40
3.05,-2.56,90.4,275.7,-231.4,0,0,6:59:45
3.12,-2.62,90.4,282,-236.8,0,0,6:59:50
3.03,-2.54,90.4,273.9,-229.6,0,0,6:59:55
3.07,-2.58,90.4,277.5,-233.2,0,0,7:00:00
3.1,-2.6,90.4,280.2,-235,0,0,7:00:05
3.13,-2.64,90.4,283,-238.7,0,0,7:00:10
3.2,-2.7,90.4,289.3,-244.1,0,0,7:00:15
3.28,-2.77,90.4,296.5,-250.4,0,0,7:00:20
3.31,-2.79,90.4,299.2,-252.2,0,0,7:00:25
3.34,-2.82,90.4,301.9,-254.9,0,0,7:00:30
3.36,-2.84,90.4,303.7,-256.7,0,0,7:00:35
3.41,-2.89,90.4,308.3,-261.3,0,0,7:00:40
3.44,-2.92,90.4,311,-264,0,0,7:00:45
3.46,-2.94,90.5,313.1,-266.1,0,0,7:00:50
3.49,-2.97,90.5,315.8,-268.8,0,0,7:00:55
3.51,-2.99,90.5,317.7,-270.6,0,0,7:01:00
3.54,-3.01,90.5,320.4,-272.4,0,0,7:01:05
3.56,-3.04,90.6,322.5,-275.4,0,0,7:01:10
3.58,-3.04,90.5,324,-275.1,0,0,7:01:15
3.61,-3.07,90.6,327.1,-278.1,0,0,7:01:20
3.63,-3.09,90.6,328.9,-280,0,0,7:01:25
3.64,-3.11,90.6,329.8,-281.8,0,0,7:01:30
3.65,-3.13,90.6,330.7,-283.6,0,0,7:01:35
3.65,-3.11,90.6,330.7,-281.8,0,0,7:01:40
3.68,-3.15,90.6,333.4,-285.4,0,0,7:01:45
3.7,-3.17,90.6,335.2,-287.2,0,0,7:01:50
3.72,-3.18,90.6,337,-288.1,0,0,7:01:55
3.74,-3.2,90.6,338.8,-289.9,0,0,7:02:00
3.75,-3.21,90.6,339.8,-290.8,0,0,7:02:05
3.77,-3.22,90.6,341.6,-291.7,0,0,7:02:10
3.78,-3.24,90.6,342.5,-293.5,0,0,7:02:15
3.8,-3.25,90.6,344.3,-294.5,0,0,7:02:20
3.82,-3.27,90.6,346.1,-296.3,0,0,7:02:25
3.84,-3.29,90.6,347.9,-298.1,0,0,7:02:30
3.85,-3.29,90.6,348.8,-298.1,0,0,7:02:35
3.86,-3.3,90.6,349.7,-299,0,0,7:02:40
3.87,-3.32,90.6,350.6,-300.8,0,0,7:02:45
3.89,-3.33,90.6,352.4,-301.7,0,0,7:02:50
3.91,-3.35,90.6,354.2,-303.5,0,0,7:02:55
3.92,-3.36,90.6,355.2,-304.4,0,0,7:03:00
3.93,-3.37,90.6,356.1,-305.3,0,0,7:03:05
3.93,-3.37,90.6,356.1,-305.3,0,0,7:03:10
3.95,-3.39,90.7,358.3,-307.5,0,0,7:03:15
3.97,-3.4,90.7,360.1,-308.4,0,0,7:03:20
3.99,-3.43,90.7,361.9,-311.1,0,0,7:03:25
3.99,-3.43,90.7,361.9,-311.1,0,0,7:03:30
4.01,-3.45,90.6,363.3,-312.6,0,0,7:03:35
4.03,-3.47,90.7,365.5,-314.7,0,0,7:03:40
4.04,-3.47,90.7,366.4,-314.7,0,0,7:03:45
4.05,-3.49,90.7,367.3,-316.5,0,0,7:03:50
4.07,-3.5,90.7,369.1,-317.5,0,0,7:03:55
4.09,-3.52,90.7,371,-319.3,0,0,7:04:00
1.69,-1.32,90.3,152.6,-119.2,0,0,7:04:05
4.08,-3.52,90.7,370.1,-319.3,0,0,7:04:10
4.09,-3.52,90.7,371,-319.3,0,0,7:04:15
4.11,-3.54,90.7,372.8,-321.1,0,0,7:04:20
4.12,-3.55,90.7,373.7,-322,0,0,7:04:25
4.09,-3.53,90.7,371,-320.2,0,0,7:04:30
4.14,-3.58,90.7,375.5,-324.7,0,0,7:04:35
4.15,-3.58,90.7,376.4,-324.7,0,0,7:04:40
4.13,-3.56,90.7,374.6,-322.9,0,0,7:04:45
4.14,-3.57,90.7,375.5,-323.8,0,0,7:04:50
4.16,-3.59,90.7,377.3,-325.6,0,0,7:04:55
4.19,-3.62,90.7,380,-328.3,0,0,7:05:00
4.2,-3.62,90.7,380.9,-328.3,0,0,7:05:05
4.22,-3.64,90.7,382.8,-330.1,0,0,7:05:10
4.23,-3.65,90.7,383.7,-331.1,0,0,7:05:15
4.25,-3.67,90.7,385.5,-332.9,0,0,7:05:20
4.26,-3.67,90.7,386.4,-332.9,0,0,7:05:25
4.26,-3.67,90.7,386.4,-332.9,0,0,7:05:30
4.29,-3.7,90.8,389.5,-336,0,0,7:05:35
4.33,-3.74,90.8,393.2,-339.6,0,0,7:05:40
4.34,-3.75,90.8,394.1,-340.5,0,0,7:05:45
4.36,-3.77,90.8,395.9,-342.3,0,0,7:05:50
4.36,-3.77,90.8,395.9,-342.3,0,0,7:05:55
4.38,-3.78,90.9,398.1,-343.6,0,0,7:06:00
4.39,-3.8,90.9,399.1,-345.4,0,0,7:06:05
4.39,-3.8,90.9,399.1,-345.4,0,0,7:06:10
4.42,-3.81,90.8,401.3,-345.9,0,0,7:06:15
4.42,-3.83,90.9,401.8,-348.1,0,0,7:06:20
4.44,-3.84,90.9,403.6,-349.1,0,0,7:06:25
4.45,-3.86,90.9,404.5,-350.9,0,0,7:06:30
4.46,-3.87,90.8,405,-351.4,0,0,7:06:35
4.48,-3.88,90.9,407.2,-352.7,0,0,7:06:40
4.49,-3.9,90.9,408.1,-354.5,0,0,7:06:45
4.49,-3.91,90.9,408.1,-355.4,0,0,7:06:50
4.51,-3.92,90.9,410,-356.3,0,0,7:06:55
4.51,-3.92,90.9,410,-356.3,0,0,7:07:00
4.53,-3.93,90.9,411.8,-357.2,0,0,7:07:05
4.54,-3.94,90.9,412.7,-358.1,0,0,7:07:10
4.55,-3.95,90.9,413.6,-359.1,0,0,7:07:15
4.56,-3.97,90.9,414.5,-360.9,0,0,7:07:20
4.58,-3.97,90.9,416.3,-360.9,0,0,7:07:25
4.59,-3.98,90.9,417.2,-361.8,0,0,7:07:30
4.6,-3.99,90.9,418.1,-362.7,0,0,7:07:35
4.61,-3.99,90.9,419,-362.7,0,0,7:07:40
4.62,-4.01,90.9,420,-364.5,0,0,7:07:45
4.63,-4.03,90.9,420.9,-366.3,0,0,7:07:50
4.65,-4.04,90.9,422.7,-367.2,0,0,7:07:55
4.68,-4.06,90.9,425.4,-369.1,0,0,7:08:00
4.68,-4.06,90.9,425.4,-369.1,0,0,7:08:05
4.7,-4.09,90.9,427.2,-371.8,0,0,7:08:10
4.71,-4.09,90.9,428.1,-371.8,0,0,7:08:15
4.71,-4.1,90.9,428.1,-372.7,0,0,7:08:20
4.72,-4.1,90.9,429,-372.7,0,0,7:08:25
4.74,-4.12,90.9,430.9,-374.5,0,0,7:08:30
4.75,-4.13,90.9,431.8,-375.4,0,0,7:08:35
4.76,-4.14,90.9,432.7,-376.3,0,0,7:08:40
4.76,-4.13,90.9,432.7,-375.4,0,0,7:08:45
4.74,-4.12,90.9,430.9,-374.5,0,0,7:08:50
4.8,-4.17,90.9,436.3,-379.1,0,0,7:08:55
4.8,-4.18,90.9,436.3,-380,0,0,7:09:00
4.81,-4.18,90.9,437.2,-380,0,0,7:09:05
4.82,-4.19,90.9,438.1,-380.9,0,0,7:09:10
4.8,-4.17,90.9,436.3,-379.1,0,0,7:09:15
4.87,-4.24,91,443.2,-385.8,0,0,7:09:20
4.81,-4.18,90.9,437.2,-380,0,0,7:09:25
4.82,-4.2,91,438.6,-382.2,0,0,7:09:30
4.83,-4.2,91,439.5,-382.2,0,0,7:09:35
4.87,-4.24,91,443.2,-385.8,0,0,7:09:40
4.86,-4.23,90.9,441.8,-384.5,0,0,7:09:45
4.88,-4.25,91,444.1,-386.8,0,0,7:09:50
4.88,-4.25,91,444.1,-386.8,0,0,7:09:55
4.88,-4.26,91,444.1,-387.7,0,0,7:10:00
4.95,-4.32,91,450.5,-393.1,0,0,7:10:05
4.92,-4.29,91,447.7,-390.4,0,0,7:10:10
4.91,-4.28,91,446.8,-389.5,0,0,7:10:15
4.91,-4.27,91,446.8,-388.6,0,0,7:10:20
4.93,-4.3,91,448.6,-391.3,0,0,7:10:25
4.92,-4.29,91,447.7,-390.4,0,0,7:10:30
4.92,-4.29,91,447.7,-390.4,0,0,7:10:35
4.95,-4.32,91,450.5,-393.1,0,0,7:10:40
4.9,-4.27,91,445.9,-388.6,0,0,7:10:45
4.98,-4.34,91,453.2,-394.9,0,0,7:10:50
4.96,-4.33,91,451.4,-394,0,0,7:10:55
4.91,-4.29,91,446.8,-390.4,0,0,7:11:00
4.97,-4.33,91,452.3,-394,0,0,7:11:05
4.98,-4.35,91,453.2,-395.9,0,0,7:11:10
4.96,-4.32,91,451.4,-393.1,0,0,7:11:15
4.94,-4.3,91,449.5,-391.3,0,0,7:11:20
4.91,-4.27,91,446.8,-388.6,0,0,7:11:25
4.94,-4.3,91,449.5,-391.3,0,0,7:11:30
4.94,-4.31,91,449.5,-392.2,0,0,7:11:35
4.96,-4.32,91,451.4,-393.1,0,0,7:11:40
4.95,-4.31,91,450.5,-392.2,0,0,7:11:45
5.03,-4.4,91,457.7,-400.4,0,0,7:11:50
5.03,-4.38,91,457.7,-398.6,0,0,7:11:55
5.05,-4.41,91,459.6,-401.3,0,0,7:12:00
5.08,-4.43,91,462.3,-403.1,0,0,7:12:05
5.11,-4.46,91.1,465.5,-406.3,0,0,7:12:10
5.11,-4.47,91.1,465.5,-407.2,0,0,7:12:15
5.12,-4.47,91.1,466.4,-407.2,0,0,7:12:20
5.14,-4.49,91.1,468.3,-409,0,0,7:12:25
5.12,-4.47,91.2,466.9,-407.7,0,0,7:12:30
5.17,-4.52,91.1,471,-411.8,0,0,7:12:35
5.18,-4.53,91.2,472.4,-413.1,0,0,7:12:40
5.21,-4.56,91.2,475.2,-415.9,0,0,7:12:45
5.21,-4.56,91.2,475.2,-415.9,0,0,7:12:50
5.23,-4.58,91.2,477,-417.7,0,0,7:12:55
5.24,-4.58,91.2,477.9,-417.7,0,0,7:13:00
5.26,-4.62,91.2,479.7,-421.3,0,0,7:13:05
5.29,-4.64,91.2,482.4,-423.2,0,0,7:13:10
5.3,-4.64,91.2,483.4,-423.2,0,0,7:13:15
5.3,-4.65,91.2,483.4,-424.1,0,0,7:13:20
5.31,-4.66,91.2,484.3,-425,0,0,7:13:25
5.33,-4.67,91.2,486.1,-425.9,0,0,7:13:30
5.27,-4.62,91.2,480.6,-421.3,0,0,7:13:35
5.32,-4.67,91.2,485.2,-425.9,0,0,7:13:40
5.34,-4.68,91.2,487,-426.8,0,0,7:13:45
5.35,-4.69,91.2,487.9,-427.7,0,0,7:13:50
5.39,-4.73,91.2,491.6,-431.4,0,0,7:13:55
5.4,-4.73,91.2,492.5,-431.4,0,0,7:14:00
5.4,-4.74,91.2,492.5,-432.3,0,0,7:14:05
5.41,-4.74,91.2,493.4,-432.3,0,0,7:14:10
5.4,-4.74,91.2,492.5,-432.3,0,0,7:14:15
5.43,-4.77,91.2,495.2,-435,0,0,7:14:20
5.28,-4.63,91.2,481.5,-422.3,0,0,7:14:25
5.3,-4.65,91.2,483.4,-424.1,0,0,7:14:30
5.3,-4.65,91.2,483.4,-424.1,0,0,7:14:35
5.31,-4.66,91.2,484.3,-425,0,0,7:14:40
5.42,-4.76,91.2,494.3,-434.1,0,0,7:14:45
5.49,-4.82,91.2,500.7,-439.6,0,0,7:14:50
5.5,-4.83,91.2,501.6,-440.5,0,0,7:14:55
5.53,-4.86,91.2,504.3,-443.2,0,0,7:15:00
5.54,-4.87,91.2,505.2,-444.1,0,0,7:15:05
5.55,-4.88,91.3,506.7,-445.5,0,0,7:15:10
5.57,-4.89,91.2,508,-446,0,0,7:15:15
5.58,-4.9,91.3,509.5,-447.4,0,0,7:15:20
5.56,-4.88,91.3,507.6,-445.5,0,0,7:15:25
5.61,-4.93,91.3,512.2,-450.1,0,0,7:15:30
5.61,-4.93,91.3,512.2,-450.1,0,0,7:15:35
5.64,-4.96,91.3,514.9,-452.8,0,0,7:15:40
5.64,-4.97,91.3,514.9,-453.8,0,0,7:15:45
5.67,-4.99,91.3,517.7,-455.6,0,0,7:15:50
5.68,-5,91.3,518.6,-456.5,0,0,7:15:55
5.69,-5.01,91.3,519.5,-457.4,0,0,7:16:00
5.71,-5.03,91.3,521.3,-459.2,0,0,7:16:05
5.72,-5.03,91.3,522.2,-459.2,0,0,7:16:10
5.73,-5.05,91.3,523.1,-461.1,0,0,7:16:15
5.73,-5.04,91.3,523.1,-460.2,0,0,7:16:20
5.75,-5.06,91.3,525,-462,0,0,7:16:25
5.77,-5.08,91.3,526.8,-463.8,0,0,7:16:30
5.77,-5.09,91.3,526.8,-464.7,0,0,7:16:35
5.78,-5.1,91.3,527.7,-465.6,0,0,7:16:40
5.81,-5.11,91.3,530.5,-466.5,0,0,7:16:45
5.81,-5.12,91.3,530.5,-467.5,0,0,7:16:50
5.83,-5.13,91.3,532.3,-468.4,0,0,7:16:55
5.82,-5.14,91.3,531.4,-469.3,0,0,7:17:00
5.83,-5.14,91.3,532.3,-469.3,0,0,7:17:05
5.82,-5.13,91.3,531.4,-468.4,0,0,7:17:10
5.83,-5.14,91.3,532.3,-469.3,0,0,7:17:15
5.84,-5.15,91.4,533.8,-470.7,0,0,7:17:20
5.84,-5.15,91.4,533.8,-470.7,0,0,7:17:25
5.85,-5.16,91.4,534.7,-471.6,0,0,7:17:30
5.86,-5.17,91.3,535,-472,0,0,7:17:35
5.89,-5.19,91.4,538.3,-474.4,0,0,7:17:40
5.89,-5.19,91.4,538.3,-474.4,0,0,7:17:45
5.9,-5.21,91.5,539.9,-476.7,0,0,7:17:50
5.9,-5.2,91.4,539.3,-475.3,0,0,7:17:55
5.9,-5.2,91.4,539.3,-475.3,0,0,7:18:00
5.92,-5.22,91.5,541.7,-477.6,0,0,7:18:05
5.94,-5.24,91.5,543.5,-479.5,0,0,7:18:10
5.93,-5.23,91.5,542.6,-478.5,0,0,7:18:15
5.96,-5.27,91.5,545.3,-482.2,0,0,7:18:20
5.97,-5.27,91.5,546.3,-482.2,0,0,7:18:25
5.97,-5.27,91.5,546.3,-482.2,0,0,7:18:30
6,-5.29,91.5,549,-484,0,0,7:18:35
5.98,-5.28,91.5,547.2,-483.1,0,0,7:18:40
5.99,-5.29,91.5,548.1,-484,0,0,7:18:45
5.99,-5.29,91.5,548.1,-484,0,0,7:18:50
6.01,-5.3,91.5,549.9,-485,0,0,7:18:55
6.02,-5.31,91.5,550.8,-485.9,0,0,7:19:00
6.02,-5.31,91.5,550.8,-485.9,0,0,7:19:05
6.02,-5.31,91.5,550.8,-485.9,0,0,7:19:10
6.05,-5.35,91.5,553.6,-489.5,0,0,7:19:15
6.04,-5.33,91.5,552.7,-487.7,0,0,7:19:20
6.05,-5.34,91.5,553.6,-488.6,0,0,7:19:25
6.07,-5.35,91.5,555.4,-489.5,0,0,7:19:30
6.08,-5.37,91.5,556.3,-491.4,0,0,7:19:35
6.09,-5.38,91.5,557.2,-492.3,0,0,7:19:40
6.06,-5.35,91.5,554.5,-489.5,0,0,7:19:45
6.1,-5.39,91.5,558.2,-493.2,0,0,7:19:50
6.08,-5.37,91.5,556.3,-491.4,0,8,7:19:55
6.08,-5.37,91.5,556.3,-491.4,0,0,7:20:00
6.11,-5.4,91.5,559.1,-494.1,0,0,7:20:05
6.12,-5.41,91.5,560,-495,0,0,7:20:10
6.13,-5.42,91.5,560.9,-495.9,0,0,7:20:15
6.16,-5.44,91.5,563.6,-497.8,0,0,7:20:20
6.16,-5.45,91.5,563.6,-498.7,0,0,7:20:25
6.16,-5.44,91.5,563.6,-497.8,0,0,7:20:30
6.16,-5.45,91.5,563.6,-498.7,0,0,7:20:35
6.18,-5.46,91.6,566.1,-500.1,0,0,7:20:40
6.19,-5.47,91.6,567,-501.1,0,0,7:20:45
6.22,-5.5,91.6,569.8,-503.8,0,0,7:20:50
6.23,-5.51,91.6,570.7,-504.7,0,0,7:20:55
6.25,-5.52,91.6,572.5,-505.6,0,0,7:21:00
6.25,-5.52,91.6,572.5,-505.6,0,0,7:21:05
6.26,-5.55,91.6,573.4,-508.4,0,0,7:21:10
6.28,-5.56,91.6,575.2,-509.3,0,0,7:21:15
6.29,-5.56,91.6,576.2,-509.3,0,0,7:21:20
6.3,-5.58,91.6,577.1,-511.1,0,0,7:21:25
6.31,-5.59,91.6,578,-512,0,0,7:21:30
6.3,-5.58,91.6,577.1,-511.1,0,0,7:21:35
6.32,-5.59,91.6,578.9,-512,0,0,7:21:40
6.34,-5.61,91.6,580.7,-513.9,0,0,7:21:45
6.36,-5.62,91.6,582.6,-514.8,0,0,7:21:50
6.33,-5.6,91.6,579.8,-513,0,0,7:21:55
6.36,-5.63,91.6,582.6,-515.7,0,0,7:22:00
6.37,-5.64,91.6,583.5,-516.6,0,10,7:22:05
6.39,-5.65,91.6,585.3,-517.5,0,5,7:22:10
6.37,-5.64,91.6,583.5,-516.6,0,0,7:22:15
6.38,-5.66,91.7,585,-519,0,0,7:22:20
6.41,-5.68,91.6,587.2,-520.3,0,0,7:22:25
6.41,-5.67,91.6,587.2,-519.4,0,0,7:22:30
6.43,-5.69,91.6,589,-521.2,0,0,7:22:35
6.42,-5.68,91.6,588.1,-520.3,0,0,7:22:40
6.45,-5.71,91.7,591.5,-523.6,0,0,7:22:45
6.44,-5.7,91.7,590.5,-522.7,0,0,7:22:50
6.45,-5.71,91.7,591.5,-523.6,0,0,7:22:55
6.47,-5.72,91.7,593.3,-524.5,0,0,7:23:00
6.48,-5.74,91.7,594.2,-526.4,0,0,7:23:05
6.46,-5.72,91.7,592.4,-524.5,0,0,7:23:10
6.48,-5.74,91.7,594.2,-526.4,0,0,7:23:15
6.49,-5.75,91.7,595.1,-527.3,0,0,7:23:20
6.49,-5.74,91.8,595.8,-526.9,0,0,7:23:25
6.49,-5.75,91.8,595.8,-527.9,0,0,7:23:30
6.49,-5.75,91.8,595.8,-527.9,0,0,7:23:35
6.53,-5.78,91.8,599.5,-530.6,0,0,7:23:40
6.53,-5.78,91.7,598.8,-530,0,0,7:23:45
6.55,-5.8,91.8,601.3,-532.4,0,0,7:23:50
6.54,-5.8,91.8,600.4,-532.4,0,0,7:23:55
6.56,-5.82,91.8,602.2,-534.3,0,0,7:24:00
6.57,-5.82,91.8,603.1,-534.3,0,0,7:24:05
6.56,-5.82,91.7,601.6,-533.7,0,0,7:24:10
6.56,-5.81,91.8,602.2,-533.4,0,0,7:24:15
6.58,-5.83,91.8,604,-535.2,0,0,7:24:20
6.58,-5.84,91.8,604,-536.1,0,0,7:24:25
6.59,-5.85,91.8,605,-537,0,0,7:24:30
6.58,-5.84,91.8,604,-536.1,0,0,7:24:35
6.62,-5.86,91.8,607.7,-537.9,0,0,7:24:40
6.62,-5.87,91.8,607.7,-538.9,0,0,7:24:45
6.62,-5.87,91.8,607.7,-538.9,0,0,7:24:50
6.63,-5.88,91.8,608.6,-539.8,0,0,7:24:55
6.65,-5.9,91.8,610.5,-541.6,0,0,7:25:00
6.64,-5.89,91.8,609.6,-540.7,0,0,7:25:05
6.64,-5.89,91.8,609.6,-540.7,0,0,7:25:10
6.66,-5.91,91.8,611.4,-542.5,0,0,7:25:15
6.67,-5.92,91.8,612.3,-543.5,0,0,7:25:20
6.68,-5.92,91.8,613.2,-543.5,0,0,7:25:25
6.68,-5.92,91.8,613.2,-543.5,0,0,7:25:30
6.7,-5.95,91.8,615.1,-546.2,0,0,7:25:35
6.7,-5.94,91.8,615.1,-545.3,0,0,7:25:40
6.7,-5.95,91.8,615.1,-546.2,0,0,7:25:45
6.73,-5.97,91.8,617.8,-548,0,0,7:25:50
6.79,-6.03,91.9,624,-554.2,0,0,7:25:55
6.85,-6.09,91.9,629.5,-559.7,0,0,7:26:00
6.88,-6.11,91.9,632.3,-561.5,0,0,7:26:05
6.9,-6.12,91.9,634.1,-562.4,0,0,7:26:10
6.92,-6.15,91.9,635.9,-565.2,0,0,7:26:15
6.92,-6.15,91.9,635.9,-565.2,0,0,7:26:20
6.92,-6.15,91.9,635.9,-565.2,0,0,7:26:25
