Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
6.07,-5.38,93.7,568.8,-504.1,0,0,9:35:15
6.09,-5.41,93.7,570.6,-506.9,0,0,9:35:20
6.1,-5.4,93.7,571.6,-506,0,0,9:35:25
6.08,-5.39,93.7,569.7,-505,0,0,9:35:30
6.08,-5.39,93.7,569.7,-505,0,0,9:35:35
6.1,-5.42,93.7,571.6,-507.9,0,0,9:35:40
6.1,-5.41,93.7,571.6,-506.9,0,0,9:35:45
6.09,-5.41,93.7,570.6,-506.9,0,0,9:35:50
6.09,-5.41,93.7,570.6,-506.9,0,0,9:35:55
6.11,-5.42,93.7,572.5,-507.9,0,0,9:36:00
6.12,-5.43,93.7,573.4,-508.8,0,0,9:36:05
6.1,-5.42,93.8,572.2,-508.4,0,0,9:36:10
6.1,-5.41,93.8,572.2,-507.5,0,0,9:36:15
6.08,-5.39,93.8,570.3,-505.6,0,0,9:36:20
6.11,-5.42,93.9,573.7,-508.9,0,0,9:36:25
6.1,-5.41,93.9,572.8,-508,0,0,9:36:30
6.11,-5.42,93.8,573.1,-508.4,0,0,9:36:35
6.1,-5.41,93.9,572.8,-508,0,0,9:36:40
6.11,-5.42,93.9,573.7,-508.9,0,0,9:36:45
6.11,-5.43,93.9,573.7,-509.9,0,0,9:36:50
6.1,-5.41,93.9,572.8,-508,0,0,9:36:55
6.12,-5.43,93.9,574.7,-509.9,0,0,9:37:00
6.11,-5.42,93.9,573.7,-508.9,0,0,9:37:05
6.11,-5.42,93.9,573.7,-508.9,0,0,9:37:10
6.11,-5.43,93.9,573.7,-509.9,0,0,9:37:15
6.1,-5.42,93.9,572.8,-508.9,0,0,9:37:20
6.1,-5.42,93.9,572.8,-508.9,0,0,9:37:25
6.11,-5.43,93.9,573.7,-509.9,0,0,9:37:30
6.1,-5.41,93.9,572.8,-508,0,0,9:37:35
6.12,-5.43,93.9,574.7,-509.9,0,0,9:37:40
6.12,-5.43,93.9,574.7,-509.9,0,0,9:37:45
6.12,-5.43,94,575.3,-510.4,0,0,9:37:50
6.13,-5.45,94,576.2,-512.3,0,0,9:37:55
6.12,-5.43,94,575.3,-510.4,0,0,9:38:00
6.12,-5.43,94,575.3,-510.4,0,0,9:38:05
6.12,-5.43,94,575.3,-510.4,0,0,9:38:10
6.11,-5.43,94,574.3,-510.4,0,0,9:38:15
6.11,-5.43,94,574.3,-510.4,0,0,9:38:20
6.11,-5.43,94,574.3,-510.4,0,0,9:38:25
6.11,-5.42,94,574.3,-509.5,0,0,9:38:30
6.13,-5.44,94,576.2,-511.4,0,0,9:38:35
6.13,-5.44,94,576.2,-511.4,0,0,9:38:40
6.13,-5.44,94,576.2,-511.4,0,0,9:38:45
6.14,-5.44,94,577.2,-511.4,0,0,9:38:50
6.14,-5.45,94.1,577.8,-512.8,0,0,9:38:55
6.13,-5.44,94.1,576.8,-511.9,0,0,9:39:00
6.12,-5.43,94.1,575.9,-511,0,0,9:39:05
6.13,-5.44,94.1,576.8,-511.9,0,0,9:39:10
6.14,-5.44,94.1,577.8,-511.9,0,0,9:39:15
6.12,-5.43,94.2,576.5,-511.5,0,0,9:39:20
6.13,-5.44,94.2,577.4,-512.4,0,0,9:39:25
6.13,-5.44,94.2,577.4,-512.4,0,0,9:39:30
6.13,-5.44,94.2,577.4,-512.4,0,0,9:39:35
6.14,-5.46,94.2,578.4,-514.3,0,0,9:39:40
6.13,-5.44,94.2,577.4,-512.4,0,0,9:39:45
6.15,-5.46,94.2,579.3,-514.3,0,0,9:39:50
6.16,-5.46,94.2,580.3,-514.3,0,0,9:39:55
6.15,-5.46,94.2,579.3,-514.3,0,0,9:40:00
6.21,-5.51,94.2,585,-519,0,0,9:40:05
6.13,-5.44,94.2,577.4,-512.4,0,0,9:40:10
6.16,-5.46,94.2,580.3,-514.3,0,0,9:40:15
6.16,-5.46,94.2,580.3,-514.3,0,0,9:40:20
6.15,-5.46,94.2,579.3,-514.3,0,0,9:40:25
6.14,-5.45,94.3,579,-513.9,0,0,9:40:30
6.16,-5.46,94.3,580.9,-514.9,0,0,9:40:35
6.15,-5.45,94.3,579.9,-513.9,0,0,9:40:40
6.16,-5.46,94.2,580.3,-514.3,0,0,9:40:45
6.14,-5.45,94.3,579,-513.9,0,0,9:40:50
6.16,-5.46,94.3,580.9,-514.9,0,0,9:40:55
6.18,-5.47,94.3,582.8,-515.8,0,0,9:41:00
6.17,-5.47,94.3,581.8,-515.8,0,0,9:41:05
6.17,-5.47,94.3,581.8,-515.8,0,0,9:41:10
6.18,-5.48,94.3,582.8,-516.8,0,0,9:41:15
6.18,-5.48,94.3,582.8,-516.8,0,0,9:41:20
6.19,-5.49,94.3,583.7,-517.7,0,0,9:41:25
6.19,-5.49,94.3,583.7,-517.7,0,0,9:41:30
6.21,-5.5,94.3,585.6,-518.7,0,0,9:41:35
6.2,-5.51,94.3,584.7,-519.6,0,0,9:41:40
6.2,-5.49,94.3,584.7,-517.7,0,0,9:41:45
6.2,-5.5,94.4,585.3,-519.2,0,0,9:41:50
6.18,-5.49,94.4,583.4,-518.3,0,0,9:41:55
6.17,-5.47,94.4,582.4,-516.4,0,0,9:42:00
6.17,-5.47,94.4,582.4,-516.4,0,0,9:42:05
6.19,-5.49,94.5,585,-518.8,0,0,9:42:10
6.2,-5.5,94.4,585.3,-519.2,0,0,9:42:15
6.2,-5.51,94.5,585.9,-520.7,0,0,9:42:20
6.21,-5.51,94.4,586.2,-520.1,0,0,9:42:25
6.2,-5.5,94.4,585.3,-519.2,0,0,9:42:30
6.21,-5.52,94.5,586.8,-521.6,0,0,9:42:35
6.22,-5.52,94.5,587.8,-521.6,0,0,9:42:40
6.21,-5.51,94.5,586.8,-520.7,0,0,9:42:45
6.21,-5.5,94.5,586.8,-519.8,0,0,9:42:50
6.2,-5.5,94.5,585.9,-519.8,0,0,9:42:55
6.22,-5.53,94.5,587.8,-522.6,0,0,9:43:00
6.19,-5.5,94.5,585,-519.8,0,0,9:43:05
6.22,-5.53,94.5,587.8,-522.6,0,0,9:43:10
6.18,-5.48,94.5,584,-517.9,0,0,9:43:15
6.23,-5.53,94.5,588.7,-522.6,0,0,9:43:20
6.22,-5.52,94.5,587.8,-521.6,0,0,9:43:25
6.23,-5.53,94.5,588.7,-522.6,0,0,9:43:30
6.22,-5.53,94.5,587.8,-522.6,0,0,9:43:35
6.22,-5.52,94.5,587.8,-521.6,0,0,9:43:40
6.22,-5.52,94.5,587.8,-521.6,0,0,9:43:45
6.22,-5.52,94.5,587.8,-521.6,0,0,9:43:50
6.21,-5.51,94.6,587.5,-521.2,0,0,9:43:55
6.25,-5.55,94.6,591.3,-525,0,0,9:44:00
6.24,-5.55,94.6,590.3,-525,0,0,9:44:05
6.21,-5.51,94.6,587.5,-521.2,0,0,9:44:10
6.24,-5.54,94.6,590.3,-524.1,0,0,9:44:15
6.24,-5.55,94.6,590.3,-525,0,0,9:44:20
6.21,-5.52,94.6,587.5,-522.2,0,0,9:44:25
6.24,-5.55,94.6,590.3,-525,0,0,9:44:30
6.24,-5.54,94.6,590.3,-524.1,0,0,9:44:35
6.17,-5.47,94.6,583.7,-517.5,0,0,9:44:40
6.23,-5.54,94.5,588.7,-523.5,0,0,9:44:45
6.24,-5.55,94.6,590.3,-525,0,0,9:44:50
6.24,-5.54,94.6,590.3,-524.1,0,0,9:44:55
6.23,-5.54,94.6,589.4,-524.1,0,0,9:45:00
6.22,-5.53,94.6,588.4,-523.1,0,0,9:45:05
6.22,-5.53,94.6,588.4,-523.1,0,0,9:45:10
6.25,-5.54,94.6,591.3,-524.1,0,0,9:45:15
6.25,-5.55,94.6,591.3,-525,0,0,9:45:20
6.23,-5.53,94.6,589.4,-523.1,0,0,9:45:25
6.2,-5.5,94.6,586.5,-520.3,0,0,9:45:30
6.21,-5.51,94.7,588.1,-521.8,0,0,9:45:35
6.22,-5.53,94.7,589,-523.7,0,0,9:45:40
6.23,-5.53,94.7,590,-523.7,0,0,9:45:45
6.23,-5.54,94.7,590,-524.6,0,0,9:45:50
6.21,-5.51,94.7,588.1,-521.8,0,0,9:45:55
6.21,-5.52,94.8,588.7,-523.3,0,0,9:46:00
6.21,-5.52,94.8,588.7,-523.3,0,0,9:46:05
6.21,-5.53,94.7,588.1,-523.7,0,0,9:46:10
6.24,-5.53,94.8,591.6,-524.2,0,0,9:46:15
6.21,-5.51,94.8,588.7,-522.3,0,0,9:46:20
6.21,-5.51,94.8,588.7,-522.3,0,0,9:46:25
6.21,-5.52,94.8,588.7,-523.3,0,0,9:46:30
6.22,-5.52,94.8,589.7,-523.3,0,0,9:46:35
6.23,-5.54,94.8,590.6,-525.2,0,0,9:46:40
6.21,-5.51,94.8,588.7,-522.3,0,0,9:46:45
6.21,-5.52,94.8,588.7,-523.3,0,0,9:46:50
6.2,-5.51,94.9,588.4,-522.9,0,0,9:46:55
6.22,-5.52,94.8,589.7,-523.3,0,0,9:47:00
6.23,-5.54,94.9,591.2,-525.7,0,0,9:47:05
6.22,-5.52,94.8,589.7,-523.3,0,0,9:47:10
6.23,-5.53,94.9,591.2,-524.8,0,0,9:47:15
6.2,-5.51,94.9,588.4,-522.9,0,0,9:47:20
6.21,-5.52,94.9,589.3,-523.8,0,0,9:47:25
6.21,-5.52,95,590,-524.4,0,0,9:47:30
6.22,-5.52,94.9,590.3,-523.8,0,0,9:47:35
6.23,-5.54,94.9,591.2,-525.7,0,0,9:47:40
6.19,-5.49,95,588.1,-521.6,0,0,9:47:45
6.21,-5.52,95,590,-524.4,0,0,9:47:50
6.21,-5.5,95,590,-522.5,0,0,9:47:55
6.22,-5.53,95,590.9,-525.4,0,0,9:48:00
6.24,-5.54,95,592.8,-526.3,0,0,9:48:05
6.24,-5.54,95,592.8,-526.3,0,0,9:48:10
6.22,-5.52,95,590.9,-524.4,0,0,9:48:15
6.22,-5.52,95,590.9,-524.4,0,0,9:48:20
6.24,-5.54,95,592.8,-526.3,0,0,9:48:25
6.24,-5.55,95,592.8,-527.3,0,0,9:48:30
6.22,-5.53,95,590.9,-525.4,0,0,9:48:35
6.23,-5.54,95,591.9,-526.3,0,0,9:48:40
6.23,-5.54,95,591.9,-526.3,0,0,9:48:45
6.22,-5.53,95,590.9,-525.4,0,0,9:48:50
6.22,-5.52,95,590.9,-524.4,0,0,9:48:55
6.25,-5.56,95,593.8,-528.2,0,0,9:49:00
6.25,-5.56,95,593.8,-528.2,0,0,9:49:05
6.21,-5.52,95,590,-524.4,0,0,9:49:10
6.24,-5.55,95,592.8,-527.3,0,0,9:49:15
6.23,-5.54,95,591.9,-526.3,0,0,9:49:20
6.23,-5.53,95,591.9,-525.4,0,0,9:49:25
6.19,-5.49,95,588.1,-521.6,0,0,9:49:30
6.23,-5.54,95,591.9,-526.3,0,0,9:49:35
6.21,-5.52,95,590,-524.4,0,0,9:49:40
6.22,-5.53,95,590.9,-525.4,0,0,9:49:45
6.18,-5.48,95,587.1,-520.6,0,0,9:49:50
6.22,-5.52,95.1,591.5,-525,0,0,9:49:55
6.23,-5.53,95.1,592.5,-525.9,0,0,9:50:00
6.23,-5.53,95.1,592.5,-525.9,0,0,9:50:05
6.21,-5.52,95,590,-524.4,0,0,9:50:10
6.2,-5.51,95.1,589.6,-524,0,0,9:50:15
6.2,-5.51,95.1,589.6,-524,0,0,9:50:20
6.2,-5.5,95.1,589.6,-523.1,0,0,9:50:25
6.19,-5.48,95.1,588.7,-521.1,0,0,9:50:30
6.19,-5.49,95.1,588.7,-522.1,0,0,9:50:35
6.18,-5.5,95.1,587.7,-523.1,0,0,9:50:40
6.22,-5.52,95.1,591.5,-525,0,0,9:50:45
6.22,-5.52,95.1,591.5,-525,0,0,9:50:50
6.17,-5.47,95.1,586.8,-520.2,0,0,9:50:55
6.19,-5.49,95.1,588.7,-522.1,0,0,9:51:00
6.19,-5.49,95.1,588.7,-522.1,0,0,9:51:05
6.31,-5.61,95.1,600.1,-533.5,0,0,9:51:10
6.29,-5.6,95.1,598.2,-532.6,0,0,9:51:15
6.31,-5.61,95.2,600.7,-534.1,0,0,9:51:20
6.3,-5.6,95.2,599.8,-533.1,0,0,9:51:25
6.29,-5.59,95.2,598.8,-532.2,0,0,9:51:30
6.3,-5.59,95.2,599.8,-532.2,0,0,9:51:35
6.3,-5.59,95.2,599.8,-532.2,0,0,9:51:40
6.28,-5.58,95.2,597.9,-531.2,0,0,9:51:45
6.35,-5.64,95.3,605.2,-537.5,0,0,9:51:50
6.31,-5.6,95.3,601.3,-533.7,0,0,9:51:55
6.31,-5.62,95.3,601.3,-535.6,0,0,9:52:00
6.3,-5.59,95.3,600.4,-532.7,0,0,9:52:05
6.32,-5.61,95.3,602.3,-534.6,0,0,9:52:10
6.3,-5.59,95.3,600.4,-532.7,0,0,9:52:15
6.32,-5.61,95.3,602.3,-534.6,0,0,9:52:20
6.3,-5.61,95.3,600.4,-534.6,0,0,9:52:25
6.32,-5.62,95.3,602.3,-535.6,0,0,9:52:30
6.11,-5.42,95.2,581.7,-516,0,0,9:52:35
6.31,-5.61,95.3,601.3,-534.6,0,0,9:52:40
6.31,-5.61,95.3,601.3,-534.6,0,0,9:52:45
6.3,-5.6,95.3,600.4,-533.7,0,0,9:52:50
6.32,-5.62,95.3,602.3,-535.6,0,0,9:52:55
6.33,-5.62,95.3,603.2,-535.6,0,0,9:53:00
6.32,-5.62,95.3,602.3,-535.6,0,0,9:53:05
6.33,-5.62,95.3,603.2,-535.6,0,0,9:53:10
6.33,-5.62,95.3,603.2,-535.6,0,0,9:53:15
6.31,-5.61,95.3,601.3,-534.6,0,0,9:53:20
6.33,-5.62,95.3,603.2,-535.6,0,0,9:53:25
6.33,-5.62,95.3,603.2,-535.6,0,0,9:53:30
6.34,-5.63,95.3,604.2,-536.5,0,0,9:53:35
6.36,-5.65,95.3,606.1,-538.4,0,0,9:53:40
6.33,-5.62,95.3,603.2,-535.6,0,0,9:53:45
6.35,-5.64,95.3,605.2,-537.5,0,0,9:53:50
6.35,-5.64,95.3,605.2,-537.5,0,0,9:53:55
6.32,-5.62,95.4,602.9,-536.1,0,0,9:54:00
6.32,-5.62,95.4,602.9,-536.1,0,0,9:54:05
6.36,-5.65,95.4,606.7,-539,0,0,9:54:10
6.36,-5.65,95.4,606.7,-539,0,0,9:54:15
6.5,-5.78,95.4,620.1,-551.4,0,0,9:54:20
6.47,-5.75,95.4,617.2,-548.6,0,0,9:54:25
6.49,-5.77,95.4,619.1,-550.5,0,0,9:54:30
6.49,-5.77,95.4,619.1,-550.5,0,0,9:54:35
6.51,-5.79,95.4,621.1,-552.4,0,0,9:54:40
6.49,-5.77,95.4,619.1,-550.5,0,0,9:54:45
6.5,-5.78,95.4,620.1,-551.4,0,0,9:54:50
6.51,-5.79,95.5,621.7,-552.9,0,0,9:54:55
6.52,-5.79,95.5,622.7,-552.9,0,0,9:55:00
6.49,-5.78,95.5,619.8,-552,0,0,9:55:05
6.52,-5.79,95.5,622.7,-552.9,0,0,9:55:10
6.51,-5.78,95.5,621.7,-552,0,0,9:55:15
6.51,-5.79,95.5,621.7,-552.9,0,0,9:55:20
6.5,-5.78,95.5,620.8,-552,0,0,9:55:25
6.51,-5.79,95.6,622.4,-553.5,0,0,9:55:30
6.49,-5.78,95.5,619.8,-552,0,0,9:55:35
6.48,-5.77,95.6,619.5,-551.6,0,0,9:55:40
6.5,-5.78,95.6,621.4,-552.6,0,0,9:55:45
6.51,-5.79,95.6,622.4,-553.5,0,0,9:55:50
6.5,-5.77,95.6,621.4,-551.6,0,0,9:55:55
6.5,-5.78,95.6,621.4,-552.6,0,0,9:56:00
6.52,-5.8,95.6,623.3,-554.5,0,0,9:56:05
6.51,-5.79,95.6,622.4,-553.5,0,0,9:56:10
6.51,-5.79,95.6,622.4,-553.5,0,0,9:56:15
6.52,-5.8,95.6,623.3,-554.5,0,0,9:56:20
6.51,-5.8,95.6,622.4,-554.5,0,0,9:56:25
6.51,-5.79,95.6,622.4,-553.5,0,0,9:56:30
6.51,-5.8,95.6,622.4,-554.5,0,0,9:56:35
6.51,-5.79,95.6,622.4,-553.5,0,0,9:56:40
6.53,-5.79,95.6,624.3,-553.5,0,0,9:56:45
6.54,-5.81,95.6,625.2,-555.4,0,0,9:56:50
6.51,-5.8,95.6,622.4,-554.5,0,0,9:56:55
6.53,-5.8,95.6,624.3,-554.5,0,0,9:57:00
6.51,-5.79,95.6,622.4,-553.5,0,0,9:57:05
6.53,-5.81,95.6,624.3,-555.4,0,0,9:57:10
6.49,-5.78,95.6,620.4,-552.6,0,0,9:57:15
6.52,-5.8,95.6,623.3,-554.5,0,0,9:57:20
6.29,-5.59,95.6,601.3,-534.4,0,0,9:57:25
6.51,-5.79,95.6,622.4,-553.5,0,0,9:57:30
6.49,-5.77,95.6,620.4,-551.6,0,0,9:57:35
6.49,-5.77,95.6,620.4,-551.6,0,0,9:57:40
6.5,-5.78,95.7,622.1,-553.1,0,0,9:57:45
6.48,-5.75,95.6,619.5,-549.7,0,0,9:57:50
6.49,-5.77,95.7,621.1,-552.2,0,0,9:57:55
6.49,-5.78,95.6,620.4,-552.6,0,0,9:58:00
6.48,-5.76,95.7,620.1,-551.2,0,0,9:58:05
6.49,-5.77,95.6,620.4,-551.6,0,0,9:58:10
6.47,-5.76,95.7,619.2,-551.2,0,0,9:58:15
6.49,-5.77,95.7,621.1,-552.2,0,0,9:58:20
6.53,-5.81,95.7,624.9,-556,0,0,9:58:25
6.54,-5.81,95.7,625.9,-556,0,0,9:58:30
6.54,-5.83,95.7,625.9,-557.9,0,0,9:58:35
6.54,-5.82,95.7,625.9,-557,0,0,9:58:40
6.53,-5.81,95.7,624.9,-556,0,0,9:58:45
6.52,-5.8,95.7,624,-555.1,0,0,9:58:50
6.53,-5.8,95.7,624.9,-555.1,0,0,9:58:55
6.53,-5.81,95.8,625.6,-556.6,0,0,9:59:00
6.54,-5.82,95.7,625.9,-557,0,0,9:59:05
6.55,-5.83,95.7,626.8,-557.9,0,0,9:59:10
6.53,-5.81,95.7,624.9,-556,0,0,9:59:15
6.54,-5.82,95.7,625.9,-557,0,0,9:59:20
5.78,-5.12,95.6,552.6,-489.5,0,0,9:59:25
5.35,-4.72,95.6,511.5,-451.2,0,0,9:59:30
6.52,-5.79,95.7,624,-554.1,0,0,9:59:35
6.21,-5.51,95.7,594.3,-527.3,0,0,9:59:40
4.92,-4.32,95.5,469.9,-412.6,0,0,9:59:45
5.42,-4.78,95.6,518.2,-457,0,0,9:59:50
5.4,-4.77,95.6,516.2,-456,0,0,9:59:55
5.55,-4.9,95.6,530.6,-468.4,0,0,10:00:00
6.43,-5.72,95.7,615.4,-547.4,0,0,10:00:05
6.49,-5.77,95.8,621.7,-552.8,0,0,10:00:10
6.58,-5.87,95.9,631,-562.9,0,0,10:00:15
6.59,-5.87,95.8,631.3,-562.3,0,0,10:00:20
6.61,-5.88,95.9,633.9,-563.9,0,0,10:00:25
6.6,-5.88,95.9,632.9,-563.9,0,0,10:00:30
6.61,-5.89,95.9,633.9,-564.9,0,0,10:00:35
6.62,-5.9,95.9,634.9,-565.8,0,0,10:00:40
6.51,-5.79,95.9,624.3,-555.3,0,0,10:00:45
6.59,-5.88,95.9,632,-563.9,0,0,10:00:50
6.61,-5.88,95.9,633.9,-563.9,0,0,10:00:55
6.61,-5.88,95.9,633.9,-563.9,0,0,10:01:00
6.61,-5.88,95.9,633.9,-563.9,0,0,10:01:05
6.62,-5.9,95.9,634.9,-565.8,0,0,10:01:10
6.63,-5.9,95.9,635.8,-565.8,0,0,10:01:15
6.63,-5.89,95.9,635.8,-564.9,0,0,10:01:20
6.63,-5.9,95.9,635.8,-565.8,0,0,10:01:25
6.62,-5.89,95.9,634.9,-564.9,0,0,10:01:30
6.63,-5.89,95.9,635.8,-564.9,0,0,10:01:35
6.6,-5.89,95.9,632.9,-564.9,0,0,10:01:40
6.62,-5.89,95.9,634.9,-564.9,0,0,10:01:45
6.62,-5.89,95.9,634.9,-564.9,0,0,10:01:50
5.67,-5.02,95.8,543.2,-480.9,0,0,10:01:55
5.56,-4.91,95.8,532.6,-470.4,0,0,10:02:00
5.63,-4.97,95.8,539.4,-476.1,0,0,10:02:05
5.73,-5.07,95.8,548.9,-485.7,0,0,10:02:10
5.36,-4.72,95.7,513,-451.7,0,0,10:02:15
6.63,-5.9,95.9,635.8,-565.8,0,0,10:02:20
5.83,-5.17,95.9,559.1,-495.8,0,0,10:02:25
6.65,-5.92,95.9,637.7,-567.7,0,0,10:02:30
6.65,-5.93,95.9,637.7,-568.7,0,0,10:02:35
6.65,-5.93,95.9,637.7,-568.7,0,0,10:02:40
6.64,-5.92,96,637.4,-568.3,0,0,10:02:45
6.66,-5.94,96,639.4,-570.2,0,0,10:02:50
6.66,-5.93,95.9,638.7,-568.7,0,0,10:02:55
6.67,-5.94,95.9,639.7,-569.6,0,0,10:03:00
6.65,-5.91,96,638.4,-567.4,0,0,10:03:05
6.68,-5.94,96,641.3,-570.2,0,0,10:03:10
6.67,-5.95,96,640.3,-571.2,0,0,10:03:15
6.67,-5.93,96,640.3,-569.3,0,0,10:03:20
6.67,-5.94,96,640.3,-570.2,0,0,10:03:25
6.68,-5.94,96,641.3,-570.2,0,0,10:03:30
6.67,-5.93,96,640.3,-569.3,0,0,10:03:35
6.67,-5.93,96,640.3,-569.3,0,0,10:03:40
6.67,-5.93,96,640.3,-569.3,0,0,10:03:45
6.69,-5.96,96,642.2,-572.2,0,0,10:03:50
6.68,-5.95,96,641.3,-571.2,0,0,10:03:55
6.68,-5.94,96,641.3,-570.2,0,0,10:04:00
6.69,-5.96,96,642.2,-572.2,0,0,10:04:05
6.71,-5.98,96.1,644.8,-574.7,0,0,10:04:10
6.71,-5.99,96.1,644.8,-575.6,0,0,10:04:15
5.71,-5.05,95.9,547.6,-484.3,0,0,10:04:20
5.58,-4.94,95.9,535.1,-473.7,0,0,10:04:25
5.59,-4.94,95.9,536.1,-473.7,0,0,10:04:30
5.41,-4.78,95.9,518.8,-458.4,0,3,10:04:35
5.79,-5.13,95.9,555.3,-492,0,3,10:04:40
5.81,-5.15,95.9,557.2,-493.9,0,0,10:04:45
5.66,-5,95.9,542.8,-479.5,0,0,10:04:50
5.77,-5.11,95.9,553.3,-490,0,0,10:04:55
6.31,-5.6,96,605.8,-537.6,0,0,10:05:00
6.48,-5.77,96.1,622.7,-554.5,0,0,10:05:05
6.53,-5.81,96.1,627.5,-558.3,0,0,10:05:10
5.91,-5.24,96,567.4,-503,0,0,10:05:15
6.39,-5.69,96,613.4,-546.2,0,0,10:05:20
6.48,-5.76,96.2,623.4,-554.1,0,0,10:05:25
6.54,-5.81,96.2,629.1,-558.9,0,0,10:05:30
6.54,-5.82,96.1,628.5,-559.3,0,0,10:05:35
6.54,-5.82,96.1,628.5,-559.3,0,0,10:05:40
6.54,-5.8,96.2,629.1,-558,0,0,10:05:45
6.54,-5.8,96.1,628.5,-557.4,0,0,10:05:50
6.56,-5.2,96,629.8,-499.2,0,0,10:05:55
6.62,-5.87,96.2,636.8,-564.7,0,0,10:06:00
6.61,-5.87,96.2,635.9,-564.7,0,0,10:06:05
6.69,-3.94,95.9,641.6,-377.8,0,0,10:06:10
6.72,-2.24,95.6,642.4,-214.1,0,5,10:06:15
6.81,0.75,95.1,647.6,71.3,0,13,10:06:20
6.89,1.61,95,654.6,153,0,20,10:06:25
7.04,1.44,95,668.8,136.8,0,25,10:06:30
7.02,2.96,94.7,664.8,280.3,0,26,10:06:35
6.95,2.97,94.6,657.5,281,0,33,10:06:40
6.88,3.09,94.6,650.8,292.3,0,37,10:06:45
7.11,6.11,94.1,669.1,575,0,41,10:06:50
7.09,5.13,94.2,667.9,483.2,0,46,10:06:55
7.11,6.12,94,668.3,575.3,0,50,10:07:00
7.11,6.09,94,668.3,572.5,0,53,10:07:05
7.22,6,94,678.7,564,0,56,10:07:10
7.01,6.18,93.9,658.2,580.3,0,59,10:07:15
7.23,6,93.9,678.9,563.4,0,61,10:07:20
7.1,6.12,93.9,666.7,574.7,0,63,10:07:25
7.12,6.08,93.9,668.6,570.9,0,65,10:07:30
7.05,6.16,93.9,662,578.4,0,67,10:07:35
7.03,-1.35,95,667.9,-128.3,0,68,10:07:40
7.01,0.32,94.8,664.5,30.3,0,68,10:07:45
7.1,2.06,94.6,671.7,194.9,0,68,10:07:50
7.12,4.17,94.2,670.7,392.8,0,69,10:07:55
7.14,4.3,94.1,671.9,404.6,0,70,10:08:00
7.07,4.1,94.1,665.3,385.8,0,71,10:08:05
7.53,3.42,94.2,709.3,322.2,0,71,10:08:10
7.59,3.57,94.2,715,336.3,0,71,10:08:15
7.59,3.74,94.2,715,352.3,0,71,10:08:20
7.52,3.75,94.2,708.4,353.3,0,71,10:08:25
7.64,3.59,94.2,719.7,338.2,0,71,10:08:30
7.19,3.88,94.2,677.3,365.5,0,71,10:08:35
7.16,4.35,94.1,673.8,409.3,0,71,10:08:40
7.22,3.97,94.1,679.4,373.6,0,71,10:08:45
7.19,4.31,94,675.9,405.1,0,71,10:08:50
7.23,3.77,94.1,680.3,354.8,0,71,10:08:55
7.25,3.84,94.1,682.2,361.3,0,72,10:09:00
7.25,3.22,94.2,683,303.3,0,72,10:09:05
7.23,3.11,94.2,681.1,293,0,73,10:09:10
7.11,3.34,94.1,669.1,314.3,0,73,10:09:15
7.11,3.12,94.2,669.8,293.9,0,73,10:09:20
7.14,2.63,94.3,673.3,248,0,73,10:09:25
7.19,2.28,94.3,678,215,0,74,10:09:30
7.19,2.18,94.4,678.7,205.8,0,74,10:09:35
7.16,1.93,94.4,675.9,182.2,0,74,10:09:40
7.16,1.14,94.6,677.3,107.8,0,75,10:09:45
7.07,0.08,94.8,670.2,7.6,0,75,10:09:50
7.07,-0.52,94.9,670.9,-49.3,0,76,10:09:55
7.1,0.13,94.8,673.1,12.3,0,75,10:10:00
7.46,-0.29,94.8,707.2,-27.5,0,75,10:10:05
7.5,-0.14,94.8,711,-13.3,0,75,10:10:10
7.1,0.34,94.7,672.4,32.2,0,75,10:10:15
7.15,0.09,94.8,677.8,8.5,0,75,10:10:20
7.61,-0.03,94.8,721.4,-2.8,0,75,10:10:25
7.12,0.34,94.8,675,32.2,0,74,10:10:30
7.31,0.32,94.7,692.3,30.3,0,74,10:10:35
7.23,0.43,94.7,684.7,40.7,0,74,10:10:40
7.17,-0.25,94.9,680.4,-23.7,0,74,10:10:45
7.18,-3.72,95.4,685,-354.9,0,73,10:10:50
7.45,-5.52,95.7,713,-528.3,0,71,10:10:55
7.52,-2.18,95.2,715.9,-207.5,0,71,10:11:00
7.48,-2.11,95.3,712.8,-201.1,0,70,10:11:05
7.43,-2.09,95.3,708.1,-199.2,0,70,10:11:10
7.54,-2.19,95.3,718.6,-208.7,0,69,10:11:15
7.63,-2.3,95.3,727.1,-219.2,0,68,10:11:20
7.62,-2.31,95.3,726.2,-220.1,0,67,10:11:25
7.67,-2.29,95.3,731,-218.2,0,67,10:11:30
7.58,-2.24,95.3,722.4,-213.5,0,66,10:11:35
7.55,-2.16,95.3,719.5,-205.8,0,65,10:11:40
7.59,-2.23,95.3,723.3,-212.5,0,64,10:11:45
7.62,1.86,94.6,720.9,176,0,64,10:11:50
7.6,1.87,94.6,719,176.9,0,65,10:11:55
7.25,3.1,94.4,684.4,292.6,0,66,10:12:00
7.23,3.12,94.3,681.8,294.2,0,67,10:12:05
7.24,3.14,94.3,682.7,296.1,0,68,10:12:10
7.26,3.09,94.3,684.6,291.4,0,68,10:12:15
7.23,3.16,94.3,681.8,298,0,69,10:12:20
7.29,3.14,94.3,687.4,296.1,0,70,10:12:25
7.25,2.89,94.3,683.7,272.5,0,71,10:12:30
