Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
1.72,-1.35,89.6,154.1,-121,0,0,6:53:30
1.73,-1.36,89.6,155,-121.9,0,0,6:53:35
1.76,-1.38,89.6,157.7,-123.6,0,0,6:53:40
1.79,-1.41,89.6,160.4,-126.3,0,0,6:53:45
0.9,-0.59,89.5,80.6,-52.8,0,0,6:53:50
1.86,-1.47,89.6,166.7,-131.7,0,0,6:53:55
1.89,-1.51,89.6,169.3,-135.3,0,0,6:54:00
1.94,-1.55,89.7,174,-139,0,0,6:54:05
1.99,-1.58,89.7,178.5,-141.7,0,0,6:54:10
2.07,-1.67,89.7,185.7,-149.8,0,0,6:54:15
2.15,-1.74,89.8,193.1,-156.3,0,0,6:54:20
2.22,-1.81,89.8,199.4,-162.5,0,0,6:54:25
2.29,-1.87,89.8,205.6,-167.9,0,0,6:54:30
2.34,-1.91,89.8,210.1,-171.5,0,0,6:54:35
2.39,-1.96,89.8,214.6,-176,0,0,6:54:40
2.4,-1.98,89.8,215.5,-177.8,0,0,6:54:45
2.43,-1.99,89.8,218.2,-178.7,0,0,6:54:50
2.44,-2.01,89.8,219.1,-180.5,0,0,6:54:55
2.45,-2.01,89.8,220,-180.5,0,0,6:55:00
2.48,-2.04,89.9,223,-183.4,0,0,6:55:05
2.49,-2.05,89.9,223.9,-184.3,0,0,6:55:10
2.5,-2.07,89.9,224.8,-186.1,0,0,6:55:15
2.5,-2.08,89.9,224.8,-187,0,0,6:55:20
2.53,-2.09,89.9,227.4,-187.9,0,0,6:55:25
2.55,-2.11,89.9,229.2,-189.7,0,0,6:55:30
2.57,-2.13,89.9,231,-191.5,0,0,6:55:35
2.59,-2.14,90,233.1,-192.6,0,0,6:55:40
2.6,-2.16,90,234,-194.4,0,0,6:55:45
2.63,-2.18,90,236.7,-196.2,0,0,6:55:50
2.64,-2.19,90,237.6,-197.1,0,0,6:55:55
2.67,-2.21,90,240.3,-198.9,0,0,6:56:00
2.68,-2.23,90,241.2,-200.7,0,0,6:56:05
2.69,-2.23,90,242.1,-200.7,0,0,6:56:10
2.7,-2.25,90,243,-202.5,0,0,6:56:15
2.72,-2.26,90,244.8,-203.4,0,0,6:56:20
2.73,-2.28,90,245.7,-205.2,0,0,6:56:25
2.74,-2.29,90,246.6,-206.1,0,0,6:56:30
2.75,-2.29,90,247.5,-206.1,0,0,6:56:35
2.76,-2.3,90,248.4,-207,0,0,6:56:40
2.78,-2.32,90,250.2,-208.8,0,0,6:56:45
2.78,-2.32,90,250.2,-208.8,0,0,6:56:50
2.72,-2.27,90,244.8,-204.3,0,0,6:56:55
2.81,-2.34,90,252.9,-210.6,0,0,6:57:00
2.82,-2.34,90,253.8,-210.6,0,0,6:57:05
2.83,-2.36,90,254.7,-212.4,0,0,6:57:10
2.84,-2.37,90,255.6,-213.3,0,0,6:57:15
2.87,-2.39,90,258.3,-215.1,0,0,6:57:20
2.87,-2.41,90,258.3,-216.9,0,0,6:57:25
2.88,-2.41,90,259.2,-216.9,0,0,6:57:30
2.88,-2.41,90,259.2,-216.9,0,0,6:57:35
2.9,-2.43,90,261,-218.7,0,0,6:57:40
2.91,-2.44,90,261.9,-219.6,0,0,6:57:45
2.91,-2.44,90,261.9,-219.6,0,0,6:57:50
2.92,-2.45,90,262.8,-220.5,0,0,6:57:55
2.93,-2.46,90,263.7,-221.4,0,0,6:58:00
2.93,-2.46,90.1,264,-221.6,0,0,6:58:05
2.94,-2.47,90.1,264.9,-222.5,0,0,6:58:10
2.96,-2.47,90.1,266.7,-222.5,0,0,6:58:15
2.97,-2.5,90.1,267.6,-225.3,0,0,6:58:20
2.97,-2.5,90.1,267.6,-225.3,0,0,6:58:25
3,-2.52,90.1,270.3,-227.1,0,0,6:58:30
3,-2.53,90.1,270.3,-228,0,0,6:58:35
3,-2.52,90.1,270.3,-227.1,0,0,6:58:40
3.02,-2.54,90.1,272.1,-228.9,0,0,6:58:45
3.02,-2.55,90.1,272.1,-229.8,0,0,6:58:50
3.04,-2.56,90.1,273.9,-230.7,0,0,6:58:55
3.06,-2.57,90.1,275.7,-231.6,0,0,6:59:00
3.07,-2.59,90.1,276.6,-233.4,0,0,6:59:05
3.07,-2.59,90.1,276.6,-233.4,0,0,6:59:10
3.08,-2.6,90.1,277.5,-234.3,0,0,6:59:15
3.11,-2.62,90.1,280.2,-236.1,0,0,6:59:20
3.11,-2.63,90.1,280.2,-237,0,0,6:59:25
3.11,-2.62,90.1,280.2,-236.1,0,0,6:59:30
3.12,-2.63,90.1,281.1,-237,0,0,6:59:35
3.14,-2.65,90.1,282.9,-238.8,0,0,6:59:40
3.13,-2.64,90.1,282,-237.9,0,0,6:59:45
3.15,-2.65,90.1,283.8,-238.8,0,0,6:59:50
3.15,-2.66,90.1,283.8,-239.7,0,0,6:59:55
3.15,-2.66,90.1,283.8,-239.7,0,0,7:00:00
3.17,-2.67,90.1,285.6,-240.6,0,0,7:00:05
3.17,-2.69,90.1,285.6,-242.4,0,0,7:00:10
3.19,-2.7,90.1,287.4,-243.3,0,0,7:00:15
3.21,-2.72,90.1,289.2,-245.1,0,0,7:00:20
3.23,-2.73,90.1,291,-246,0,0,7:00:25
3.24,-2.75,90.1,291.9,-247.8,0,0,7:00:30
3.25,-2.76,90.2,293.2,-249,0,0,7:00:35
3.28,-2.78,90.2,295.9,-250.8,0,0,7:00:40
3.28,-2.78,90.2,295.9,-250.8,0,0,7:00:45
3.3,-2.79,90.2,297.7,-251.7,0,0,7:00:50
3.31,-2.81,90.2,298.6,-253.5,0,0,7:00:55
3.33,-2.82,90.2,300.4,-254.4,0,0,7:01:00
3.34,-2.84,90.2,301.3,-256.2,0,0,7:01:05
3.36,-2.85,90.2,303.1,-257.1,0,0,7:01:10
3.38,-2.87,90.2,304.9,-258.9,0,0,7:01:15
3.39,-2.89,90.3,306.1,-261,0,0,7:01:20
3.41,-2.9,90.3,307.9,-261.9,0,0,7:01:25
3.42,-2.9,90.3,308.8,-261.9,0,0,7:01:30
3.44,-2.93,90.3,310.6,-264.6,0,0,7:01:35
3.46,-2.95,90.3,312.4,-266.4,0,0,7:01:40
3.48,-2.97,90.3,314.2,-268.2,0,0,7:01:45
3.49,-2.97,90.3,315.1,-268.2,0,0,7:01:50
3.49,-2.99,90.3,315.1,-270,0,0,7:01:55
3.52,-3.01,90.3,317.9,-271.8,0,0,7:02:00
3.53,-3.01,90.3,318.8,-271.8,0,0,7:02:05
3.54,-3.03,90.3,319.7,-273.6,0,0,7:02:10
3.55,-3.04,90.3,320.6,-274.5,0,0,7:02:15
3.56,-3.05,90.3,321.5,-275.4,0,0,7:02:20
3.59,-3.07,90.3,324.2,-277.2,0,0,7:02:25
3.6,-3.08,90.3,325.1,-278.1,0,0,7:02:30
3.62,-3.09,90.3,326.9,-279,0,0,7:02:35
3.63,-3.11,90.3,327.8,-280.8,0,0,7:02:40
3.65,-3.14,90.3,329.6,-283.5,0,0,7:02:45
3.67,-3.15,90.3,331.4,-284.4,0,0,7:02:50
3.68,-3.15,90.3,332.3,-284.4,0,0,7:02:55
3.7,-3.17,90.3,334.1,-286.3,0,0,7:03:00
3.72,-3.18,90.3,335.9,-287.2,0,0,7:03:05
3.73,-3.2,90.3,336.8,-289,0,0,7:03:10
3.73,-3.2,90.4,337.2,-289.3,0,0,7:03:15
3.74,-3.21,90.3,337.7,-289.9,0,0,7:03:20
3.75,-3.23,90.3,338.6,-291.7,0,0,7:03:25
3.78,-3.24,90.3,341.3,-292.6,0,0,7:03:30
3.8,-3.26,90.3,343.1,-294.4,0,0,7:03:35
3.83,-3.29,90.4,346.2,-297.4,0,0,7:03:40
3.85,-3.31,90.4,348,-299.2,0,0,7:03:45
3.87,-3.33,90.4,349.8,-301,0,0,7:03:50
3.88,-3.34,90.4,350.8,-301.9,0,0,7:03:55
3.9,-3.35,90.4,352.6,-302.8,0,0,7:04:00
3.92,-3.37,90.4,354.4,-304.6,0,0,7:04:05
3.93,-3.38,90.4,355.3,-305.6,0,0,7:04:10
3.95,-3.39,90.4,357.1,-306.5,0,0,7:04:15
3.96,-3.4,90.4,358,-307.4,0,0,7:04:20
3.96,-3.4,90.4,358,-307.4,0,0,7:04:25
3.97,-3.42,90.4,358.9,-309.2,0,0,7:04:30
3.97,-3.43,90.4,358.9,-310.1,0,0,7:04:35
3.98,-3.44,90.4,359.8,-311,0,0,7:04:40
4,-3.44,90.4,361.6,-311,0,0,7:04:45
4.01,-3.46,90.4,362.5,-312.8,0,0,7:04:50
4.02,-3.47,90.4,363.4,-313.7,0,0,7:04:55
4.04,-3.48,90.4,365.2,-314.6,0,0,7:05:00
4.04,-3.48,90.4,365.2,-314.6,0,0,7:05:05
4.04,-3.48,90.4,365.2,-314.6,0,0,7:05:10
4.07,-3.51,90.4,367.9,-317.3,0,0,7:05:15
4.08,-3.52,90.4,368.8,-318.2,0,0,7:05:20
4.06,-3.5,90.4,367,-316.4,0,0,7:05:25
4.06,-3.5,90.4,367,-316.4,0,0,7:05:30
4.1,-3.53,90.4,370.6,-319.1,0,0,7:05:35
4.11,-3.55,90.4,371.5,-320.9,0,0,7:05:40
4.12,-3.55,90.4,372.4,-320.9,0,0,7:05:45
4.14,-3.57,90.4,374.3,-322.7,0,0,7:05:50
4.18,-3.63,90.6,378.7,-328.9,0,0,7:05:55
4.18,-3.62,90.5,378.3,-327.6,0,0,7:06:00
4.21,-3.64,90.6,381.4,-329.8,0,0,7:06:05
4.23,-3.66,90.5,382.8,-331.2,0,0,7:06:10
4.28,-3.7,90.5,387.3,-334.9,0,0,7:06:15
4.28,-3.71,90.6,387.8,-336.1,0,0,7:06:20
4.3,-3.71,90.6,389.6,-336.1,0,0,7:06:25
4.31,-3.74,90.6,390.5,-338.8,0,0,7:06:30
4.3,-3.72,90.6,389.6,-337,0,0,7:06:35
4.33,-3.75,90.6,392.3,-339.8,0,0,7:06:40
4.31,-3.73,90.6,390.5,-337.9,0,0,7:06:45
4.32,-3.75,90.6,391.4,-339.8,0,0,7:06:50
4.37,-3.8,90.6,395.9,-344.3,0,0,7:06:55
4.39,-3.81,90.6,397.7,-345.2,0,0,7:07:00
4.42,-3.83,90.6,400.5,-347,0,0,7:07:05
4.44,-3.85,90.6,402.3,-348.8,0,0,7:07:10
4.46,-3.87,90.6,404.1,-350.6,0,0,7:07:15
4.44,-3.86,90.6,402.3,-349.7,0,0,7:07:20
4.46,-3.87,90.6,404.1,-350.6,0,0,7:07:25
4.49,-3.9,90.6,406.8,-353.3,0,0,7:07:30
4.5,-3.91,90.6,407.7,-354.2,0,0,7:07:35
4.54,-3.95,90.6,411.3,-357.9,0,0,7:07:40
4.58,-3.98,90.6,414.9,-360.6,0,0,7:07:45
4.59,-4,90.6,415.9,-362.4,0,0,7:07:50
4.61,-4,90.6,417.7,-362.4,0,0,7:07:55
4.64,-4.05,90.6,420.4,-366.9,0,0,7:08:00
4.67,-4.07,90.6,423.1,-368.7,0,0,7:08:05
4.68,-4.07,90.6,424,-368.7,0,0,7:08:10
4.69,-4.08,90.6,424.9,-369.6,0,0,7:08:15
4.72,-4.11,90.7,428.1,-372.8,0,0,7:08:20
4.73,-4.12,90.7,429,-373.7,0,0,7:08:25
4.74,-4.13,90.7,429.9,-374.6,0,0,7:08:30
4.75,-4.14,90.7,430.8,-375.5,0,0,7:08:35
4.76,-4.15,90.7,431.7,-376.4,0,0,7:08:40
4.76,-4.14,90.7,431.7,-375.5,0,0,7:08:45
4.79,-4.18,90.7,434.5,-379.1,0,0,7:08:50
4.78,-4.16,90.7,433.5,-377.3,0,0,7:08:55
4.78,-4.18,90.7,433.5,-379.1,0,0,7:09:00
4.81,-4.18,90.7,436.3,-379.1,0,0,7:09:05
4.82,-4.21,90.7,437.2,-381.8,0,0,7:09:10
4.83,-4.22,90.7,438.1,-382.8,0,0,7:09:15
4.85,-4.23,90.7,439.9,-383.7,0,0,7:09:20
4.85,-4.23,90.7,439.9,-383.7,0,0,7:09:25
4.87,-4.25,90.7,441.7,-385.5,0,0,7:09:30
4.87,-4.25,90.7,441.7,-385.5,0,0,7:09:35
4.88,-4.26,90.7,442.6,-386.4,0,0,7:09:40
4.88,-4.26,90.7,442.6,-386.4,0,0,7:09:45
4.89,-4.27,90.7,443.5,-387.3,0,0,7:09:50
4.91,-4.28,90.8,445.8,-388.6,0,0,7:09:55
4.92,-4.3,90.7,446.2,-390,0,0,7:10:00
4.93,-4.31,90.8,447.6,-391.3,0,0,7:10:05
4.95,-4.32,90.8,449.5,-392.3,0,0,7:10:10
4.96,-4.33,90.8,450.4,-393.2,0,0,7:10:15
4.97,-4.34,90.8,451.3,-394.1,0,0,7:10:20
4.99,-4.36,90.8,453.1,-395.9,0,0,7:10:25
5.01,-4.38,90.9,455.4,-398.1,0,0,7:10:30
5,-4.37,90.9,454.5,-397.2,0,0,7:10:35
5.01,-4.38,90.9,455.4,-398.1,0,0,7:10:40
5.02,-4.39,90.9,456.3,-399.1,0,0,7:10:45
5.02,-4.4,90.9,456.3,-400,0,0,7:10:50
5.05,-4.41,90.9,459,-400.9,0,0,7:10:55
5.04,-4.41,90.9,458.1,-400.9,0,0,7:11:00
5.06,-4.42,90.9,460,-401.8,0,0,7:11:05
5.07,-4.43,90.9,460.9,-402.7,0,0,7:11:10
5.09,-4.45,90.9,462.7,-404.5,0,0,7:11:15
5.1,-4.46,90.9,463.6,-405.4,0,0,7:11:20
5.12,-4.49,90.9,465.4,-408.1,0,0,7:11:25
5.11,-4.49,90.9,464.5,-408.1,0,0,7:11:30
5.14,-4.5,90.9,467.2,-409.1,0,0,7:11:35
5.15,-4.52,90.9,468.1,-410.9,0,0,7:11:40
5.19,-4.54,90.9,471.8,-412.7,0,0,7:11:45
5.12,-4.49,90.9,465.4,-408.1,0,0,7:11:50
5.14,-4.5,90.9,467.2,-409.1,0,0,7:11:55
5.15,-4.51,90.9,468.1,-410,0,0,7:12:00
5.19,-4.55,90.9,471.8,-413.6,0,0,7:12:05
5.2,-4.55,90.9,472.7,-413.6,0,0,7:12:10
5.21,-4.57,90.9,473.6,-415.4,0,0,7:12:15
5.24,-4.59,90.9,476.3,-417.2,0,0,7:12:20
5.27,-4.63,90.9,479,-420.9,0,0,7:12:25
5.29,-4.64,90.9,480.9,-421.8,0,0,7:12:30
5.3,-4.65,90.9,481.8,-422.7,0,0,7:12:35
5.32,-4.67,90.9,483.6,-424.5,0,0,7:12:40
5.35,-4.69,90.9,486.3,-426.3,0,0,7:12:45
5.3,-4.65,90.9,481.8,-422.7,0,0,7:12:50
5.41,-4.74,90.9,491.8,-430.9,0,0,7:12:55
5.36,-4.7,90.9,487.2,-427.2,0,0,7:13:00
5.41,-4.75,90.9,491.8,-431.8,0,0,7:13:05
5.42,-4.77,91,493.2,-434.1,0,0,7:13:10
5.45,-4.79,91,496,-435.9,0,0,7:13:15
5.51,-4.84,91,501.4,-440.4,0,0,7:13:20
5.54,-4.87,91,504.1,-443.2,0,0,7:13:25
5.54,-4.88,91,504.1,-444.1,0,0,7:13:30
5.55,-4.88,91,505.1,-444.1,0,0,7:13:35
5.57,-4.9,91,506.9,-445.9,0,0,7:13:40
5.58,-4.91,91,507.8,-446.8,0,0,7:13:45
5.61,-4.94,91,510.5,-449.5,0,0,7:13:50
5.62,-4.95,91,511.4,-450.5,0,0,7:13:55
5.53,-4.87,91,503.2,-443.2,0,0,7:14:00
5.57,-4.89,91,506.9,-445,0,0,7:14:05
5.48,-4.81,91,498.7,-437.7,0,0,7:14:10
5.51,-4.85,91,501.4,-441.4,0,0,7:14:15
5.5,-4.84,91,500.5,-440.4,0,0,7:14:20
5.52,-4.85,91,502.3,-441.4,0,0,7:14:25
5.53,-4.85,91,503.2,-441.4,0,0,7:14:30
5.55,-4.87,91,505.1,-443.2,0,0,7:14:35
5.54,-4.88,91,504.1,-444.1,0,0,7:14:40
5.54,-4.87,91,504.1,-443.2,0,0,7:14:45
5.57,-4.9,91,506.9,-445.9,0,0,7:14:50
5.6,-4.94,91,509.6,-449.5,0,0,7:14:55
5.75,-5.07,91,523.3,-461.4,0,0,7:15:00
5.77,-5.09,91.1,525.6,-463.7,0,0,7:15:05
5.78,-5.1,91,526,-464.1,0,0,7:15:10
5.8,-5.11,91.1,528.4,-465.5,0,0,7:15:15
5.81,-5.12,91.1,529.3,-466.4,0,0,7:15:20
5.87,-5.17,91.1,534.8,-471,0,0,7:15:25
5.88,-5.18,91.2,536.3,-472.4,0,0,7:15:30
5.89,-5.19,91.2,537.2,-473.3,0,0,7:15:35
5.9,-5.2,91.1,537.5,-473.7,0,0,7:15:40
5.92,-5.21,91.2,539.9,-475.2,0,0,7:15:45
5.94,-5.25,91.1,541.1,-478.3,0,0,7:15:50
5.96,-5.27,91.2,543.6,-480.6,0,0,7:15:55
5.96,-5.27,91.2,543.6,-480.6,0,0,7:16:00
5.98,-5.28,91.2,545.4,-481.5,0,0,7:16:05
6,-5.3,91.2,547.2,-483.4,0,0,7:16:10
6.01,-5.31,91.2,548.1,-484.3,0,0,7:16:15
6.03,-5.33,91.2,549.9,-486.1,0,0,7:16:20
6.04,-5.33,91.2,550.8,-486.1,0,0,7:16:25
6.04,-5.34,91.2,550.8,-487,0,0,7:16:30
6.05,-5.35,91.2,551.8,-487.9,0,0,7:16:35
6.07,-5.36,91.2,553.6,-488.8,0,0,7:16:40
6.07,-5.36,91.2,553.6,-488.8,0,0,7:16:45
6.08,-5.38,91.2,554.5,-490.7,0,0,7:16:50
6.07,-5.36,91.2,553.6,-488.8,0,0,7:16:55
6.09,-5.38,91.2,555.4,-490.7,0,0,7:17:00
6.1,-5.4,91.2,556.3,-492.5,0,0,7:17:05
6.1,-5.39,91.2,556.3,-491.6,0,0,7:17:10
6.1,-5.4,91.2,556.3,-492.5,0,0,7:17:15
6.11,-5.41,91.2,557.2,-493.4,0,0,7:17:20
6.11,-5.4,91.2,557.2,-492.5,0,0,7:17:25
6.1,-5.4,91.2,556.3,-492.5,0,0,7:17:30
6.11,-5.4,91.2,557.2,-492.5,0,0,7:17:35
6.12,-5.42,91.3,558.8,-494.8,0,0,7:17:40
6.13,-5.42,91.2,559.1,-494.3,0,0,7:17:45
6.12,-5.41,91.2,558.1,-493.4,0,0,7:17:50
6.12,-5.42,91.2,558.1,-494.3,0,0,7:17:55
6.11,-5.41,91.3,557.8,-493.9,0,0,7:18:00
6.13,-5.42,91.3,559.7,-494.8,0,0,7:18:05
6.13,-5.42,91.3,559.7,-494.8,0,0,7:18:10
6.13,-5.43,91.2,559.1,-495.2,0,0,7:18:15
6.15,-5.44,91.2,560.9,-496.1,0,0,7:18:20
6.14,-5.43,91.2,560,-495.2,0,0,7:18:25
6.16,-5.44,91.3,562.4,-496.7,0,0,7:18:30
6.13,-5.43,91.2,559.1,-495.2,0,0,7:18:35
6.15,-5.44,91.3,561.5,-496.7,0,0,7:18:40
6.14,-5.43,91.3,560.6,-495.8,0,0,7:18:45
6.16,-5.45,91.3,562.4,-497.6,0,0,7:18:50
6.16,-5.45,91.3,562.4,-497.6,0,0,7:18:55
6.17,-5.46,91.3,563.3,-498.5,0,0,7:19:00
6.17,-5.46,91.3,563.3,-498.5,0,0,7:19:05
6.18,-5.46,91.3,564.2,-498.5,0,0,7:19:10
6.17,-5.46,91.3,563.3,-498.5,0,0,7:19:15
6.18,-5.46,91.3,564.2,-498.5,0,0,7:19:20
6.17,-5.46,91.3,563.3,-498.5,0,0,7:19:25
6.18,-5.46,91.3,564.2,-498.5,0,0,7:19:30
6.18,-5.47,91.3,564.2,-499.4,0,0,7:19:35
6.18,-5.46,91.3,564.2,-498.5,0,0,7:19:40
6.19,-5.48,91.3,565.1,-500.3,0,0,7:19:45
6.18,-5.46,91.3,564.2,-498.5,0,0,7:19:50
6.17,-5.46,91.3,563.3,-498.5,0,0,7:19:55
6.19,-5.48,91.3,565.1,-500.3,0,0,7:20:00
6.17,-5.47,91.3,563.3,-499.4,0,0,7:20:05
6.18,-5.47,91.3,564.2,-499.4,0,0,7:20:10
6.17,-5.46,91.3,563.3,-498.5,0,0,7:20:15
6.19,-5.47,91.3,565.1,-499.4,0,0,7:20:20
6.19,-5.47,91.3,565.1,-499.4,0,0,7:20:25
6.19,-5.48,91.3,565.1,-500.3,0,0,7:20:30
6.21,-5.5,91.3,567,-502.2,0,0,7:20:35
6.21,-5.5,91.3,567,-502.2,0,0,7:20:40
6.21,-5.49,91.3,567,-501.2,0,0,7:20:45
6.22,-5.5,91.3,567.9,-502.2,0,0,7:20:50
6.16,-5.45,91.3,562.4,-497.6,0,0,7:20:55
6.24,-5.52,91.3,569.7,-504,0,0,7:21:00
6.24,-5.53,91.3,569.7,-504.9,0,0,7:21:05
6.26,-5.54,91.3,571.5,-505.8,0,0,7:21:10
6.24,-5.53,91.3,569.7,-504.9,0,0,7:21:15
6.25,-5.53,91.3,570.6,-504.9,0,0,7:21:20
6.27,-5.55,91.3,572.5,-506.7,0,0,7:21:25
6.27,-5.55,91.4,573.1,-507.3,0,0,7:21:30
6.27,-5.55,91.3,572.5,-506.7,0,0,7:21:35
6.3,-5.58,91.4,575.8,-510,0,0,7:21:40
6.27,-5.56,91.4,573.1,-508.2,0,0,7:21:45
6.29,-5.57,91.4,574.9,-509.1,0,0,7:21:50
6.3,-5.58,91.4,575.8,-510,0,0,7:21:55
6.31,-5.59,91.4,576.7,-510.9,0,0,7:22:00
6.31,-5.59,91.4,576.7,-510.9,0,0,7:22:05
6.31,-5.59,91.4,576.7,-510.9,0,0,7:22:10
6.33,-5.6,91.4,578.6,-511.8,0,0,7:22:15
6.31,-5.59,91.5,577.4,-511.5,0,0,7:22:20
6.34,-5.62,91.5,580.1,-514.2,0,0,7:22:25
6.35,-5.63,91.4,580.4,-514.6,0,0,7:22:30
6.4,-5.66,91.5,585.6,-517.9,0,0,7:22:35
6.42,-5.69,91.5,587.4,-520.6,0,0,7:22:40
6.44,-5.71,91.5,589.3,-522.5,0,0,7:22:45
6.44,-5.71,91.5,589.3,-522.5,0,0,7:22:50
6.48,-5.74,91.5,592.9,-525.2,0,0,7:22:55
6.51,-5.77,91.5,595.7,-528,0,0,7:23:00
6.53,-5.8,91.5,597.5,-530.7,0,0,7:23:05
6.55,-5.8,91.5,599.3,-530.7,0,0,7:23:10
6.6,-5.86,91.5,603.9,-536.2,0,0,7:23:15
6.63,-5.88,91.5,606.6,-538,0,0,7:23:20
6.65,-5.9,91.5,608.5,-539.9,0,0,7:23:25
6.68,-5.93,91.5,611.2,-542.6,0,0,7:23:30
6.7,-5.95,91.5,613.1,-544.4,0,0,7:23:35
6.71,-5.96,91.5,614,-545.3,0,0,7:23:40
6.74,-5.99,91.6,617.4,-548.7,0,0,7:23:45
6.75,-6,91.5,617.6,-549,0,0,7:23:50
6.78,-6.02,91.6,621,-551.4,0,0,7:23:55
6.79,-6.03,91.6,622,-552.3,0,0,7:24:00
6.82,-6.06,91.6,624.7,-555.1,0,0,7:24:05
6.85,-6.08,91.6,627.5,-556.9,0,0,7:24:10
6.87,-6.1,91.5,628.6,-558.2,0,0,7:24:15
6.87,-6.11,91.6,629.3,-559.7,0,0,7:24:20
6.92,-6.15,91.6,633.9,-563.3,0,0,7:24:25
6.93,-6.17,91.6,634.8,-565.2,0,0,7:24:30
6.93,-6.16,91.6,634.8,-564.3,0,0,7:24:35
