Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
9.48,-8.53,96.5,914.8,-823.1,0,0,8:35:05
9.44,-8.49,96.5,911,-819.3,0,0,8:35:10
9.48,-8.53,96.6,915.8,-824,0,0,8:35:15
9.48,-8.54,96.6,915.8,-825,0,0,8:35:20
9.53,-8.57,96.6,920.6,-827.9,0,0,8:35:25
9.5,-8.54,96.5,916.8,-824.1,0,0,8:35:30
9.44,-8.49,96.6,911.9,-820.1,0,0,8:35:35
9.42,-8.47,96.6,910,-818.2,0,0,8:35:40
9.37,-8.43,96.6,905.1,-814.3,0,0,8:35:45
9.23,-8.29,96.6,891.6,-800.8,0,0,8:35:50
9.21,-8.28,96.5,888.8,-799,0,0,8:35:55
9.54,-8.58,96.6,921.6,-828.8,0,0,8:36:00
9.52,-8.57,96.6,919.6,-827.9,0,0,8:36:05
9.54,-8.58,96.6,921.6,-828.8,0,0,8:36:10
9.51,-8.56,96.7,919.6,-827.8,0,0,8:36:15
9.58,-8.62,96.7,926.4,-833.6,0,0,8:36:20
9.58,-8.62,96.6,925.4,-832.7,0,0,8:36:25
9.56,-8.61,96.7,924.5,-832.6,0,0,8:36:30
9.33,-8.39,96.6,901.3,-810.5,0,0,8:36:35
9.27,-8.34,96.6,895.5,-805.6,0,0,8:36:40
9.21,-8.27,96.6,889.7,-798.9,0,0,8:36:45
9.35,-8.41,96.7,904.1,-813.2,0,0,8:36:50
9.27,-8.33,96.7,896.4,-805.5,0,0,8:36:55
9.32,-8.39,96.6,900.3,-810.5,0,0,8:37:00
9.31,-8.37,96.7,900.3,-809.4,0,0,8:37:05
9.28,-8.35,96.7,897.4,-807.4,0,0,8:37:10
9.26,-8.33,96.8,896.4,-806.3,0,0,8:37:15
9.26,-8.32,96.7,895.4,-804.5,0,0,8:37:20
9.27,-8.33,96.8,897.3,-806.3,0,0,8:37:25
9.18,-8.25,96.7,887.7,-797.8,0,0,8:37:30
9.16,-8.23,96.8,886.7,-796.7,0,0,8:37:35
9.21,-8.28,96.7,890.6,-800.7,0,0,8:37:40
9.17,-8.24,96.7,886.7,-796.8,0,0,8:37:45
9.05,-8.13,96.7,875.1,-786.2,0,0,8:37:50
8.43,-7.55,96.6,814.3,-729.3,0,0,8:37:55
7.38,-6.59,96.5,712.2,-635.9,0,0,8:38:00
4.47,-3.89,96,429.1,-373.4,0,0,8:38:05
3.4,-2.9,95.9,326.1,-278.1,0,0,8:38:10
2.18,-1.76,95.7,208.6,-168.4,0,0,8:38:15
2.23,-1.82,95.7,213.4,-174.2,0,0,8:38:20
2.25,-1.83,95.6,215.1,-174.9,0,0,8:38:25
2.24,-1.82,95.6,214.1,-174,0,0,8:38:30
2.28,-1.86,95.6,218,-177.8,0,0,8:38:35
2.26,-1.85,95.6,216.1,-176.9,0,0,8:38:40
2.32,-1.9,95.6,221.8,-181.6,0,0,8:38:45
2.01,-1.62,95.6,192.2,-154.9,0,0,8:38:50
2.23,-1.83,95.6,213.2,-174.9,0,0,8:38:55
2.31,-1.89,95.6,220.8,-180.7,0,0,8:39:00
2.37,-1.95,95.6,226.6,-186.4,0,0,8:39:05
2.37,-1.94,95.6,226.6,-185.5,0,0,8:39:10
2.37,-1.95,95.6,226.6,-186.4,0,0,8:39:15
2.37,-1.93,95.6,226.6,-184.5,0,0,8:39:20
2.32,-1.89,95.6,221.8,-180.7,0,0,8:39:25
2.22,-1.8,95.6,212.2,-172.1,0,0,8:39:30
2.32,-1.91,95.6,221.8,-182.6,0,0,8:39:35
2.36,-1.94,95.6,225.6,-185.5,0,0,8:39:40
2.3,-1.89,95.6,219.9,-180.7,0,0,8:39:45
2.36,-1.94,95.6,225.6,-185.5,0,0,8:39:50
2.35,-1.93,95.6,224.7,-184.5,0,0,8:39:55
1.9,-1.53,95.5,181.5,-146.1,0,0,8:40:00
2.18,-1.78,95.5,208.2,-170,0,0,8:40:05
1.54,-1.17,95.4,146.9,-111.6,0,0,8:40:10
2.35,-1.93,95.5,224.4,-184.3,0,0,8:40:15
1.87,-1.49,95.4,178.4,-142.1,0,0,8:40:20
2.3,-1.89,95.6,219.9,-180.7,0,0,8:40:25
2.4,-1.98,95.6,229.4,-189.3,0,0,8:40:30
2.3,-1.88,95.6,219.9,-179.7,0,0,8:40:35
1.61,-1.25,95.4,153.6,-119.3,0,0,8:40:40
1.64,-1.28,95.4,156.5,-122.1,0,0,8:40:45
1.62,-1.25,95.4,154.5,-119.3,0,0,8:40:50
1.6,-1.24,95.4,152.6,-118.3,0,0,8:40:55
2.48,-2.04,95.6,237.1,-195,0,0,8:41:00
2.53,-2.09,95.6,241.9,-199.8,0,0,8:41:05
2.53,-2.1,95.6,241.9,-200.8,0,0,8:41:10
2.55,-2.11,95.6,243.8,-201.7,0,0,8:41:15
2.55,-2.12,95.6,243.8,-202.7,0,0,8:41:20
2.54,-2.11,95.6,242.8,-201.7,0,0,8:41:25
2.53,-2.1,95.6,241.9,-200.8,0,0,8:41:30
2.54,-2.1,95.6,242.8,-200.8,0,0,8:41:35
2.52,-2.09,95.6,240.9,-199.8,0,0,8:41:40
2.55,-2.12,95.6,243.8,-202.7,0,0,8:41:45
2.53,-2.09,95.6,241.9,-199.8,0,0,8:41:50
2.55,-2.11,95.6,243.8,-201.7,0,0,8:41:55
2.59,-2.15,95.6,247.6,-205.5,0,0,8:42:00
2.62,-2.17,95.6,250.5,-207.5,0,0,8:42:05
2.61,-2.15,95.6,249.5,-205.5,0,0,8:42:10
2.6,-2.15,95.6,248.6,-205.5,0,0,8:42:15
2.71,-2.25,95.6,259.1,-215.1,0,3,8:42:20
2.58,-2.14,95.6,246.6,-204.6,0,4,8:42:25
2.68,-2.22,95.6,256.2,-212.2,0,5,8:42:30
2.74,-2.28,95.6,261.9,-218,0,5,8:42:35
2.82,-2.35,95.6,269.6,-224.7,0,5,8:42:40
2.8,-2.34,95.6,267.7,-223.7,0,6,8:42:45
2.69,-2.24,95.6,257.2,-214.1,0,5,8:42:50
2.76,-2.3,95.6,263.9,-219.9,0,3,8:42:55
2.78,-2.32,95.6,265.8,-221.8,0,0,8:43:00
2.74,-2.28,95.6,261.9,-218,0,0,8:43:05
2.72,-2.27,95.6,260,-217,0,0,8:43:10
2.8,1.02,95.1,266.3,97,0,0,8:43:15
2.44,-1.99,95.6,233.3,-190.2,0,6,8:43:20
2.44,-1.99,95.6,233.3,-190.2,0,0,8:43:25
2.45,-2,95.6,234.2,-191.2,0,0,8:43:30
2.46,-2.01,95.6,235.2,-192.2,0,0,8:43:35
2.47,-2.02,95.6,236.1,-193.1,0,0,8:43:40
2.4,-1.96,95.6,229.4,-187.4,0,0,8:43:45
2.43,-1.98,95.6,232.3,-189.3,0,0,8:43:50
2.4,-1.95,95.6,229.4,-186.4,0,0,8:43:55
2.47,-2.02,95.6,236.1,-193.1,0,0,8:44:00
2.45,-2,95.6,234.2,-191.2,0,0,8:44:05
2.14,-1.72,95.5,204.4,-164.3,0,0,8:44:10
2.45,-2,95.6,234.2,-191.2,0,0,8:44:15
2.5,-2.04,95.6,239,-195,0,0,8:44:20
2.44,-2,95.6,233.3,-191.2,0,0,8:44:25
1.86,-1.46,95.5,177.6,-139.4,0,0,8:44:30
2.59,-2.12,95.6,247.6,-202.7,0,0,8:44:35
2.56,-2.11,95.6,244.7,-201.7,0,0,8:44:40
2.52,-2.06,95.6,240.9,-196.9,0,0,8:44:45
2.63,-2.15,95.6,251.4,-205.5,0,0,8:44:50
2.63,-2.16,95.6,251.4,-206.5,0,0,8:44:55
2.72,-2.25,95.6,260,-215.1,0,4,8:45:00
2.55,-2.09,95.6,243.8,-199.8,0,3,8:45:05
2.48,2.53,94.8,235.1,239.8,0,0,8:45:10
2.55,4.88,94.3,240.5,460.2,0,8,8:45:15
3.09,3.69,94.4,291.7,348.3,0,16,8:45:20
3.13,3.5,94.5,295.8,330.8,0,24,8:45:25
3.2,5.28,94.2,301.4,497.4,0,31,8:45:30
3.23,5.44,94.1,303.9,511.9,0,38,8:45:35
3.31,5.29,94.1,311.5,497.8,0,45,8:45:40
3.38,5.27,94.1,318.1,495.9,0,52,8:45:45
3.41,5.31,94,320.5,499.1,0,60,8:45:50
3.48,4.45,94.2,327.8,419.2,0,68,8:45:55
3.42,-3.5,95.6,327,-334.6,0,74,8:46:00
3.38,-10.84,96.8,327.2,-1049.3,0,80,8:46:05
3.51,-17.5,98.1,344.3,-1716.8,0,83,8:46:10
3.41,-18.88,98.4,335.5,-1857.8,0,85,8:46:15
3.31,-18.26,98.4,325.7,-1796.8,0,84,8:46:20
3.54,-15.83,98,346.9,-1551.3,0,83,8:46:25
3.43,-13.21,97.7,335.1,-1290.6,0,81,8:46:30
3.13,-9.78,97.1,303.9,-949.6,0,79,8:46:35
2.73,-6.07,96.5,263.4,-585.8,0,77,8:46:40
3.33,-4.64,96.3,320.7,-446.8,0,76,8:46:45
3.57,-4.42,96.2,343.4,-425.2,0,75,8:46:50
3.78,-2.05,95.8,362.1,-196.4,0,75,8:46:55
4.13,0.92,95.3,393.6,87.7,0,76,8:47:00
4,-0.08,95.4,381.6,-7.6,0,77,8:47:05
4,0.34,95.3,381.2,32.4,0,76,8:47:10
4.12,0.96,95.2,392.2,91.4,0,76,8:47:15
4.24,2.08,95,402.8,197.6,0,75,8:47:20
4.18,3.8,94.6,395.4,359.5,0,74,8:47:25
4.17,6.23,94.1,392.4,586.2,0,72,8:47:30
4.2,7.68,93.8,394,720.4,0,72,8:47:35
4.2,11,93.2,391.4,1025.2,0,70,8:47:40
4.36,9.6,93.4,407.2,896.6,0,69,8:47:45
4.31,10.19,93.3,402.1,950.7,0,69,8:47:50
4.3,10.25,93.2,400.8,955.3,0,69,8:47:55
4.28,10.3,93.2,398.9,960,0,69,8:48:00
4.37,9.89,93.2,407.3,921.7,0,69,8:48:05
4.46,9.39,93.2,415.7,875.1,0,70,8:48:10
4.44,6.85,93.6,415.6,641.2,0,72,8:48:15
4.49,4.4,94.1,422.5,414,0,73,8:48:20
4.51,2.17,94.5,426.2,205.1,0,75,8:48:25
4.48,0.36,94.8,424.7,34.1,0,76,8:48:30
4.48,-0.31,95,425.6,-29.5,0,76,8:48:35
4.5,-0.16,95,427.5,-15.2,0,76,8:48:40
4.49,0.25,94.9,426.1,23.7,0,76,8:48:45
4.5,0.73,94.8,426.6,69.2,0,76,8:48:50
4.59,1.29,94.7,434.7,122.2,0,75,8:48:55
4.52,1.66,94.6,427.6,157,0,75,8:49:00
4.57,1.64,94.7,432.8,155.3,0,75,8:49:05
4.66,-5.92,95.9,446.9,-567.7,0,76,8:49:10
4.65,-7.31,96.2,447.3,-703.2,0,77,8:49:15
4.58,-10.91,96.9,443.8,-1057.2,0,79,8:49:20
4.7,-15.85,97.8,459.7,-1550.1,0,82,8:49:25
4.65,-19.06,98.4,457.6,-1875.5,0,84,8:49:30
4.66,-19.78,98.6,459.5,-1950.3,0,85,8:49:35
4.6,-18.02,98.5,453.1,-1775,0,84,8:49:40
4.65,-15.16,98,455.7,-1485.7,0,82,8:49:45
4.79,-11.36,97.4,466.5,-1106.5,0,80,8:49:50
4.86,-9.06,96.9,470.9,-877.9,0,78,8:49:55
4.85,-8.29,96.8,469.5,-802.5,0,78,8:50:00
5,-8.66,96.9,484.5,-839.2,0,78,8:50:05
4.6,-2.92,96,441.6,-280.3,0,78,8:50:10
4.64,-3.14,96,445.4,-301.4,0,78,8:50:15
4.76,-0.99,95.6,455.1,-94.6,0,77,8:50:20
4.52,1.06,95.3,430.8,101,0,75,8:50:25
4.71,1.46,95.2,448.4,139,0,71,8:50:30
4.53,1.64,95.1,430.8,156,0,68,8:50:35
4.38,1.71,95.1,416.5,162.6,0,67,8:50:40
4.22,1.89,95,400.9,179.6,0,68,8:50:45
4.34,1.88,95,412.3,178.6,0,71,8:50:50
4.14,1.69,95,393.3,160.6,0,74,8:50:55
3.84,-0.24,95.3,366,-22.9,0,77,8:51:00
3.79,-1.62,95.6,362.3,-154.9,0,77,8:51:05
3.61,-5.23,96.2,347.3,-503.1,0,76,8:51:10
3.64,-4.4,96,349.4,-422.4,0,75,8:51:15
3.49,-3.99,96,335,-383,0,75,8:51:20
3.57,-3.66,95.9,342.4,-351,0,74,8:51:25
3.92,-3.63,95.9,375.9,-348.1,0,73,8:51:30
3.87,-3.38,95.9,371.1,-324.1,0,71,8:51:35
3.76,-2.01,95.7,359.8,-192.4,0,70,8:51:40
3.61,2.43,95,343,230.9,0,70,8:51:45
3.63,2.42,95,344.9,229.9,0,71,8:51:50
3.28,2.69,94.8,310.9,255,0,71,8:51:55
3.53,2.45,94.8,334.6,232.3,0,72,8:52:00
3.29,2.68,94.7,311.6,253.8,0,72,8:52:05
3.09,2.57,94.8,292.9,243.6,0,73,8:52:10
2.81,2.85,94.7,266.1,269.9,0,73,8:52:15
2.81,3.26,94.6,265.8,308.4,0,73,8:52:20
2.81,3.21,94.6,265.8,303.7,0,73,8:52:25
2.78,2.91,94.6,263,275.3,0,72,8:52:30
2.93,3.06,94.6,277.2,289.5,0,72,8:52:35
2.77,3,94.6,262,283.8,0,72,8:52:40
2.73,3.23,94.6,258.3,305.6,0,72,8:52:45
2.71,2.92,94.6,256.4,276.2,0,72,8:52:50
2.64,3.32,94.5,249.5,313.7,0,72,8:52:55
2.5,-26.94,99.7,249.3,-2685.9,0,66,8:53:00
2.53,-27.08,99.9,252.7,-2705.3,0,54,8:53:05
2.76,-0.74,95.6,263.9,-70.7,0,45,8:53:10
2.83,2.11,95,268.9,200.5,0,48,8:53:15
2.87,-2.37,95.7,274.7,-226.8,0,50,8:53:20
2.91,-2.4,95.8,278.8,-229.9,0,50,8:53:25
3.06,-2.56,95.8,293.1,-245.2,0,50,8:53:30
3.07,-2.57,95.8,294.1,-246.2,0,50,8:53:35
2.93,-2.45,95.7,280.4,-234.5,0,49,8:53:40
2.88,-2.4,95.8,275.9,-229.9,0,48,8:53:45
3.03,-2.54,95.8,290.3,-243.3,0,47,8:53:50
3.09,-2.59,95.8,296,-248.1,0,45,8:53:55
2.83,-2.34,95.7,270.8,-223.9,0,43,8:54:00
3.23,-2.72,95.9,309.8,-260.8,0,31,8:54:05
4.72,-4.09,96,453.1,-392.6,0,13,8:54:10
3.33,-2.8,95.9,319.3,-268.5,0,3,8:54:15
3.73,-3.13,95.9,357.7,-300.2,0,0,8:54:20
4.49,-3.87,96,431,-371.5,0,0,8:54:25
3.47,-2.93,95.9,332.8,-281,0,0,8:54:30
2.86,-2.31,95.7,273.7,-221.1,0,0,8:54:35
2.65,-2.19,95.7,253.6,-209.6,0,0,8:54:40
2.6,-2.14,95.7,248.8,-204.8,0,0,8:54:45
2.55,-2.09,95.7,244,-200,0,0,8:54:50
2.54,-2.03,95.8,243.3,-194.5,0,0,8:54:55
2.57,-2.11,95.7,245.9,-201.9,0,0,8:55:00
2.48,-2.02,95.7,237.3,-193.3,0,0,8:55:05
2.33,-1.89,95.7,223,-180.9,0,0,8:55:10
2.27,-1.84,95.7,217.2,-176.1,0,0,8:55:15
2.24,-1.81,95.7,214.4,-173.2,0,0,8:55:20
2.21,-1.78,95.7,211.5,-170.3,0,0,8:55:25
2,-1.58,95.7,191.4,-151.2,0,0,8:55:30
2.25,1.37,95.2,214.2,130.4,0,0,8:55:35
2.3,2.55,94.9,218.3,242,0,10,8:55:40
2.51,3.21,94.8,237.9,304.3,0,17,8:55:45
2.44,3.37,94.8,231.3,319.5,0,24,8:55:50
2.42,3.35,94.6,228.9,316.9,0,30,8:55:55
3.04,2.83,94.8,288.2,268.3,0,36,8:56:00
3.33,-0.41,95.3,317.3,-39.1,0,41,8:56:05
4,-3.42,95.9,383.6,-328,0,43,8:56:10
3.63,-3.09,95.9,348.1,-296.3,0,43,8:56:15
4.72,-4.1,96,453.1,-393.6,0,41,8:56:20
4.45,-3.85,96,427.2,-369.6,0,40,8:56:25
3.5,-2.97,95.9,335.7,-284.8,0,38,8:56:30
4.13,-3.52,95.9,396.1,-337.6,0,37,8:56:35
2.96,-2.47,95.8,283.6,-236.6,0,35,8:56:40
2.89,-2.4,95.8,276.9,-229.9,0,34,8:56:45
2.92,0.01,95.4,278.6,1,0,34,8:56:50
2.96,0,95.3,282.1,0,0,35,8:56:55
3.17,-1.4,95.6,303.1,-133.8,0,36,8:57:00
3.6,-1.85,95.6,344.2,-176.9,0,33,8:57:05
3.8,-1.92,95.6,363.3,-183.6,0,34,8:57:10
4.99,-3.04,95.9,478.5,-291.5,0,34,8:57:15
4.94,-3.02,95.9,473.7,-289.6,0,34,8:57:20
4.86,-1.76,95.7,465.1,-168.4,0,34,8:57:25
4.57,-1.41,95.6,436.9,-134.8,0,33,8:57:30
4.5,0.66,95.3,428.9,62.9,0,34,8:57:35
4.11,7.33,94,386.3,689,0,37,8:57:40
3.95,5.83,94.2,372.1,549.2,0,40,8:57:45
3.42,6.34,94.1,321.8,596.6,0,44,8:57:50
2.92,6.68,94,274.5,627.9,0,46,8:57:55
4.48,5.39,94.2,422,507.7,0,48,8:58:00
4.52,5.36,94.2,425.8,504.9,0,48,8:58:05
4,5.8,94.1,376.4,545.8,0,49,8:58:10
2.71,6.89,93.9,254.5,647,0,50,8:58:15
2.33,7.21,93.9,218.8,677,0,50,8:58:20
2.31,7.22,93.8,216.7,677.2,0,51,8:58:25
2.31,7.25,93.7,216.4,679.3,0,51,8:58:30
2.35,7.19,93.7,220.2,673.7,0,53,8:58:35
2.67,6.91,93.8,250.4,648.2,0,55,8:58:40
2.42,7.13,93.7,226.8,668.1,0,58,8:58:45
2.29,7.25,93.7,214.6,679.3,0,62,8:58:50
2.26,7.25,93.7,211.8,679.3,0,66,8:58:55
2.29,7.47,93.6,214.3,699.2,0,70,8:59:00
2.27,6.28,93.9,213.2,589.7,0,73,8:59:05
2.26,4.56,94.1,212.7,429.1,0,74,8:59:10
2.26,4.68,94.1,212.7,440.4,0,74,8:59:15
2.26,5.76,93.9,212.2,540.9,0,73,8:59:20
2.25,6.5,93.8,211.1,609.7,0,72,8:59:25
2.28,6.62,93.7,213.6,620.3,0,72,8:59:30
2.31,7.22,93.6,216.2,675.8,0,71,8:59:35
2.25,6.91,93.6,210.6,646.8,0,71,8:59:40
2.21,7.55,93.5,206.6,705.9,0,70,8:59:45
2.2,7.52,93.5,205.7,703.1,0,70,8:59:50
2.22,7.56,93.5,207.6,706.9,0,70,8:59:55
2.25,7.37,93.5,210.4,689.1,0,69,9:00:00
2.35,7.26,93.5,219.7,678.8,0,69,9:00:05
3.18,6.43,93.6,297.6,601.8,0,70,9:00:10
4.06,6.25,93.7,380.4,585.6,0,70,9:00:15
3.67,6.2,93.7,343.9,580.9,0,69,9:00:20
3.06,6.62,93.6,286.4,619.6,0,67,9:00:25
2.44,7.19,93.5,228.1,672.3,0,65,9:00:30
2.3,7.23,93.5,215.1,676,0,63,9:00:35
2.28,7.32,93.4,213,683.7,0,61,9:00:40
2.3,7.25,93.4,214.8,677.2,0,59,9:00:45
2.86,6.77,93.5,267.4,633,0,57,9:00:50
3.17,6.54,93.5,296.4,611.5,0,56,9:00:55
3.08,6.61,93.6,288.3,618.7,0,55,9:01:00
2.52,7.09,93.4,235.4,662.2,0,54,9:01:05
2.52,7.08,93.4,235.4,661.3,0,51,9:01:10
2.41,7.14,93.4,225.1,666.9,0,48,9:01:15
2.29,7.29,93.4,213.9,680.9,0,45,9:01:20
2.27,7.28,93.3,211.8,679.2,0,42,9:01:25
2.22,7.3,93.3,207.1,681.1,0,42,9:01:30
2.22,7.35,93.3,207.1,685.8,0,43,9:01:35
2.22,7.32,93.3,207.1,683,0,46,9:01:40
2.22,7.3,93.3,207.1,681.1,0,49,9:01:45
2.28,7.25,93.3,212.7,676.4,0,54,9:01:50
2.32,7.21,93.3,216.5,672.7,0,60,9:01:55
2.39,7.12,93.3,223,664.3,0,65,9:02:00
2.38,7.13,93.3,222.1,665.2,0,70,9:02:05
2.33,5.61,93.6,218.1,525.1,0,73,9:02:10
2.38,4.88,93.7,223,457.3,0,74,9:02:15
2.48,4.62,93.7,232.4,432.9,0,74,9:02:20
2.38,4.36,93.8,223.2,409,0,74,9:02:25
2.32,4.71,93.7,217.4,441.3,0,74,9:02:30
2.23,5.55,93.6,208.7,519.5,0,73,9:02:35
2.26,6.29,93.4,211.1,587.5,0,72,9:02:40
2.34,6.75,93.3,218.3,629.8,0,71,9:02:45
2.96,7.01,93.3,276.2,654,0,70,9:02:50
3.21,6.71,93.3,299.5,626,0,70,9:02:55
3.19,6.48,93.4,297.9,605.2,0,69,9:03:00
3.07,6.69,93.4,286.7,624.8,0,69,9:03:05
2.98,6.68,93.3,278,623.2,0,70,9:03:10
3.94,5.92,93.4,368,552.9,0,70,9:03:15
4.19,5.44,93.5,391.8,508.6,0,71,9:03:20
3.93,5.29,93.6,367.8,495.1,0,71,9:03:25
3.72,5.19,93.6,348.2,485.8,0,72,9:03:30
3.78,5.29,93.5,353.4,494.6,0,72,9:03:35
3.66,5.1,93.6,342.6,477.4,0,73,9:03:40
4.17,4.49,93.6,390.3,420.3,0,73,9:03:45
4.37,3.95,93.8,409.9,370.5,0,73,9:03:50
4.95,3.77,93.8,464.3,353.6,0,72,9:03:55
4.9,0.08,89.6,439,7.2,0,71,9:04:00
4.89,0.21,87.8,429.3,18.4,0,70,9:04:05
4.31,0.08,85.1,366.8,6.8,0,67,9:04:10
4.51,0.17,82.9,373.9,14.1,0,65,9:04:15
0,0.2,0,0,0,0,0,9:04:20
0,0.21,92,0,19.3,0,0,9:04:25
1.4,-1.06,94.8,132.7,-100.5,0,0,10:02:30
1.38,-1.02,94.8,130.8,-96.7,0,0,10:02:35
1.34,0.75,94.5,126.6,70.9,0,0,10:02:40
1.34,-0.98,94.8,127,-92.9,0,0,10:02:45
1.32,-0.96,94.8,125.1,-91,0,0,10:02:50
1.31,-0.96,94.8,124.2,-91,0,0,10:02:55
1.31,2.03,94.2,123.4,191.2,0,0,10:03:00
1.22,-0.21,94.7,115.5,-19.9,0,0,10:03:05
1.23,-1.24,94.8,116.6,-117.6,0,0,10:03:10
1.27,-0.92,94.8,120.4,-87.2,0,0,10:03:15
1.27,-0.93,94.8,120.4,-88.2,0,0,10:03:20
1.08,-0.75,94.8,102.4,-71.1,0,0,10:03:25
1.2,-0.86,94.8,113.8,-81.5,0,0,10:03:30
1.15,-0.8,94.8,109,-75.8,0,0,10:03:35
1.18,-0.84,94.8,111.9,-79.6,0,0,10:03:40
1.11,-0.78,94.8,105.2,-73.9,0,0,10:03:45
1.09,-0.76,94.8,103.3,-72,0,0,10:03:50
1.07,-0.74,94.8,101.4,-70.2,0,0,10:03:55
1.16,3.36,94,109,315.8,0,0,10:04:00
1.01,0.32,94.6,95.5,30.3,0,0,10:04:05
1.03,-0.15,94.7,97.5,-14.2,0,0,10:04:10
1.08,-0.75,94.8,102.4,-71.1,0,0,10:04:15
1.16,-0.86,94.9,110.1,-81.6,0,0,10:04:20
1.16,-0.82,94.8,110,-77.7,0,0,10:04:25
1.17,-0.82,94.9,111,-77.8,0,0,10:04:30
1.18,-0.83,94.8,111.9,-78.7,0,0,10:04:35
1.16,-0.82,94.9,110.1,-77.8,0,0,10:04:40
1.15,-0.8,94.8,109,-75.8,0,0,10:04:45
1.12,-0.78,94.8,106.2,-73.9,0,0,10:04:50
1.09,-0.76,94.8,103.3,-72,0,0,10:04:55
1.04,-0.71,94.8,98.6,-67.3,0,0,10:05:00
0.99,-0.67,94.8,93.9,-63.5,0,0,10:05:05
1.1,-0.76,94.8,104.3,-72,0,0,10:05:10
1.05,-0.72,94.8,99.5,-68.3,0,0,10:05:15
1.27,-0.92,94.9,120.5,-87.3,0,0,10:05:20
1.26,-0.91,94.9,119.6,-86.4,0,0,10:05:25
1,-0.67,94.8,94.8,-63.5,0,0,10:05:30
1.11,-0.79,94.9,105.3,-75,0,0,10:05:35
1.04,-0.71,94.8,98.6,-67.3,0,0,10:05:40
1.03,-0.7,94.8,97.6,-66.4,0,0,10:05:45
0.98,-0.66,94.8,92.9,-62.6,0,0,10:05:50
0.94,-0.62,94.8,89.1,-58.8,0,0,10:05:55
0.95,-0.63,94.8,90.1,-59.7,0,0,10:06:00
0.92,-0.6,94.8,87.2,-56.9,0,0,10:06:05
0.94,-0.62,94.8,89.1,-58.8,0,0,10:06:10
0.99,-0.67,94.8,93.9,-63.5,0,0,10:06:15
0.99,-0.68,94.8,93.9,-64.5,0,0,10:06:20
1.09,-0.75,94.9,103.4,-71.2,0,0,10:06:25
1.12,-0.79,94.9,106.3,-75,0,0,10:06:30
1.03,-0.69,94.9,97.7,-65.5,0,0,10:06:35
0.9,-0.57,94.8,85.3,-54,0,0,10:06:40
0.98,-0.66,94.9,93,-62.6,0,0,10:06:45
0.91,-0.59,94.8,86.3,-55.9,0,0,10:06:50
0.96,-0.42,94.8,91,-39.8,0,0,10:06:55
0.98,-0.65,94.9,93,-61.7,0,0,10:07:00
1.07,-0.73,94.9,101.5,-69.3,0,0,10:07:05
1.09,-0.75,94.9,103.4,-71.2,0,0,10:07:10
1.06,-0.73,94.9,100.6,-69.3,0,0,10:07:15
1.21,-0.87,94.9,114.8,-82.6,0,0,10:07:20
1.05,-0.72,94.9,99.6,-68.3,0,0,10:07:25
1.04,-0.7,94.9,98.7,-66.4,0,0,10:07:30
0.98,-0.66,94.9,93,-62.6,0,0,10:07:35
1.06,-0.73,94.9,100.6,-69.3,0,0,10:07:40
1.07,-0.73,94.9,101.5,-69.3,0,0,10:07:45
1.12,-0.78,95,106.4,-74.1,0,0,10:07:50
1.07,-0.73,94.9,101.5,-69.3,0,0,10:07:55
1.08,-0.74,94.9,102.5,-70.2,0,0,10:08:00
1.12,-0.78,94.9,106.3,-74,0,0,10:08:05
1.14,-0.8,94.9,108.2,-75.9,0,0,10:08:10
1.13,-0.8,94.9,107.2,-75.9,0,0,10:08:15
1.13,-0.8,95,107.4,-76,0,0,10:08:20
1.14,-0.8,95,108.3,-76,0,0,10:08:25
1.13,-0.8,95,107.4,-76,0,0,10:08:30
1.12,-0.79,94.9,106.3,-75,0,0,10:08:35
1.15,-0.8,94.9,109.1,-75.9,0,0,10:08:40
1.13,-0.79,94.9,107.2,-75,0,0,10:08:45
1.16,-0.82,95,110.2,-77.9,0,0,10:08:50
1.16,-0.82,95,110.2,-77.9,0,0,10:08:55
1.19,-0.83,95,113.1,-78.9,0,0,10:09:00
1.22,-0.87,94.9,115.8,-82.6,0,0,10:09:05
1.26,-0.92,95,119.7,-87.4,0,0,10:09:10
1.2,-0.84,95,114,-79.8,0,0,10:09:15
1.34,-0.98,95,127.3,-93.1,0,0,10:09:20
1.3,-0.96,95,123.5,-91.2,0,0,10:09:25
1.25,-0.92,95,118.8,-87.4,0,0,10:09:30
1.17,-0.84,95,111.2,-79.8,0,0,10:09:35
1.19,-0.86,95,113.1,-81.7,0,0,10:09:40
1.17,-0.84,95,111.2,-79.8,0,0,10:09:45
1.22,-0.89,95,115.9,-84.6,0,0,10:09:50
1.19,-0.86,95,113.1,-81.7,0,0,10:09:55
1.16,-0.83,95,110.2,-78.9,0,0,10:10:00
1.15,-0.82,95,109.3,-77.9,0,0,10:10:05
1.15,-0.83,94.9,109.1,-78.8,0,0,10:10:10
1.17,-0.83,95,111.2,-78.9,0,0,10:10:15
1.2,-0.86,95,114,-81.7,0,0,10:10:20
1.17,-0.84,95,111.2,-79.8,0,0,10:10:25
1.14,-0.81,95,108.3,-77,0,0,10:10:30
1.12,-0.8,95,106.4,-76,0,0,10:10:35
1.04,-0.74,95,98.8,-70.3,0,0,10:10:40
1.02,-0.7,95,96.9,-66.5,0,0,10:10:45
0.99,-0.68,95,94.1,-64.6,0,0,10:10:50
