Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
6.33,0.76,98.7,624.8,75,0,62,10:08:35
6.36,0.7,98.7,627.7,69.1,0,60,10:08:40
6.4,0.76,98.7,631.7,75,0,59,10:08:45
6.41,0.76,98.8,633.3,75.1,0,58,10:08:50
6.72,0.46,98.8,663.9,45.4,0,57,10:08:55
6.79,0.4,98.9,671.5,39.6,0,57,10:09:00
6.78,0.43,98.9,670.5,42.5,0,57,10:09:05
6.78,0.45,98.8,669.9,44.5,0,58,10:09:10
6.68,0.48,98.7,659.3,47.4,0,60,10:09:15
6.67,0.58,98.8,659,57.3,0,62,10:09:20
6.72,0.38,98.9,664.6,37.6,0,64,10:09:25
6.74,0.45,98.8,665.9,44.5,0,66,10:09:30
6.74,0.44,98.9,666.6,43.5,0,67,10:09:35
6.78,0.43,98.8,669.9,42.5,0,68,10:09:40
6.82,0.39,98.8,673.8,38.5,0,69,10:09:45
6.54,0.61,98.8,646.2,60.3,0,69,10:09:50
6.71,0.45,98.9,663.6,44.5,0,70,10:09:55
6.73,0.47,98.8,664.9,46.4,0,70,10:10:00
6.8,0.4,98.9,672.5,39.6,0,70,10:10:05
6.92,0.29,98.9,684.4,28.7,0,71,10:10:10
6.79,0.4,98.9,671.5,39.6,0,71,10:10:15
6.82,0.41,98.8,673.8,40.5,0,71,10:10:20
6.73,-5.97,99.8,671.7,-595.8,0,70,10:10:25
6.18,-5.46,99.7,616.1,-544.4,0,66,10:10:30
6.78,-0.52,99,671.2,-51.5,0,64,10:10:35
4.25,1.63,98.7,419.5,160.9,0,64,10:10:40
5.08,0.92,98.8,501.9,90.9,0,65,10:10:45
6.85,-0.62,99,678.2,-61.4,0,66,10:10:50
3.22,2.43,98.5,317.2,239.4,0,67,10:10:55
6.35,-0.1,98.9,628,-9.9,0,67,10:11:00
4.67,1.22,98.7,460.9,120.4,0,67,10:11:05
0.97,2.58,98.5,95.5,254.1,0,66,10:11:10
6.42,-2.99,99.3,637.5,-296.9,0,65,10:11:15
6.59,-5.85,99.8,657.7,-583.8,0,63,10:11:20
4.84,-4.21,99.6,482.1,-419.3,0,60,10:11:25
6.57,2.96,98.4,646.5,291.3,0,58,10:11:30
3.16,6.4,97.9,309.4,626.6,0,59,10:11:35
6.72,3.43,98.3,660.6,337.2,0,60,10:11:40
6.54,2.27,98.5,644.2,223.6,0,62,10:11:45
6.44,-5.71,99.8,642.7,-569.9,0,60,10:11:50
6.58,-5.82,99.8,656.7,-580.8,0,57,10:11:55
6.68,-5.92,99.9,667.3,-591.4,0,56,10:12:00
6.56,-5.81,99.9,655.3,-580.4,0,54,10:12:05
2.62,3.93,98.3,257.5,386.3,0,54,10:12:10
6.6,0.29,98.9,652.7,28.7,0,56,10:12:15
6.53,-1.46,99.2,647.8,-144.8,0,56,10:12:20
6.04,-0.99,99.1,598.6,-98.1,0,57,10:12:25
3.68,1,98.8,363.6,98.8,0,57,10:12:30
1.75,2.71,98.5,172.4,266.9,0,57,10:12:35
4.31,0.46,98.8,425.8,45.4,0,58,10:12:40
3.57,1.12,98.7,352.4,110.5,0,59,10:12:45
0.72,3.57,98.3,70.8,350.9,0,59,10:12:50
4.31,0.5,98.8,425.8,49.4,0,59,10:12:55
5.49,-0.52,99,543.5,-51.5,0,59,10:13:00
4.9,0,98.9,484.6,0,0,59,10:13:05
6.75,-1.59,99.2,669.6,-157.7,0,59,10:13:10
0.56,1.69,98.7,55.3,166.8,0,60,10:13:15
6.75,-3.29,99.4,671,-327,0,59,10:13:20
6.85,-1.63,99.2,679.5,-161.7,0,60,10:13:25
6.87,-1.63,99.2,681.5,-161.7,0,61,10:13:30
6.81,-1.65,99.2,675.6,-163.7,0,61,10:13:35
6.76,-6,99.8,674.6,-598.8,0,60,10:13:40
6.64,-5.86,100,664,-586,0,59,10:13:45
6.91,-1.05,99.2,685.5,-104.2,0,58,10:13:50
6.93,1.39,98.8,684.7,137.3,0,60,10:13:55
6.87,1.38,98.8,678.8,136.3,0,61,10:14:00
6.76,1.54,98.7,667.2,152,0,62,10:14:05
6,2.1,98.6,591.6,207.1,0,63,10:14:10
6.64,1.57,98.7,655.4,155,0,64,10:14:15
6.69,1.57,98.6,659.6,154.8,0,65,10:14:20
6.61,1.6,98.6,651.7,157.8,0,66,10:14:25
6.58,1.69,98.6,648.8,166.6,0,67,10:14:30
6.56,1.03,98.7,647.5,101.7,0,67,10:14:35
6.4,-5.66,99.8,638.7,-564.9,0,66,10:14:40
6.29,-5.56,99.8,627.7,-554.9,0,64,10:14:45
6.43,-5.69,99.8,641.7,-567.9,0,63,10:14:50
6.26,-5.54,99.8,624.7,-552.9,0,61,10:14:55
6.47,-5.72,100,647,-572,0,59,10:15:00
6.62,-5.87,100,662,-587,0,58,10:15:05
6.53,-5.79,100,653,-579,0,57,10:15:10
6.62,-5.88,100,662,-588,0,56,10:15:15
6.55,-5.8,100,655,-580,0,54,10:15:20
4.7,0.77,99,465.3,76.2,0,53,10:15:25
6.83,2.48,98.6,673.4,244.5,0,56,10:15:30
6.82,3.45,98.5,671.8,339.8,0,58,10:15:35
6.61,0.71,98.9,653.7,70.2,0,60,10:15:40
6.42,-5.69,100,642,-569,0,59,10:15:45
6.52,-5.78,100,652,-578,0,57,10:15:50
6.44,-5.7,100,644,-570,0,55,10:15:55
6.42,-5.68,100,642,-568,0,53,10:16:00
6.53,-5.8,100,653,-580,0,52,10:16:05
6.5,0.56,99,643.5,55.4,0,51,10:16:10
5.96,5.08,98.3,585.9,499.4,0,54,10:16:15
6.77,4.42,98.3,665.5,434.5,0,57,10:16:20
5.94,5.07,98.2,583.3,497.9,0,59,10:16:25
6.54,4.59,98.3,642.9,451.2,0,61,10:16:30
6.12,3.72,98.4,602.2,366,0,63,10:16:35
6.52,-2.96,99.4,648.1,-294.2,0,62,10:16:40
6.52,-3.22,99.5,648.7,-320.4,0,61,10:16:45
4.86,-1.72,99.3,482.6,-170.8,0,60,10:16:50
6.67,-2.41,99.4,663,-239.6,0,59,10:16:55
6.75,1.15,98.9,667.6,113.7,0,59,10:17:00
6.72,3.49,98.5,661.9,343.8,0,60,10:17:05
6.82,3.38,98.4,671.1,332.6,0,62,10:17:10
6.92,3.3,98.4,680.9,324.7,0,64,10:17:15
5.82,4.19,98.2,571.5,411.5,0,65,10:17:20
6.67,3.49,98.3,655.7,343.1,0,67,10:17:25
6.65,-5.89,99.8,663.7,-587.8,0,67,10:17:30
6.73,-5.98,99.9,672.3,-597.4,0,64,10:17:35
6.5,-5.75,99.9,649.4,-574.4,0,62,10:17:40
6.6,-5.85,100,660,-585,0,61,10:17:45
6.25,-5.52,99.9,624.4,-551.4,0,58,10:17:50
6.56,-0.24,99.1,650.1,-23.8,0,57,10:17:55
6.65,1.66,98.8,657,164,0,57,10:18:00
6.74,5.35,98.1,661.2,524.8,0,58,10:18:05
6.79,6.31,98,665.4,618.4,0,61,10:18:10
6.82,6.31,98,668.4,618.4,0,63,10:18:15
5.22,5.59,98,511.6,547.8,0,65,10:18:20
6.83,4.27,98.3,671.4,419.7,0,67,10:18:25
6.86,4.22,98.2,673.7,414.4,0,68,10:18:30
2.53,7.88,97.6,246.9,769.1,0,70,10:18:35
6.79,3.3,98.3,667.5,324.4,0,71,10:18:40
6.85,1.35,98.6,675.4,133.1,0,71,10:18:45
6.8,0.39,98.8,671.8,38.5,0,71,10:18:50
6.76,-0.54,98.9,668.6,-53.4,0,70,10:18:55
3.73,2.03,98.5,367.4,200,0,70,10:19:00
6.78,0.46,98.9,670.5,45.5,0,70,10:19:05
6.74,0.48,98.9,666.6,47.5,0,69,10:19:10
6.74,0.47,98.9,666.6,46.5,0,69,10:19:15
6.74,0.51,98.9,666.6,50.4,0,69,10:19:20
6.76,0.5,98.8,667.9,49.4,0,68,10:19:25
6.77,0.48,98.8,668.9,47.4,0,68,10:19:30
6.74,0.51,98.8,665.9,50.4,0,68,10:19:35
6.74,0.51,98.8,665.9,50.4,0,68,10:19:40
6.68,0.52,98.9,660.7,51.4,0,68,10:19:45
6.74,0.51,98.9,666.6,50.4,0,67,10:19:50
6.76,0.47,98.9,668.6,46.5,0,67,10:19:55
6.78,0.47,98.9,670.5,46.5,0,67,10:20:00
6.73,0.43,98.9,665.6,42.5,0,67,10:20:05
6.7,0.55,98.9,662.6,54.4,0,67,10:20:10
6.76,0.54,98.9,668.6,53.4,0,67,10:20:15
6.72,0.5,98.8,663.9,49.4,0,66,10:20:20
6.77,0.43,98.9,669.6,42.5,0,66,10:20:25
6.69,0.53,98.9,661.6,52.4,0,66,10:20:30
6.8,0.43,98.9,672.5,42.5,0,66,10:20:35
6.99,0.28,98.9,691.3,27.7,0,65,10:20:40
6.8,0.41,98.9,672.5,40.5,0,65,10:20:45
6.94,0.4,98.8,685.7,39.5,0,64,10:20:50
6.9,0.35,98.9,682.4,34.6,0,64,10:20:55
6.98,0.29,98.9,690.3,28.7,0,64,10:21:00
6.88,0.39,98.9,680.4,38.6,0,64,10:21:05
7,0.26,98.9,692.3,25.7,0,64,10:21:10
7.01,0.3,98.9,693.3,29.7,0,62,10:21:15
6.92,0.3,98.9,684.4,29.7,0,61,10:21:20
6.99,0.28,98.9,691.3,27.7,0,60,10:21:25
6.89,0.32,98.9,681.4,31.6,0,59,10:21:30
6.89,0.41,98.9,681.4,40.5,0,60,10:21:35
7.06,0.97,98.7,696.8,95.7,0,60,10:21:40
7.07,2.2,98.6,697.1,216.9,0,61,10:21:45
7.09,2.23,98.6,699.1,219.9,0,61,10:21:50
7.11,2.1,98.6,701,207.1,0,62,10:21:55
7.07,2.28,98.5,696.4,224.6,0,62,10:22:00
7.08,2.19,98.5,697.4,215.7,0,62,10:22:05
7.1,2.19,98.5,699.4,215.7,0,61,10:22:10
6.91,2.34,98.5,680.6,230.5,0,59,10:22:15
6.78,2.44,98.4,667.2,240.1,0,58,10:22:20
6.57,2.6,98.3,645.8,255.6,0,58,10:22:25
6.55,2.63,98.4,644.5,258.8,0,58,10:22:30
6.48,2.72,98.4,637.6,267.6,0,59,10:22:35
6.4,2.74,98.3,629.1,269.3,0,61,10:22:40
6.43,2.81,98.3,632.1,276.2,0,63,10:22:45
6.63,2.63,98.3,651.7,258.5,0,65,10:22:50
6.79,2.43,98.4,668.1,239.1,0,68,10:22:55
6.76,2.44,98.4,665.2,240.1,0,70,10:23:00
6.79,2.43,98.3,667.5,238.9,0,72,10:23:05
6.83,2.42,98.4,672.1,238.1,0,73,10:23:10
6.72,2.51,98.3,660.6,246.7,0,74,10:23:15
6.75,2.51,98.3,663.5,246.7,0,74,10:23:20
6.83,2.42,98.4,672.1,238.1,0,74,10:23:25
7.02,2.27,98.4,690.8,223.4,0,73,10:23:30
6.97,2.32,98.4,685.8,228.3,0,73,10:23:35
6.86,2.39,98.4,675,235.2,0,73,10:23:40
6.92,2.35,98.3,680.2,231,0,73,10:23:45
6.96,2.29,98.4,684.9,225.3,0,73,10:23:50
6.96,2.27,98.4,684.9,223.4,0,72,10:23:55
6.91,-0.1,98.8,682.7,-9.9,0,71,10:24:00
6.86,-0.63,98.9,678.5,-62.3,0,69,10:24:05
6.64,-0.46,98.9,656.7,-45.5,0,67,10:24:10
6.7,2.06,98.5,660,202.9,0,65,10:24:15
6.53,2.66,98.3,641.9,261.5,0,63,10:24:20
6.59,2.6,98.3,647.8,255.6,0,60,10:24:25
6.45,4.59,98,632.1,449.8,0,57,10:24:30
6.58,5.51,97.8,643.5,538.9,0,56,10:24:35
6.59,5.53,97.8,644.5,540.8,0,57,10:24:40
6.55,5.52,97.8,640.6,539.9,0,57,10:24:45
6.63,5.45,97.7,647.8,532.5,0,58,10:24:50
6.6,2.13,98.3,648.8,209.4,0,60,10:24:55
6.41,-5.68,99.6,638.4,-565.7,0,55,10:25:00
6.55,-5.81,99.6,652.4,-578.7,0,52,10:25:05
6.69,-1.21,99,662.3,-119.8,0,52,10:25:10
6.39,0.06,98.9,632,5.9,0,53,10:25:15
6.77,0.73,98.7,668.2,72.1,0,55,10:25:20
6.63,0.83,98.7,654.4,81.9,0,57,10:25:25
6.61,0.83,98.6,651.7,81.8,0,59,10:25:30
6.77,1.68,98.6,667.5,165.6,0,60,10:25:35
6.73,2.68,98.3,661.6,263.4,0,63,10:25:40
6.39,4.49,98,626.2,440,0,65,10:25:45
6.42,4.75,98,629.2,465.5,0,67,10:25:50
6.51,4.71,98,638,461.6,0,69,10:25:55
6.7,4.49,98,656.6,440,0,70,10:26:00
6.78,4.46,98,664.4,437.1,0,72,10:26:05
6.72,4.53,98,658.6,443.9,0,73,10:26:10
6.79,3.71,98,665.4,363.6,0,74,10:26:15
6.69,3.02,98.2,657,296.6,0,76,10:26:20
6.79,2.09,98.3,667.5,205.4,0,77,10:26:25
6.72,1.25,98.4,661.2,123,0,78,10:26:30
6.93,0.27,98.6,683.3,26.6,0,79,10:26:35
7.12,0.72,98.5,701.3,70.9,0,79,10:26:40
7.06,0.87,98.6,696.1,85.8,0,78,10:26:45
7.13,1.14,98.5,702.3,112.3,0,77,10:26:50
7.23,1.46,98.5,712.2,143.8,0,77,10:26:55
7.25,1.17,98.5,714.1,115.2,0,77,10:27:00
7.14,-0.11,98.7,704.7,-10.9,0,77,10:27:05
7.08,0.01,98.7,698.8,1,0,78,10:27:10
7.23,0.07,98.7,713.6,6.9,0,77,10:27:15
7.23,0.06,98.7,713.6,5.9,0,76,10:27:20
5.17,1.93,98.4,508.7,189.9,0,75,10:27:25
5.37,1.76,98.4,528.4,173.2,0,75,10:27:30
7.5,-0.06,98.7,740.3,-5.9,0,74,10:27:35
7.44,0,98.7,734.3,0,0,71,10:27:40
7.3,0.13,98.7,720.5,12.8,0,69,10:27:45
7.28,0.15,98.7,718.5,14.8,0,68,10:27:50
7.35,0.05,98.7,725.4,4.9,0,67,10:27:55
7.25,0.18,98.7,715.6,17.8,0,67,10:28:00
6.91,0.45,98.6,681.3,44.4,0,67,10:28:05
6.82,0.5,98.7,673.1,49.4,0,67,10:28:10
6.9,0.44,98.7,681,43.4,0,67,10:28:15
7.02,0.34,98.7,692.9,33.6,0,67,10:28:20
7.04,0.3,98.7,694.8,29.6,0,66,10:28:25
5.09,1.95,98.4,500.9,191.9,0,63,10:28:30
7.03,1.6,98.5,692.5,157.6,0,59,10:28:35
7.08,2.32,98.3,696,228.1,0,57,10:28:40
7.17,3.06,98.2,704.1,300.5,0,56,10:28:45
7.25,3.07,98.3,712.7,301.8,0,56,10:28:50
7.49,3.85,98.1,734.8,377.7,0,56,10:28:55
7.52,3.72,98.1,737.7,364.9,0,57,10:29:00
7.49,3.73,98,734,365.5,0,59,10:29:05
7.52,2.76,98.3,739.2,271.3,0,61,10:29:10
7.44,2.81,98.2,730.6,275.9,0,63,10:29:15
7.38,2.83,98.2,724.7,277.9,0,66,10:29:20
7.41,2.8,98.2,727.7,275,0,69,10:29:25
7.49,2.76,98.2,735.5,271,0,72,10:29:30
7.52,2.82,98.1,737.7,276.6,0,73,10:29:35
7.69,2.6,98.2,755.2,255.3,0,71,10:29:40
7.54,2.71,98.2,740.4,266.1,0,70,10:29:45
7.71,2.59,98.3,757.9,254.6,0,69,10:29:50
7.57,2.72,98.2,743.4,267.1,0,66,10:29:55
7.77,2.54,98.2,763,249.4,0,64,10:30:00
7.67,2.7,98.1,752.4,264.9,0,63,10:30:05
7.54,2.83,98.1,739.7,277.6,0,62,10:30:10
7.63,2.68,98.1,748.5,262.9,0,62,10:30:15
7.6,2.68,98.1,745.6,262.9,0,62,10:30:20
7.31,-0.83,98.7,721.5,-81.9,0,63,10:30:25
6.96,-6.13,99.5,692.5,-609.9,0,61,10:30:30
7.24,-6.42,99.6,721.1,-639.4,0,60,10:30:35
7.35,-6.55,99.8,733.5,-653.7,0,59,10:30:40
7.24,-6.45,99.8,722.6,-643.7,0,58,10:30:45
7.1,-6.33,99.8,708.6,-631.7,0,58,10:30:50
7.25,-6.46,99.8,723.6,-644.7,0,58,10:30:55
7.2,-6.41,99.8,718.6,-639.7,0,57,10:31:00
7.17,-6.37,99.8,715.6,-635.7,0,57,10:31:05
7.27,-6.44,99.8,725.5,-642.7,0,57,10:31:10
7.25,3.05,98.4,713.4,300.1,0,60,10:31:15
7.35,4.93,98,720.3,483.1,0,63,10:31:20
7.28,4.94,98,713.4,484.1,0,66,10:31:25
7.39,4.87,98,724.2,477.3,0,68,10:31:30
7.26,4.98,98,711.5,488,0,69,10:31:35
5.87,6.2,97.7,573.5,605.7,0,70,10:31:40
7.28,2,98.3,715.6,196.6,0,71,10:31:45
6.03,4.04,98,590.9,395.9,0,71,10:31:50
7.52,2.79,98.3,739.2,274.3,0,71,10:31:55
3.61,6.07,97.7,352.7,593,0,72,10:32:00
7.11,3.12,98.1,697.5,306.1,0,71,10:32:05
7.16,3.09,98.1,702.4,303.1,0,71,10:32:10
7.35,2.96,98.2,721.8,290.7,0,73,10:32:15
7.01,3.24,98.1,687.7,317.8,0,73,10:32:20
7.42,2.88,98.1,727.9,282.5,0,71,10:32:25
7.24,3.02,98.1,710.2,296.3,0,69,10:32:30
7.39,2.89,98.1,725,283.5,0,68,10:32:35
7.47,2,98.2,733.6,196.4,0,70,10:32:40
7.52,2.82,98.1,737.7,276.6,0,72,10:32:45
7.57,2.9,98.1,742.6,284.5,0,74,10:32:50
7.51,2.77,98.1,736.7,271.7,0,75,10:32:55
7.47,3.02,98.1,732.8,296.3,0,74,10:33:00
7.5,2.73,98.1,735.8,267.8,0,74,10:33:05
7.5,2.94,98.1,735.8,288.4,0,74,10:33:10
7.49,2.8,98.1,734.8,274.7,0,74,10:33:15
7.54,2.88,98.1,739.7,282.5,0,75,10:33:20
7.46,1.85,98.2,732.6,181.7,0,74,10:33:25
7.56,1.83,98.3,743.1,179.9,0,74,10:33:30
7.52,1.88,98.2,738.5,184.6,0,74,10:33:35
7.52,1.9,98.3,739.2,186.8,0,75,10:33:40
7.47,1.94,98.2,733.6,190.5,0,75,10:33:45
7.43,1.95,98.2,729.6,191.5,0,74,10:33:50
7.64,1.8,98.2,750.2,176.8,0,74,10:33:55
7.69,1.77,98.3,755.9,174,0,73,10:34:00
7.7,1.69,98.3,756.9,166.1,0,72,10:34:05
7.51,1.87,98.3,738.2,183.8,0,70,10:34:10
7.32,2,98.3,719.6,196.6,0,69,10:34:15
7.28,2.05,98.3,715.6,201.5,0,69,10:34:20
7.18,2.14,98.2,705.1,210.1,0,69,10:34:25
7.06,2.27,98.2,693.3,222.9,0,68,10:34:30
7.08,2.21,98.2,695.3,217,0,68,10:34:35
7.21,2.11,98.3,708.7,207.4,0,67,10:34:40
7.13,2.17,98.2,700.2,213.1,0,66,10:34:45
7,2.36,98.2,687.4,231.8,0,65,10:34:50
6.88,2.38,98.1,674.9,233.5,0,64,10:34:55
6.81,2.47,98.1,668.1,242.3,0,62,10:35:00
6.67,2.57,98.1,654.3,252.1,0,61,10:35:05
6.88,2.37,98.1,674.9,232.5,0,60,10:35:10
7.22,2.07,98.2,709,203.3,0,59,10:35:15
7.47,3.92,97.9,731.3,383.8,0,60,10:35:20
7.69,4.7,97.7,751.3,459.2,0,61,10:35:25
2.61,9.09,97,253.2,881.7,0,62,10:35:30
7.58,4.79,97.7,740.6,468,0,62,10:35:35
7.54,4.81,97.7,736.7,469.9,0,61,10:35:40
7.51,5.8,97.5,732.2,565.5,0,60,10:35:45
7.5,5.78,97.4,730.5,563,0,59,10:35:50
7.59,5.68,97.4,739.3,553.2,0,58,10:35:55
7.52,6.7,97.3,731.7,651.9,0,57,10:36:00
7.53,6.69,97.2,731.9,650.3,0,56,10:36:05
7.57,6.65,97.2,735.8,646.4,0,55,10:36:10
7.47,6.75,97.2,726.1,656.1,0,55,10:36:15
7.55,6.65,97.2,733.9,646.4,0,55,10:36:20
7.62,6.62,97.2,740.7,643.5,0,56,10:36:25
7.45,6.71,97.1,723.4,651.5,0,57,10:36:30
7.6,6.63,97.1,738,643.8,0,59,10:36:35
7.5,6.68,97.1,728.3,648.6,0,62,10:36:40
4.47,9.36,96.7,432.2,905.1,0,65,10:36:45
7.61,5.5,97.3,740.5,535.2,0,67,10:36:50
7.52,1.76,98,737,172.5,0,69,10:36:55
7.48,-0.15,98.3,735.3,-14.7,0,69,10:37:00
7.48,-0.14,98.3,735.3,-13.8,0,71,10:37:05
7.58,-0.23,98.3,745.1,-22.6,0,74,10:37:10
7.38,0.06,98.3,725.5,5.9,0,76,10:37:15
7.36,-0.94,98.5,725,-92.6,0,78,10:37:20
7.73,-0.2,98.4,760.6,-19.7,0,78,10:37:25
6.64,0.99,98.2,652,97.2,0,77,10:37:30
4.66,2.98,97.9,456.2,291.7,0,76,10:37:35
7.56,0.88,98.2,742.4,86.4,0,75,10:37:40
5.42,2.57,98,531.2,251.9,0,75,10:37:45
3.53,4.28,97.7,344.9,418.2,0,74,10:37:50
7.78,0.71,98.3,764.8,69.8,0,73,10:37:55
7.8,1.62,98.1,765.2,158.9,0,72,10:38:00
7.83,1.63,98.1,768.1,159.9,0,70,10:38:05
7.73,1.71,98.1,758.3,167.8,0,68,10:38:10
7.7,1.72,98.1,755.4,168.7,0,64,10:38:15
6.75,2.57,97.9,660.8,251.6,0,61,10:38:20
7.51,1.89,98.1,736.7,185.4,0,58,10:38:25
7.29,2.08,98,714.4,203.8,0,56,10:38:30
7.54,1.84,98.1,739.7,180.5,0,54,10:38:35
7.6,1.78,98.1,745.6,174.6,0,54,10:38:40
7.62,1.76,98.1,747.5,172.7,0,55,10:38:45
7.62,1.79,98.1,747.5,175.6,0,57,10:38:50
7.62,1.76,98,746.8,172.5,0,60,10:38:55
7.59,3.42,97.8,742.3,334.5,0,65,10:39:00
7.63,3.68,97.7,745.5,359.5,0,70,10:39:05
7.54,3.76,97.7,736.7,367.4,0,74,10:39:10
4.32,5.14,97.5,421.2,501.2,0,76,10:39:15
7.56,2.44,97.9,740.1,238.9,0,77,10:39:20
7.38,1.38,98.1,724,135.4,0,78,10:39:25
7.5,0.36,98.3,737.3,35.4,0,78,10:39:30
7.57,0,98.3,744.1,0,0,79,10:39:35
7.25,-0.17,98.3,712.7,-16.7,0,79,10:39:40
7.53,-0.49,98.4,741,-48.2,0,79,10:39:45
7.3,-1.38,98.6,719.8,-136.1,0,79,10:39:50
7.49,-3.01,98.8,740,-297.4,0,78,10:39:55
7.26,-10.51,100,726,-1051,0,77,10:40:00
6.7,-20.58,101.7,681.4,-2093,0,68,10:40:05
7.39,-6.6,99.6,736,-657.4,0,67,10:40:10
7.57,-6.76,99.6,754,-673.3,0,65,10:40:15
7.42,-1.75,98.9,733.8,-173.1,0,64,10:40:20
7.42,1.11,98.5,730.9,109.3,0,64,10:40:25
7.51,1.1,98.4,739,108.2,0,65,10:40:30
7.55,1.02,98.4,742.9,100.4,0,65,10:40:35
7.61,1.01,98.4,748.8,99.4,0,65,10:40:40
7.42,1.09,98.4,730.1,107.3,0,66,10:40:45
7.45,1.13,98.3,732.3,111.1,0,66,10:40:50
7.78,1.85,98.3,764.8,181.9,0,66,10:40:55
7.23,4.13,97.8,707.1,403.9,0,67,10:41:00
7.34,4.01,97.8,717.9,392.2,0,67,10:41:05
7.42,3.95,97.8,725.7,386.3,0,67,10:41:10
7.46,3.87,97.8,729.6,378.5,0,66,10:41:15
7.46,3.94,97.8,729.6,385.3,0,65,10:41:20
7.33,4,97.7,716.1,390.8,0,63,10:41:25
7.5,3.83,97.7,732.8,374.2,0,61,10:41:30
7.47,3.89,97.7,729.8,380.1,0,62,10:41:35
7.5,3.78,97.8,733.5,369.7,0,63,10:41:40
7.52,3.82,97.7,734.7,373.2,0,65,10:41:45
7.55,3.82,97.7,737.6,373.2,0,69,10:41:50
7.56,3.94,97.7,738.6,384.9,0,74,10:41:55
7.52,2.97,97.9,736.2,290.8,0,76,10:42:00
6.74,3.63,97.7,658.5,354.7,0,76,10:42:05
7.6,2.86,97.8,743.3,279.7,0,76,10:42:10
7.59,2.84,97.9,743.1,278,0,76,10:42:15
7.62,2.7,97.9,746,264.3,0,76,10:42:20
4.8,4.75,97.5,468,463.1,0,76,10:42:25
7.55,2.8,97.8,738.4,273.8,0,76,10:42:30
7.48,3.13,97.8,731.5,306.1,0,75,10:42:35
1.66,8,97,161,776,0,75,10:42:40
7.53,3.72,97.7,735.7,363.4,0,74,10:42:45
5.05,5.68,97.3,491.4,552.7,0,74,10:42:50
7.6,3.69,97.6,741.8,360.1,0,74,10:42:55
6.17,4.84,97.4,601,471.4,0,74,10:43:00
5.33,5.11,97.4,519.1,497.7,0,75,10:43:05
7.66,3.23,97.7,748.4,315.6,0,75,10:43:10
7.67,3.22,97.7,749.4,314.6,0,75,10:43:15
6.63,3.83,97.6,647.1,373.8,0,75,10:43:20
2.97,6.59,97.1,288.4,639.9,0,75,10:43:25
7.77,3.09,97.7,759.1,301.9,0,75,10:43:30
7.78,3.7,97.6,759.3,361.1,0,72,10:43:35
7.81,3.53,97.7,763,344.9,0,69,10:43:40
7.81,3.52,97.7,763,343.9,0,66,10:43:45
7.8,3.57,97.6,761.3,348.4,0,64,10:43:50
7.79,3.59,97.6,760.3,350.4,0,62,10:43:55
7.44,3.89,97.5,725.4,379.3,0,61,10:44:00
7.89,3.46,97.7,770.9,338,0,62,10:44:05
7.9,6.58,97,766.3,638.3,0,64,10:44:10
7.88,7.37,96.9,763.6,714.2,0,65,10:44:15
7.89,7.38,96.9,764.5,715.1,0,65,10:44:20
7.82,7.43,96.8,757,719.2,0,63,10:44:25
7.96,7.29,96.8,770.5,705.7,0,60,10:44:30
8,8,96.7,773.6,773.6,0,58,10:44:35
8.16,11.38,96.2,785,1094.8,0,57,10:44:40
8.21,11.29,96.2,789.8,1086.1,0,56,10:44:45
8.16,11.32,96.2,785,1089,0,56,10:44:50
8.1,11.4,96.2,779.2,1096.7,0,57,10:44:55
8.12,11.31,96.1,780.3,1086.9,0,58,10:45:00
8.09,5.03,97,784.7,487.9,0,60,10:45:05
7.87,2.33,97.4,766.5,226.9,0,60,10:45:10
7.16,0.89,97.7,699.5,87,0,62,10:45:15
6.46,2.59,97.5,629.9,252.5,0,65,10:45:20
7.78,2.42,97.6,759.3,236.2,0,70,10:45:25
7.19,2.26,97.6,701.7,220.6,0,76,10:45:30
7.76,-1.7,98.2,762,-166.9,0,79,10:45:35
7.79,-2.45,98.4,766.5,-241.1,0,80,10:45:40
7.78,-0.85,98.2,764,-83.5,0,78,10:45:45
7.91,1.96,97.8,773.6,191.7,0,77,10:45:50
7.48,4.85,97.3,727.8,471.9,0,74,10:45:55
8.01,5.25,97.1,777.8,509.8,0,71,10:46:00
7.93,5.31,97.1,770,515.6,0,67,10:46:05
7.92,5.31,97.1,769,515.6,0,66,10:46:10
8.01,5.25,97.1,777.8,509.8,0,67,10:46:15
7.92,5.3,97.1,769,514.6,0,69,10:46:20
7.98,3.49,97.4,777.3,339.9,0,71,10:46:25
7.63,3.72,97.4,743.2,362.3,0,74,10:46:30
7.81,2.65,97.5,761.5,258.4,0,76,10:46:35
7.83,1.02,97.8,765.8,99.8,0,77,10:46:40
8.01,-0.33,98,785,-32.3,0,78,10:46:45
7.71,-0.86,98.2,757.1,-84.5,0,79,10:46:50
7.51,-2.83,98.4,739,-278.5,0,80,10:46:55
7.81,-5.4,98.9,772.4,-534.1,0,81,10:47:00
7.55,-6.85,99.2,749,-679.5,0,82,10:47:05
7.68,-5.94,99.1,761.1,-588.7,0,82,10:47:10
7.77,-3.67,98.7,766.9,-362.2,0,80,10:47:15
7.69,-0.89,98.3,755.9,-87.5,0,79,10:47:20
7.81,0.65,98.1,766.2,63.8,0,78,10:47:25
7.88,1.55,97.9,771.5,151.7,0,76,10:47:30
7.78,2.53,97.8,760.9,247.4,0,75,10:47:35
