Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
2.48,7.04,99.3,246.3,699.1,0,57,8:42:20
1.44,6.91,99.3,143,686.2,0,56,8:42:25
3.09,5.59,99.5,307.5,556.2,0,57,8:42:30
1.69,7.7,99.2,167.6,763.8,0,58,8:42:35
3.23,8.39,99,319.8,830.6,0,61,8:42:40
2.48,8.99,98.9,245.3,889.1,0,65,8:42:45
2.89,8.63,98.9,285.8,853.5,0,69,8:42:50
2.98,5.33,99.6,296.8,530.9,0,72,8:42:55
0.59,-0.29,100.6,59.4,-29.2,0,72,8:43:00
1.22,-0.87,100.7,122.9,-87.6,0,71,8:43:05
2.65,-2.19,100.9,267.4,-221,0,70,8:43:10
2.63,-2.16,100.9,265.4,-217.9,0,68,8:43:15
2.73,1.97,100.4,274.1,197.8,0,66,8:43:20
0.32,4.97,99.8,31.9,496,0,65,8:43:25
0.45,6.78,99.5,44.8,674.6,0,65,8:43:30
0.47,6.83,99.4,46.7,678.9,0,64,8:43:35
0.43,6.9,99.3,42.7,685.2,0,64,8:43:40
0.55,6.78,99.3,54.6,673.3,0,64,8:43:45
0.32,7.91,99.2,31.7,784.7,0,63,8:43:50
2.13,7.34,99.2,211.3,728.1,0,64,8:43:55
1.38,3.29,100,138,329,0,63,8:44:00
2.38,2.96,100,238,296,0,62,8:44:05
2.18,4.9,99.6,217.1,488,0,62,8:44:10
1.6,4.83,99.6,159.4,481.1,0,62,8:44:15
1.71,4.84,99.6,170.3,482.1,0,62,8:44:20
1.71,4.69,99.7,170.5,467.6,0,62,8:44:25
1.34,-0.97,100.7,134.9,-97.7,0,61,8:44:30
2.03,-11.63,102.5,208.1,-1192.1,0,55,8:44:35
1.55,-9.88,102.3,158.6,-1010.7,0,47,8:44:40
1.29,-8.32,102.1,131.7,-849.5,0,39,8:44:45
2.14,-1.72,101,216.1,-173.7,0,32,8:44:50
1.9,-1.49,101,191.9,-150.5,0,30,8:44:55
1.71,-1.31,100.9,172.5,-132.2,0,28,8:45:00
2.43,3.31,100.2,243.5,331.7,0,28,8:45:05
3.04,5.67,99.8,303.4,565.9,0,32,8:45:10
2.76,6.81,99.5,274.6,677.6,0,36,8:45:15
2.7,6.87,99.4,268.4,682.9,0,40,8:45:20
2.77,6.79,99.4,275.3,674.9,0,43,8:45:25
3.05,5.58,99.6,303.8,555.8,0,46,8:45:30
2.91,-2.42,101,293.9,-244.4,0,46,8:45:35
2.45,1.69,100.4,246,169.7,0,44,8:45:40
2.71,8.79,99.1,268.6,871.1,0,46,8:45:45
2.61,8.88,99,258.4,879.1,0,49,8:45:50
2.51,7.99,99.1,248.7,791.8,0,51,8:45:55
2.44,-1.99,100.9,246.2,-200.8,0,50,8:46:00
1.6,-1.21,100.8,161.3,-122,0,46,8:46:05
1.74,-1.35,100.9,175.6,-136.2,0,43,8:46:10
1.87,-1.47,100.9,188.7,-148.3,0,39,8:46:15
1.81,3.57,100,181,357,0,37,8:46:20
2.47,8.01,99.2,245,794.6,0,41,8:46:25
2.3,8.14,99.2,228.2,807.5,0,45,8:46:30
2.18,-2.07,100.9,220,-208.9,0,44,8:46:35
1.22,-6.49,101.7,124.1,-660,0,22,8:46:40
2.11,-1.72,101,213.1,-173.7,0,5,8:46:45
2.19,-1.77,101,221.2,-178.8,0,0,8:46:50
2.3,-1.86,101,232.3,-187.9,0,0,8:46:55
2.3,-1.86,101,232.3,-187.9,0,0,8:47:00
2.12,4.58,99.9,211.8,457.5,0,8,8:47:05
2.3,6.27,99.5,228.9,623.9,0,19,8:47:10
2.45,7.09,99.3,243.3,704,0,29,8:47:15
2.49,8.04,99.2,247,797.6,0,37,8:47:20
2.4,7.06,99.3,238.3,701.1,0,44,8:47:25
2.27,7.18,99.2,225.2,712.3,0,50,8:47:30
2.11,6.23,99.4,209.7,619.3,0,56,8:47:35
2.94,4.63,99.8,293.4,462.1,0,61,8:47:40
2.81,3.72,99.9,280.7,371.6,0,65,8:47:45
0.48,1.57,100.3,48.1,157.5,0,69,8:47:50
2.94,2.75,100.1,294.3,275.3,0,71,8:47:55
2.72,3.93,99.9,271.7,392.6,0,72,8:48:00
2.81,3.88,99.8,280.4,387.2,0,72,8:48:05
1.79,4.68,99.7,178.5,466.6,0,72,8:48:10
0.83,5,99.6,82.7,498,0,72,8:48:15
1.51,-1.14,100.7,152.1,-114.8,0,70,8:48:20
2.52,-2.06,100.9,254.3,-207.9,0,69,8:48:25
1.38,-1.01,100.7,139,-101.7,0,69,8:48:30
2.14,-1.72,100.9,215.9,-173.5,0,69,8:48:35
2.2,-1.77,100.9,222,-178.6,0,69,8:48:40
0.55,11.96,98.6,54.2,1179.3,0,70,8:48:45
2.47,10.26,98.8,244,1013.7,0,70,8:48:50
0.47,12.14,98.4,46.2,1194.6,0,68,8:48:55
0.43,12.2,98.4,42.3,1200.5,0,66,8:49:00
2.33,10.36,98.6,229.7,1021.5,0,64,8:49:05
2.56,9.88,98.6,252.4,974.2,0,63,8:49:10
0.46,12.11,98.3,45.2,1190.4,0,63,8:49:15
1.01,12.63,98.3,99.3,1241.5,0,64,8:49:20
2.03,11.74,98.3,199.5,1154,0,65,8:49:25
2.04,11.32,98.4,200.7,1113.9,0,67,8:49:30
0.77,-0.45,100.4,77.3,-45.2,0,66,8:49:35
0.58,-0.28,100.4,58.2,-28.1,0,64,8:49:40
2,-1.59,100.7,201.4,-160.1,0,61,8:49:45
2.94,-2.41,100.9,296.6,-243.2,0,59,8:49:50
2.75,-2.28,100.9,277.5,-230.1,0,51,8:49:55
0.52,-17.85,103.4,53.8,-1845.7,0,47,8:50:00
2.52,-2.06,100.9,254.3,-207.9,0,44,8:50:05
0.62,0.71,100.5,62.3,71.4,0,42,8:50:10
2.68,9.81,98.9,265.1,970.2,0,46,8:50:15
2.12,11.66,98.5,208.8,1148.5,0,51,8:50:20
2.56,-2.16,100.8,258,-217.7,0,44,8:50:25
1.62,-9.24,102,165.2,-942.5,0,27,8:50:30
2.53,9.86,98.9,250.2,975.2,0,33,8:50:35
2.53,7.84,99.1,250.7,776.9,0,38,8:50:40
2.82,4.65,99.6,280.9,463.1,0,42,8:50:45
2.84,2.71,100,284,271,0,43,8:50:50
2.53,3.96,99.8,252.5,395.2,0,44,8:50:55
2.85,3.71,99.8,284.4,370.3,0,47,8:51:00
2.98,4.57,99.6,296.8,455.2,0,49,8:51:05
3.02,6.53,99.3,299.9,648.4,0,52,8:51:10
2.51,6.95,99.2,249,689.4,0,54,8:51:15
2.23,5.71,99.4,221.7,567.6,0,57,8:51:20
2.87,3.68,99.8,286.4,367.3,0,61,8:51:25
2.94,1.61,100.2,294.6,161.3,0,63,8:51:30
2.75,1.77,100.1,275.3,177.2,0,65,8:51:35
2.91,-2.43,100.9,293.6,-245.2,0,64,8:51:40
2.85,-2.37,100.8,287.3,-238.9,0,63,8:51:45
0.86,-0.54,100.6,86.5,-54.3,0,61,8:51:50
2.89,2.75,100,289,275,0,61,8:51:55
1.55,3.92,99.8,154.7,391.2,0,61,8:52:00
2.74,-2.27,100.9,276.5,-229,0,62,8:52:05
2.21,-1.78,100.8,222.8,-179.4,0,64,8:52:10
0.54,-0.21,100.6,54.3,-21.1,0,67,8:52:15
0.6,-0.3,100.6,60.4,-30.2,0,71,8:52:20
0.61,-0.31,100.6,61.4,-31.2,0,74,8:52:25
0.59,-0.33,100.6,59.4,-33.2,0,75,8:52:30
0.68,-0.53,100.7,68.5,-53.4,0,76,8:52:35
0.61,-0.6,100.7,61.4,-60.4,0,77,8:52:40
0.47,-0.22,100.6,47.3,-22.1,0,75,8:52:45
1.23,-0.89,100.7,123.9,-89.6,0,70,8:52:50
0.61,7.25,99.3,60.6,719.9,0,63,8:52:55
2.07,10.26,98.8,204.5,1013.7,0,58,8:53:00
1.42,11.31,98.6,140,1115.2,0,55,8:53:05
2.08,10.58,98.6,205.1,1043.2,0,53,8:53:10
1.82,10.87,98.5,179.3,1070.7,0,53,8:53:15
1.18,11.45,98.4,116.1,1126.7,0,55,8:53:20
0.59,13.04,98.1,57.9,1279.2,0,58,8:53:25
0.88,12.77,98.2,86.4,1254,0,60,8:53:30
2.49,11.36,98.3,244.8,1116.7,0,63,8:53:35
2.51,12.38,98.2,246.5,1215.7,0,65,8:53:40
2.69,11.14,98.3,264.4,1095.1,0,67,8:53:45
3.26,9.22,98.6,321.4,909.1,0,68,8:53:50
2.98,8.45,98.7,294.1,834,0,67,8:53:55
3.07,7.37,98.9,303.6,728.9,0,66,8:54:00
2.93,6.56,99.1,290.4,650.1,0,66,8:54:05
2.34,-1.89,100.5,235.2,-189.9,0,64,8:54:10
3.11,-2.61,100.7,313.2,-262.8,0,62,8:54:15
2.88,-2.4,100.7,290,-241.7,0,60,8:54:20
3.22,-2.71,100.8,324.6,-273.2,0,58,8:54:25
3.01,-2.52,100.8,303.4,-254,0,56,8:54:30
3.01,-2.52,100.9,303.7,-254.3,0,53,8:54:35
3.12,-2.62,100.9,314.8,-264.4,0,51,8:54:40
0.49,-0.19,100.6,49.3,-19.1,0,48,8:54:45
3.06,-2.57,100.9,308.8,-259.3,0,45,8:54:50
3.22,-0.03,100.5,323.6,-3,0,43,8:54:55
3.33,7.93,99.1,330,785.9,0,46,8:55:00
1.95,11.95,98.4,191.9,1175.9,0,50,8:55:05
2.76,-2.94,100.8,278.2,-296.4,0,53,8:55:10
0.9,-15.59,103,92.7,-1605.8,0,38,8:55:15
2.07,-2.57,100.9,208.9,-259.3,0,11,8:55:20
3.05,-2.56,101,308.1,-258.6,0,0,8:55:25
3.05,-2.56,101,308.1,-258.6,0,0,8:55:30
3.06,-2.57,101,309.1,-259.6,0,0,8:55:35
3.06,-2.57,101,309.1,-259.6,0,0,8:55:40
3.06,-2.57,101,309.1,-259.6,0,0,8:55:45
3.08,-2.59,101,311.1,-261.6,0,0,8:55:50
3.07,-2.57,101,310.1,-259.6,0,0,8:55:55
3.15,5.71,99.5,313.4,568.1,0,11,8:56:00
1.78,10.73,98.7,175.7,1059.1,0,24,8:56:05
2.84,10.99,98.6,280,1083.6,0,32,8:56:10
2.6,11.2,98.5,256.1,1103.2,0,39,8:56:15
2.68,11.17,98.5,264,1100.2,0,44,8:56:20
2.81,11.02,98.5,276.8,1085.5,0,48,8:56:25
1.97,10.5,98.5,194,1034.3,0,52,8:56:30
2.36,8.22,98.8,233.2,812.1,0,55,8:56:35
2.71,7.66,98.9,268,757.6,0,57,8:56:40
2.6,7.72,98.9,257.1,763.5,0,60,8:56:45
2.89,6.55,99.2,286.7,649.8,0,62,8:56:50
2.78,6.64,99.1,275.5,658,0,63,8:56:55
3.2,6.23,99.2,317.4,618,0,65,8:57:00
2.98,6.42,99.1,295.3,636.2,0,67,8:57:05
2.08,7.18,99,205.9,710.8,0,70,8:57:10
1.86,7.36,99,184.1,728.6,0,72,8:57:15
3.01,5.5,99.2,298.6,545.6,0,74,8:57:20
3.1,4.55,99.4,308.1,452.3,0,75,8:57:25
2.15,-1.69,100.5,216.1,-169.8,0,74,8:57:30
2.61,-2.15,100.6,262.6,-216.3,0,71,8:57:35
2.8,-2.33,100.7,282,-234.6,0,69,8:57:40
2.34,-1.86,100.6,235.4,-187.1,0,66,8:57:45
2.11,-1.69,100.6,212.3,-170,0,63,8:57:50
1.29,-0.94,100.6,129.8,-94.6,0,60,8:57:55
1.31,4.11,99.7,130.6,409.8,0,58,8:58:00
1.55,5.81,99.4,154.1,577.5,0,57,8:58:05
2.8,6.7,99.2,277.8,664.6,0,58,8:58:10
2.9,6.63,99.2,287.7,657.7,0,60,8:58:15
2.83,6.71,99.1,280.5,665,0,61,8:58:20
2.86,6.66,99.2,283.7,660.7,0,63,8:58:25
2.37,7.06,99,234.6,698.9,0,65,8:58:30
2.91,6.64,99.1,288.4,658,0,67,8:58:35
2.89,6.64,99.1,286.4,658,0,69,8:58:40
3.27,6.32,99.2,324.4,626.9,0,70,8:58:45
3.24,6.34,99.1,321.1,628.3,0,72,8:58:50
1.73,7.61,98.9,171.1,752.6,0,73,8:58:55
2.61,6.8,99,258.4,673.2,0,74,8:59:00
0.62,8.46,98.7,61.2,835,0,76,8:59:05
0.55,7.8,98.9,54.4,771.4,0,76,8:59:10
1.09,7.16,98.9,107.8,708.1,0,77,8:59:15
1.83,6.2,99.1,181.4,614.4,0,78,8:59:20
2.49,5.74,99.1,246.8,568.8,0,78,8:59:25
1.78,5.12,99.3,176.8,508.4,0,78,8:59:30
0.88,5.78,99.2,87.3,573.4,0,78,8:59:35
