Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
6.09,-5.39,93.4,568.8,-503.4,0,0,10:00:20
6.1,-5.41,93.4,569.7,-505.3,0,0,10:00:25
6.1,-5.41,93.4,569.7,-505.3,0,0,10:00:30
6.09,-5.39,93.4,568.8,-503.4,0,0,10:00:35
6.09,-5.39,93.3,568.2,-502.9,0,0,10:00:40
6.08,-5.38,93.4,567.9,-502.5,0,0,10:00:45
6.11,-5.41,93.4,570.7,-505.3,0,0,10:00:50
6.1,-5.41,93.4,569.7,-505.3,0,0,10:00:55
6.11,-5.42,93.4,570.7,-506.2,0,0,10:01:00
6.11,-5.42,93.4,570.7,-506.2,0,0,10:01:05
6.11,-5.42,93.4,570.7,-506.2,0,0,10:01:10
6.12,-5.42,93.4,571.6,-506.2,0,0,10:01:15
6.13,-5.42,93.4,572.5,-506.2,0,0,10:01:20
6.12,-5.42,93.4,571.6,-506.2,0,0,10:01:25
6.11,-5.42,93.4,570.7,-506.2,0,0,10:01:30
6.12,-5.42,93.4,571.6,-506.2,0,0,10:01:35
6.12,-5.42,93.4,571.6,-506.2,0,0,10:01:40
6.11,-5.41,93.4,570.7,-505.3,0,0,10:01:45
6.12,-5.42,93.5,572.2,-506.8,0,0,10:01:50
6.12,-5.43,93.5,572.2,-507.7,0,0,10:01:55
6.14,-5.44,93.6,574.7,-509.2,0,0,10:02:00
6.11,-5.41,93.5,571.3,-505.8,0,0,10:02:05
6.11,-5.41,93.5,571.3,-505.8,0,0,10:02:10
6.13,-5.43,93.6,573.8,-508.2,0,0,10:02:15
6.12,-5.43,93.6,572.8,-508.2,0,0,10:02:20
6.14,-5.44,93.6,574.7,-509.2,0,0,10:02:25
6.12,-5.43,93.6,572.8,-508.2,0,0,10:02:30
6.14,-5.44,93.6,574.7,-509.2,0,0,10:02:35
6.14,-5.44,93.6,574.7,-509.2,0,0,10:02:40
6.13,-5.44,93.6,573.8,-509.2,0,0,10:02:45
6.14,-5.44,93.6,574.7,-509.2,0,0,10:02:50
6.12,-5.43,93.6,572.8,-508.2,0,0,10:02:55
6.13,-5.43,93.6,573.8,-508.2,0,0,10:03:00
6.13,-5.43,93.6,573.8,-508.2,0,0,10:03:05
6.16,-5.46,93.6,576.6,-511.1,0,0,10:03:10
6.14,-5.44,93.6,574.7,-509.2,0,0,10:03:15
6.15,-5.44,93.6,575.6,-509.2,0,0,10:03:20
6.15,-5.44,93.6,575.6,-509.2,0,0,10:03:25
6.14,-5.44,93.6,574.7,-509.2,0,0,10:03:30
6.15,-5.45,93.6,575.6,-510.1,0,0,10:03:35
6.15,-5.44,93.6,575.6,-509.2,0,0,10:03:40
6.17,-5.46,93.7,578.1,-511.6,0,0,10:03:45
6.16,-5.45,93.7,577.2,-510.7,0,0,10:03:50
6.16,-5.45,93.7,577.2,-510.7,0,0,10:03:55
6.17,-5.46,93.7,578.1,-511.6,0,0,10:04:00
6.17,-5.47,93.7,578.1,-512.5,0,0,10:04:05
6.17,-5.46,93.7,578.1,-511.6,0,0,10:04:10
6.17,-5.46,93.7,578.1,-511.6,0,0,10:04:15
6.18,-5.47,93.7,579.1,-512.5,0,0,10:04:20
6.17,-5.46,93.7,578.1,-511.6,0,0,10:04:25
6.18,-5.48,93.7,579.1,-513.5,0,0,10:04:30
6.16,-5.46,93.7,577.2,-511.6,0,0,10:04:35
6.17,-5.46,93.7,578.1,-511.6,0,0,10:04:40
6.17,-5.47,93.7,578.1,-512.5,0,0,10:04:45
6.19,-5.47,93.7,580,-512.5,0,0,10:04:50
6.17,-5.46,93.7,578.1,-511.6,0,0,10:04:55
6.19,-5.48,93.8,580.6,-514,0,0,10:05:00
6.19,-5.49,93.8,580.6,-515,0,0,10:05:05
6.18,-5.47,93.8,579.7,-513.1,0,0,10:05:10
6.18,-5.47,93.8,579.7,-513.1,0,0,10:05:15
6.17,-5.47,93.9,579.4,-513.6,0,0,10:05:20
6.19,-5.48,93.9,581.2,-514.6,0,0,10:05:25
6.18,-5.47,93.9,580.3,-513.6,0,0,10:05:30
6.16,-5.46,93.9,578.4,-512.7,0,0,10:05:35
6.18,-5.48,93.9,580.3,-514.6,0,0,10:05:40
6.19,-5.49,93.9,581.2,-515.5,0,0,10:05:45
6.19,-5.49,93.9,581.2,-515.5,0,0,10:05:50
6.2,-5.49,93.9,582.2,-515.5,0,0,10:05:55
6.2,-5.49,93.9,582.2,-515.5,0,0,10:06:00
6.21,-5.5,93.9,583.1,-516.5,0,0,10:06:05
6.2,-5.5,93.9,582.2,-516.5,0,0,10:06:10
6.19,-5.49,93.9,581.2,-515.5,0,0,10:06:15
6.2,-5.49,93.9,582.2,-515.5,0,0,10:06:20
6.19,-5.48,93.9,581.2,-514.6,0,0,10:06:25
6.19,-5.49,93.9,581.2,-515.5,0,0,10:06:30
6.18,-5.47,93.9,580.3,-513.6,0,0,10:06:35
6.19,-5.49,93.9,581.2,-515.5,0,0,10:06:40
6.2,-5.5,93.9,582.2,-516.5,0,0,10:06:45
6.23,-5.52,93.9,585,-518.3,0,0,10:06:50
6.23,-5.52,94,585.6,-518.9,0,0,10:06:55
6.23,-5.53,94,585.6,-519.8,0,0,10:07:00
6.23,-5.52,94,585.6,-518.9,0,0,10:07:05
6.23,-5.52,94,585.6,-518.9,0,0,10:07:10
6.24,-5.54,94,586.6,-520.8,0,0,10:07:15
6.22,-5.51,94,584.7,-517.9,0,0,10:07:20
6.22,-5.51,94,584.7,-517.9,0,0,10:07:25
6.23,-5.52,94,585.6,-518.9,0,0,10:07:30
6.22,-5.52,94,584.7,-518.9,0,0,10:07:35
6.21,-5.51,94,583.7,-517.9,0,0,10:07:40
6.25,-5.54,94,587.5,-520.8,0,0,10:07:45
6.25,-5.55,94,587.5,-521.7,0,0,10:07:50
6.23,-5.52,94,585.6,-518.9,0,0,10:07:55
6.26,-5.55,94,588.4,-521.7,0,0,10:08:00
6.24,-5.53,94.1,587.2,-520.4,0,0,10:08:05
6.23,-5.53,94,585.6,-519.8,0,0,10:08:10
6.25,-5.54,94.1,588.1,-521.3,0,0,10:08:15
6.26,-5.55,94.1,589.1,-522.3,0,0,10:08:20
6.26,-5.56,94.1,589.1,-523.2,0,0,10:08:25
6.26,-5.55,94.2,589.7,-522.8,0,0,10:08:30
6.24,-5.54,94.2,587.8,-521.9,0,0,10:08:35
6.26,-5.56,94.2,589.7,-523.8,0,0,10:08:40
6.25,-5.54,94.2,588.8,-521.9,0,0,10:08:45
6.27,-5.56,94.2,590.6,-523.8,0,0,10:08:50
6.27,-5.56,94.2,590.6,-523.8,0,0,10:08:55
6.25,-5.54,94.2,588.8,-521.9,0,0,10:09:00
6.27,-5.56,94.2,590.6,-523.8,0,0,10:09:05
6.26,-5.56,94.2,589.7,-523.8,0,0,10:09:10
6.26,-5.55,94.2,589.7,-522.8,0,0,10:09:15
6.26,-5.56,94.2,589.7,-523.8,0,0,10:09:20
6.27,-5.56,94.2,590.6,-523.8,0,0,10:09:25
6.27,-5.56,94.2,590.6,-523.8,0,0,10:09:30
6.28,-5.58,94.2,591.6,-525.6,0,0,10:09:35
6.3,-5.59,94.2,593.5,-526.6,0,0,10:09:40
6.27,-5.56,94.3,591.3,-524.3,0,0,10:09:45
6.25,-5.54,94.2,588.8,-521.9,0,0,10:09:50
6.27,-5.56,94.3,591.3,-524.3,0,0,10:09:55
6.26,-5.55,94.3,590.3,-523.4,0,0,10:10:00
6.28,-5.57,94.3,592.2,-525.3,0,0,10:10:05
6.26,-5.56,94.3,590.3,-524.3,0,0,10:10:10
6.25,-5.55,94.3,589.4,-523.4,0,0,10:10:15
6.27,-5.56,94.3,591.3,-524.3,0,0,10:10:20
6.28,-5.58,94.3,592.2,-526.2,0,0,10:10:25
6.25,-5.55,94.3,589.4,-523.4,0,0,10:10:30
6.26,-5.56,94.3,590.3,-524.3,0,0,10:10:35
6.26,-5.56,94.3,590.3,-524.3,0,0,10:10:40
6.26,-5.55,94.3,590.3,-523.4,0,0,10:10:45
6.28,-5.56,94.3,592.2,-524.3,0,0,10:10:50
6.26,-5.55,94.3,590.3,-523.4,0,0,10:10:55
6.29,-5.57,94.3,593.1,-525.3,0,0,10:11:00
6.28,-5.57,94.4,592.8,-525.8,0,0,10:11:05
6.27,-5.57,94.3,591.3,-525.3,0,0,10:11:10
6.27,-5.56,94.4,591.9,-524.9,0,0,10:11:15
6.28,-5.57,94.4,592.8,-525.8,0,0,10:11:20
6.29,-5.58,94.4,593.8,-526.8,0,0,10:11:25
6.28,-5.56,94.5,593.5,-525.4,0,0,10:11:30
6.3,-5.59,94.5,595.4,-528.3,0,0,10:11:35
6.34,-5.62,94.5,599.1,-531.1,0,0,10:11:40
6.33,-5.62,94.5,598.2,-531.1,0,0,10:11:45
6.31,-5.6,94.5,596.3,-529.2,0,0,10:11:50
6.32,-5.61,94.5,597.2,-530.1,0,0,10:11:55
6.33,-5.61,94.5,598.2,-530.1,0,0,10:12:00
6.34,-5.62,94.5,599.1,-531.1,0,0,10:12:05
6.34,-5.62,94.5,599.1,-531.1,0,0,10:12:10
6.36,-5.65,94.5,601,-533.9,0,0,10:12:15
6.33,-5.61,94.5,598.2,-530.1,0,0,10:12:20
6.36,-5.64,94.5,601,-533,0,0,10:12:25
6.34,-5.62,94.5,599.1,-531.1,0,0,10:12:30
6.33,-5.62,94.5,598.2,-531.1,0,0,10:12:35
6.35,-5.62,94.5,600.1,-531.1,0,0,10:12:40
6.33,-5.61,94.5,598.2,-530.1,0,0,10:12:45
6.32,-5.6,94.5,597.2,-529.2,0,0,10:12:50
6.34,-5.62,94.5,599.1,-531.1,0,0,10:12:55
6.35,-5.62,94.5,600.1,-531.1,0,0,10:13:00
6.34,-5.62,94.6,599.8,-531.7,0,0,10:13:05
6.34,-5.62,94.6,599.8,-531.7,0,0,10:13:10
6.34,-5.62,94.6,599.8,-531.7,0,0,10:13:15
6.33,-5.62,94.6,598.8,-531.7,0,0,10:13:20
6.33,-5.61,94.6,598.8,-530.7,0,0,10:13:25
6.32,-5.61,94.6,597.9,-530.7,0,0,10:13:30
6.33,-5.61,94.6,598.8,-530.7,0,0,10:13:35
6.32,-5.61,94.6,597.9,-530.7,0,0,10:13:40
6.32,-5.6,94.6,597.9,-529.8,0,0,10:13:45
6.32,-5.61,94.6,597.9,-530.7,0,0,10:13:50
6.33,-5.62,94.6,598.8,-531.7,0,0,10:13:55
6.33,-5.62,94.6,598.8,-531.7,0,0,10:14:00
6.35,-5.63,94.6,600.7,-532.6,0,0,10:14:05
6.35,-5.63,94.6,600.7,-532.6,0,0,10:14:10
6.36,-5.63,94.6,601.7,-532.6,0,0,10:14:15
6.35,-5.63,94.6,600.7,-532.6,0,0,10:14:20
6.34,-5.62,94.6,599.8,-531.7,0,0,10:14:25
6.37,-5.65,94.6,602.6,-534.5,0,0,10:14:30
6.38,-5.66,94.6,603.5,-535.4,0,0,10:14:35
6.38,-5.65,94.7,604.2,-535.1,0,0,10:14:40
6.37,-5.65,94.7,603.2,-535.1,0,0,10:14:45
6.38,-5.65,94.7,604.2,-535.1,0,0,10:14:50
6.4,-5.68,94.8,606.7,-538.5,0,0,10:14:55
6.37,-5.65,94.8,603.9,-535.6,0,0,10:15:00
6.39,-5.67,94.8,605.8,-537.5,0,0,10:15:05
6.39,-5.68,94.8,605.8,-538.5,0,0,10:15:10
6.38,-5.67,94.8,604.8,-537.5,0,0,10:15:15
6.38,-5.66,94.8,604.8,-536.6,0,0,10:15:20
6.39,-5.67,94.8,605.8,-537.5,0,0,10:15:25
6.39,-5.67,94.8,605.8,-537.5,0,0,10:15:30
6.34,-5.62,94.8,601,-532.8,0,0,10:15:35
6.35,-5.62,94.8,602,-532.8,0,0,10:15:40
6.34,-5.62,94.8,601,-532.8,0,0,10:15:45
6.35,-5.63,94.8,602,-533.7,0,0,10:15:50
6.35,-5.63,94.8,602,-533.7,0,0,10:15:55
6.36,-5.64,94.8,602.9,-534.7,0,0,10:16:00
6.38,-5.67,94.8,604.8,-537.5,0,0,10:16:05
6.4,-5.68,94.9,607.4,-539,0,0,10:16:10
6.39,-5.68,94.9,606.4,-539,0,0,10:16:15
6.4,-5.68,95,608,-539.6,0,0,10:16:20
6.39,-5.68,94.9,606.4,-539,0,0,10:16:25
6.41,-5.69,95,609,-540.6,0,0,10:16:30
6.38,-5.66,94.9,605.5,-537.1,0,0,10:16:35
6.4,-5.68,95,608,-539.6,0,0,10:16:40
6.4,-5.68,94.9,607.4,-539,0,0,10:16:45
6.39,-5.67,95,607.1,-538.7,0,0,10:16:50
6.42,-5.69,94.9,609.3,-540,0,0,10:16:55
6.4,-5.68,95,608,-539.6,0,0,10:17:00
6.42,-5.69,95,609.9,-540.6,0,0,10:17:05
6.42,-5.69,94.9,609.3,-540,0,0,10:17:10
6.43,-5.7,95,610.9,-541.5,0,0,10:17:15
6.42,-5.7,95,609.9,-541.5,0,0,10:17:20
6.43,-5.71,95,610.9,-542.5,0,0,10:17:25
6.44,-5.71,95,611.8,-542.5,0,0,10:17:30
6.44,-5.72,95,611.8,-543.4,0,0,10:17:35
6.43,-5.71,95,610.9,-542.5,0,0,10:17:40
6.43,-5.71,95,610.9,-542.5,0,0,10:17:45
6.43,-5.71,95,610.9,-542.5,0,0,10:17:50
6.44,-5.72,95,611.8,-543.4,0,0,10:17:55
6.43,-5.71,95,610.9,-542.5,0,0,10:18:00
6.43,-5.7,95,610.9,-541.5,0,0,10:18:05
6.44,-5.72,95,611.8,-543.4,0,0,10:18:10
6.45,-5.73,95,612.8,-544.4,0,0,10:18:15
6.45,-5.72,95,612.8,-543.4,0,0,10:18:20
6.47,-5.73,95,614.7,-544.4,0,0,10:18:25
6.45,-5.72,95,612.8,-543.4,0,0,10:18:30
6.46,-5.74,95.1,614.3,-545.9,0,0,10:18:35
6.42,-5.7,95.1,610.5,-542.1,0,0,10:18:40
6.42,-5.69,95.1,610.5,-541.1,0,0,10:18:45
6.41,-5.69,95.1,609.6,-541.1,0,0,10:18:50
6.42,-5.7,95.1,610.5,-542.1,0,0,10:18:55
6.42,-5.69,95.1,610.5,-541.1,0,0,10:19:00
6.42,-5.7,95.1,610.5,-542.1,0,0,10:19:05
6.42,-5.7,95.1,610.5,-542.1,0,0,10:19:10
6.42,-5.7,95,609.9,-541.5,0,0,10:19:15
6.41,-5.7,95.1,609.6,-542.1,0,0,10:19:20
6.42,-5.69,95.1,610.5,-541.1,0,0,10:19:25
6.43,-5.71,95.1,611.5,-543,0,0,10:19:30
6.43,-5.7,95.1,611.5,-542.1,0,0,10:19:35
6.43,-5.71,95.1,611.5,-543,0,0,10:19:40
6.43,-5.71,95.2,612.1,-543.6,0,0,10:19:45
6.42,-5.7,95.1,610.5,-542.1,0,0,10:19:50
6.43,-5.71,95.1,611.5,-543,0,0,10:19:55
6.43,-5.71,95.1,611.5,-543,0,0,10:20:00
6.45,-5.72,95.3,614.7,-545.1,0,0,10:20:05
6.43,-5.71,95.2,612.1,-543.6,0,0,10:20:10
6.43,-5.71,95.3,612.8,-544.2,0,0,10:20:15
6.45,-5.72,95.3,614.7,-545.1,0,0,10:20:20
6.45,-5.72,95.3,614.7,-545.1,0,0,10:20:25
6.46,-5.73,95.3,615.6,-546.1,0,0,10:20:30
6.46,-5.73,95.3,615.6,-546.1,0,0,10:20:35
6.45,-5.73,95.3,614.7,-546.1,0,0,10:20:40
6.46,-5.72,95.3,615.6,-545.1,0,0,10:20:45
6.44,-5.72,95.3,613.7,-545.1,0,0,10:20:50
6.46,-5.73,95.3,615.6,-546.1,0,0,10:20:55
6.46,-5.74,95.3,615.6,-547,0,0,10:21:00
6.45,-5.73,95.3,614.7,-546.1,0,0,10:21:05
6.47,-5.73,95.3,616.6,-546.1,0,0,10:21:10
6.47,-5.74,95.3,616.6,-547,0,0,10:21:15
6.46,-5.73,95.3,615.6,-546.1,0,0,10:21:20
6.5,-5.78,95.3,619.5,-550.8,0,0,10:21:25
6.52,-5.79,95.3,621.4,-551.8,0,0,10:21:30
6.52,-5.79,95.3,621.4,-551.8,0,0,10:21:35
6.47,-5.73,95.3,616.6,-546.1,0,0,10:21:40
6.47,-5.74,95.3,616.6,-547,0,0,10:21:45
6.47,-5.74,95.3,616.6,-547,0,0,10:21:50
6.48,-5.75,95.3,617.5,-548,0,0,10:21:55
6.49,-5.76,95.3,618.5,-548.9,0,0,10:22:00
6.48,-5.75,95.3,617.5,-548,0,0,10:22:05
6.47,-5.74,95.3,616.6,-547,0,0,10:22:10
6.49,-5.76,95.3,618.5,-548.9,0,0,10:22:15
6.48,-5.75,95.3,617.5,-548,0,0,10:22:20
6.49,-5.76,95.3,618.5,-548.9,0,0,10:22:25
6.48,-5.76,95.3,617.5,-548.9,0,0,10:22:30
6.49,-5.77,95.4,619.1,-550.5,0,0,10:22:35
6.48,-5.76,95.4,618.2,-549.5,0,0,10:22:40
6.51,-5.78,95.4,621.1,-551.4,0,0,10:22:45
6.53,-5.8,95.4,623,-553.3,0,0,10:22:50
6.53,-5.79,95.4,623,-552.4,0,0,10:22:55
6.54,-5.81,95.3,623.3,-553.7,0,0,10:23:00
6.53,-5.8,95.4,623,-553.3,0,0,10:23:05
6.53,-5.8,95.4,623,-553.3,0,0,10:23:10
6.53,-5.8,95.4,623,-553.3,0,0,10:23:15
6.53,-5.81,95.4,623,-554.3,0,0,10:23:20
6.53,-5.8,95.4,623,-553.3,0,0,10:23:25
6.54,-5.8,95.4,623.9,-553.3,0,0,10:23:30
6.55,-5.81,95.4,624.9,-554.3,0,0,10:23:35
6.56,-5.83,95.4,625.8,-556.2,0,0,10:23:40
6.56,-5.84,95.5,626.5,-557.7,0,0,10:23:45
6.56,-5.83,95.5,626.5,-556.8,0,0,10:23:50
6.55,-5.83,95.5,625.5,-556.8,0,0,10:23:55
6.57,-5.85,95.4,626.8,-558.1,0,0,10:24:00
6.58,-5.85,95.5,628.4,-558.7,0,0,10:24:05
6.59,-5.86,95.5,629.3,-559.6,0,0,10:24:10
6.6,-5.87,95.5,630.3,-560.6,0,0,10:24:15
6.59,-5.86,95.5,629.3,-559.6,0,0,10:24:20
6.58,-5.85,95.5,628.4,-558.7,0,0,10:24:25
6.6,-5.88,95.6,631,-562.1,0,0,10:24:30
6.6,-5.87,95.6,631,-561.2,0,0,10:24:35
6.59,-5.86,95.5,629.3,-559.6,0,0,10:24:40
6.6,-5.86,95.6,631,-560.2,0,0,10:24:45
6.58,-5.85,95.5,628.4,-558.7,0,0,10:24:50
6.6,-5.87,95.6,631,-561.2,0,0,10:24:55
6.59,-5.87,95.6,630,-561.2,0,0,10:25:00
6.6,-5.87,95.6,631,-561.2,0,0,10:25:05
6.45,-5.72,95.6,616.6,-546.8,0,0,10:25:10
6.41,-5.69,95.6,612.8,-544,0,0,10:25:15
6.61,-5.88,95.6,631.9,-562.1,0,0,10:25:20
6.46,-5.74,95.6,617.6,-548.7,0,0,10:25:25
6.41,-5.69,95.6,612.8,-544,0,0,10:25:30
6.64,-5.89,95.6,634.8,-563.1,0,0,10:25:35
6.66,-5.91,95.6,636.7,-565,0,0,10:25:40
6.24,-5.53,95.6,596.5,-528.7,0,0,10:25:45
6.67,-5.92,95.6,637.7,-566,0,0,10:25:50
6.43,-5.7,95.6,614.7,-544.9,0,0,10:25:55
6.52,-5.78,95.6,623.3,-552.6,0,0,10:26:00
6.66,-5.92,95.6,636.7,-566,0,0,10:26:05
6.68,-5.93,95.6,638.6,-566.9,0,0,10:26:10
6.68,-5.94,95.6,638.6,-567.9,0,0,10:26:15
6.7,-5.96,95.6,640.5,-569.8,0,0,10:26:20
6.61,-5.87,95.7,632.6,-561.8,0,0,10:26:25
6.64,-5.52,95.6,634.8,-527.7,0,0,10:26:30
6.62,-5.88,95.6,632.9,-562.1,0,0,10:26:35
6.62,-5.89,95.6,632.9,-563.1,0,0,10:26:40
6.6,-5.86,95.7,631.6,-560.8,0,0,10:26:45
6.62,-5.87,95.7,633.5,-561.8,0,0,10:26:50
6.64,-5.9,95.7,635.4,-564.6,0,0,10:26:55
6.62,-5.89,95.7,633.5,-563.7,0,0,10:27:00
6.61,-5.88,95.7,632.6,-562.7,0,0,10:27:05
6.62,-5.88,95.7,633.5,-562.7,0,0,10:27:10
6.63,-5.89,95.7,634.5,-563.7,0,0,10:27:15
6.61,-5.88,95.7,632.6,-562.7,0,0,10:27:20
6.63,-5.89,95.7,634.5,-563.7,0,0,10:27:25
6.63,-5.87,95.7,634.5,-561.8,0,0,10:27:30
6.64,-5.88,95.7,635.4,-562.7,0,0,10:27:35
6.64,-5.88,95.7,635.4,-562.7,0,0,10:27:40
6.64,-5.87,95.7,635.4,-561.8,0,0,10:27:45
6.64,-5.88,95.7,635.4,-562.7,0,0,10:27:50
6.64,-5.88,95.7,635.4,-562.7,0,0,10:27:55
6.64,-5.88,95.7,635.4,-562.7,0,0,10:28:00
6.63,-5.87,95.7,634.5,-561.8,0,0,10:28:05
6.65,-5.89,95.7,636.4,-563.7,0,0,10:28:10
6.65,-5.88,95.7,636.4,-562.7,0,0,10:28:15
6.64,-5.88,95.7,635.4,-562.7,0,0,10:28:20
6.65,-5.89,95.8,637.1,-564.3,0,0,10:28:25
6.65,-5.88,95.8,637.1,-563.3,0,0,10:28:30
6.66,-5.89,95.8,638,-564.3,0,0,10:28:35
6.64,-5.89,95.8,636.1,-564.3,0,0,10:28:40
6.66,-5.91,95.8,638,-566.2,0,0,10:28:45
6.67,-5.91,95.8,639,-566.2,0,0,10:28:50
6.67,-5.92,95.8,639,-567.1,0,0,10:28:55
6.67,-5.91,95.9,639.7,-566.8,0,0,10:29:00
6.68,-5.91,95.8,639.9,-566.2,0,0,10:29:05
6.81,-2.45,95.3,649,-233.5,0,6,10:29:10
6.15,-1.8,95.1,584.9,-171.2,0,9,10:29:15
6.42,0.9,94.5,606.7,85.1,0,16,10:29:20
6.43,0.91,94.5,607.6,86,0,22,10:29:25
6.59,0.64,94.6,623.4,60.5,0,26,10:29:30
6.6,-5.43,95.6,631,-519.1,0,27,10:29:35
6.6,-5.85,95.7,631.6,-559.8,0,24,10:29:40
6.6,-7.45,96,633.6,-715.2,0,11,10:29:45
6.48,-5.72,95.7,620.1,-547.4,0,0,10:29:50
6.56,-5.81,95.8,628.4,-556.6,0,0,10:29:55
6.6,-5.85,95.7,631.6,-559.8,0,0,10:30:00
6.65,-5.63,95.8,637.1,-539.4,0,0,10:30:05
6.74,0.7,94.6,637.6,66.2,0,7,10:30:10
6.79,0.73,94.6,642.3,69.1,0,10,10:30:15
7.15,4.22,93.9,671.4,396.3,0,17,10:30:20
7.31,4.02,93.9,686.4,377.5,0,23,10:30:25
7.41,2,94.3,698.8,188.6,0,27,10:30:30
6.24,2.88,94.1,587.2,271,0,29,10:30:35
7.27,2.05,94.2,684.8,193.1,0,30,10:30:40
7.36,1.93,94.3,694,182,0,31,10:30:45
7.46,1.9,94.2,702.7,179,0,31,10:30:50
7.47,5.47,93.6,699.2,512,0,32,10:30:55
7.53,5.77,93.5,704.1,539.5,0,34,10:31:00
7.5,5.74,93.4,700.5,536.1,0,36,10:31:05
7.55,5.72,93.4,705.2,534.2,0,36,10:31:10
7.17,6.05,93.4,669.7,565.1,0,37,10:31:15
7.39,5.86,93.3,689.5,546.7,0,37,10:31:20
7.81,-6.88,95.6,746.6,-657.7,0,33,10:31:25
7.89,-6.9,95.7,755.1,-660.3,0,25,10:31:30
7.75,-6.24,95.6,740.9,-596.5,0,18,10:31:35
7.93,-0.43,94.6,750.2,-40.7,0,17,10:31:40
6.59,-2.58,95,626.1,-245.1,0,18,10:31:45
7.32,2.14,94.2,689.5,201.6,0,19,10:31:50
7.69,-6.85,95.7,735.9,-655.5,0,14,10:31:55
7.99,-7.12,95.9,766.2,-682.8,0,5,10:32:00
7.98,-7.12,95.9,765.3,-682.8,0,0,10:32:05
7.97,-7.11,95.9,764.3,-681.8,0,0,10:32:10
7.94,-7.1,95.9,761.4,-680.9,0,0,10:32:15
6.99,-6.23,95.8,669.6,-596.8,0,0,10:32:20
7.93,-7.1,95.9,760.5,-680.9,0,0,10:32:25
7.18,-6.4,95.9,688.6,-613.8,0,0,10:32:30
5.64,-4.97,95.6,539.2,-475.1,0,0,10:32:35
7.07,-6.3,95.9,678,-604.2,0,0,10:32:40
7.62,-6.81,95.9,730.8,-653.1,0,0,10:32:45
5.57,-4.91,95.6,532.5,-469.4,0,0,10:32:50
7.34,-6.55,95.9,703.9,-628.1,0,0,10:32:55
7.26,-6.49,95.9,696.2,-622.4,0,0,10:33:00
7.87,-7.05,96,755.5,-676.8,0,0,10:33:05
6.9,-6.15,95.9,661.7,-589.8,0,0,10:33:10
7.58,-6.77,96,727.7,-649.9,0,0,10:33:15
6.57,-5.84,95.9,630.1,-560.1,0,0,10:33:20
7.24,-6.46,95.9,694.3,-619.5,0,0,10:33:25
7.38,-6.6,96,708.5,-633.6,0,0,10:33:30
7.34,-6.55,96,704.6,-628.8,0,0,10:33:35
4.95,-4.33,95.7,473.7,-414.4,0,0,10:33:40
4.88,-4.26,95.6,466.5,-407.3,0,0,10:33:45
5.7,-5.03,95.7,545.5,-481.4,0,0,10:33:50
5.71,-5.05,95.7,546.4,-483.3,0,0,10:33:55
5.95,-5.27,95.9,570.6,-505.4,0,0,10:34:00
5.95,-5.27,95.9,570.6,-505.4,0,0,10:34:05
5.77,-5.09,95.9,553.3,-488.1,0,0,10:34:10
5.84,-5.16,95.9,560.1,-494.8,0,0,10:34:15
5.64,-4.98,95.8,540.3,-477.1,0,0,10:34:20
7.03,-6.27,96,674.9,-601.9,0,0,10:34:25
6.13,-5.43,95.8,587.3,-520.2,0,0,10:34:30
6.57,-5.84,95.9,630.1,-560.1,0,0,10:34:35
7.08,-6.31,96,679.7,-605.8,0,0,10:34:40
7.18,-6.41,96.1,690,-616,0,0,10:34:45
7.3,-6.51,96.2,702.3,-626.3,0,0,10:34:50
7.04,-6.27,96,675.8,-601.9,0,0,10:34:55
7.24,-6.45,96.2,696.5,-620.5,0,0,10:35:00
6.61,-5.88,96,634.6,-564.5,0,0,10:35:05
7.31,-6.52,96.2,703.2,-627.2,0,0,10:35:10
7.23,-6.45,96.1,694.8,-619.8,0,0,10:35:15
7.34,-6.55,96.1,705.4,-629.5,0,0,10:35:20
7.35,-6.57,96.2,707.1,-632,0,0,10:35:25
7.47,-6.67,96.2,718.6,-641.7,0,0,10:35:30
7.48,-6.67,96.2,719.6,-641.7,0,0,10:35:35
7.45,-6.66,96.2,716.7,-640.7,0,0,10:35:40
7.47,-6.68,96.2,718.6,-642.6,0,0,10:35:45
7.45,-6.66,96.2,716.7,-640.7,0,0,10:35:50
7.49,-6.68,96.2,720.5,-642.6,0,0,10:35:55
7.49,-6.69,96.2,720.5,-643.6,0,0,10:36:00
7.49,-6.7,96.2,720.5,-644.5,0,0,10:36:05
7.5,-6.71,96.2,721.5,-645.5,0,0,10:36:10
7.36,-6.58,96.2,708,-633,0,0,10:36:15
7.51,-6.72,96.2,722.5,-646.5,0,0,10:36:20
7.51,-6.71,96.2,722.5,-645.5,0,0,10:36:25
7.51,-6.71,96.2,722.5,-645.5,0,0,10:36:30
7.51,-6.71,96.3,723.2,-646.2,0,0,10:36:35
7.22,-6.45,96.2,694.6,-620.5,0,0,10:36:40
7.51,-6.72,96.3,723.2,-647.1,0,0,10:36:45
7.5,-6.71,96.2,721.5,-645.5,0,0,10:36:50
7.5,-6.7,96.3,722.3,-645.2,0,0,10:36:55
7.5,-6.7,96.3,722.3,-645.2,0,0,10:37:00
7.49,-6.7,96.3,721.3,-645.2,0,0,10:37:05
7.51,-6.71,96.3,723.2,-646.2,0,0,10:37:10
7.52,-6.72,96.3,724.2,-647.1,0,0,10:37:15
