Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
4.87,-4.25,92.4,450,-392.7,0,0,7:16:15
4.88,-4.26,92.4,450.9,-393.6,0,0,7:16:20
4.9,-4.27,92.4,452.8,-394.5,0,0,7:16:25
4.86,-4.23,92.4,449.1,-390.9,0,0,7:16:30
4.88,-4.26,92.4,450.9,-393.6,0,0,7:16:35
4.84,-4.23,92.4,447.2,-390.9,0,0,7:16:40
4.86,-4.24,92.4,449.1,-391.8,0,0,7:16:45
4.95,-4.32,92.4,457.4,-399.2,0,0,7:16:50
4.96,-4.34,92.5,458.8,-401.5,0,0,7:16:55
4.89,-4.26,92.4,451.8,-393.6,0,0,7:17:00
4.93,-4.3,92.4,455.5,-397.3,0,0,7:17:05
4.94,-4.31,92.4,456.5,-398.2,0,0,7:17:10
4.98,-4.35,92.5,460.7,-402.4,0,0,7:17:15
4.98,-4.35,92.4,460.2,-401.9,0,0,7:17:20
5.07,-4.43,92.5,469,-409.8,0,0,7:17:25
5.18,-4.54,92.5,479.2,-420,0,0,7:17:30
5.2,-4.56,92.5,481,-421.8,0,0,7:17:35
5.21,-4.57,92.5,481.9,-422.7,0,0,7:17:40
5.21,-4.56,92.5,481.9,-421.8,0,0,7:17:45
5.24,-4.59,92.5,484.7,-424.6,0,0,7:17:50
5.24,-4.59,92.6,485.2,-425,0,0,7:17:55
5.25,-4.6,92.6,486.2,-426,0,0,7:18:00
5.25,-4.6,92.6,486.2,-426,0,0,7:18:05
5.27,-4.62,92.7,488.5,-428.3,0,0,7:18:10
5.28,-4.63,92.7,489.5,-429.2,0,0,7:18:15
5.29,-4.65,92.7,490.4,-431.1,0,0,7:18:20
5.3,-4.65,92.7,491.3,-431.1,0,0,7:18:25
5.32,-4.66,92.7,493.2,-432,0,0,7:18:30
5.33,-4.68,92.7,494.1,-433.8,0,0,7:18:35
5.34,-4.68,92.7,495,-433.8,0,0,7:18:40
5.36,-4.69,92.7,496.9,-434.8,0,0,7:18:45
5.38,-4.71,92.7,498.7,-436.6,0,0,7:18:50
5.39,-4.72,92.7,499.7,-437.5,0,0,7:18:55
5.41,-4.75,92.7,501.5,-440.3,0,0,7:19:00
5.43,-4.77,92.7,503.4,-442.2,0,0,7:19:05
5.44,-4.79,92.7,504.3,-444,0,0,7:19:10
5.45,-4.78,92.7,505.2,-443.1,0,0,7:19:15
5.45,-4.78,92.7,505.2,-443.1,0,0,7:19:20
5.47,-4.8,92.7,507.1,-445,0,0,7:19:25
5.48,-4.81,92.7,508,-445.9,0,0,7:19:30
5.44,-4.77,92.7,504.3,-442.2,0,0,7:19:35
5.45,-4.78,92.7,505.2,-443.1,0,0,7:19:40
5.47,-4.8,92.7,507.1,-445,0,0,7:19:45
5.48,-4.82,92.8,508.5,-447.3,0,0,7:19:50
5.5,-4.83,92.7,509.9,-447.7,0,0,7:19:55
5.52,-4.85,92.7,511.7,-449.6,0,0,7:20:00
5.51,-4.84,92.7,510.8,-448.7,0,0,7:20:05
5.54,-4.86,92.8,514.1,-451,0,0,7:20:10
5.55,-4.87,92.8,515,-451.9,0,0,7:20:15
5.55,-4.87,92.8,515,-451.9,0,0,7:20:20
5.57,-4.89,92.8,516.9,-453.8,0,0,7:20:25
5.56,-4.88,92.8,516,-452.9,0,0,7:20:30
5.52,-4.85,92.8,512.3,-450.1,0,0,7:20:35
5.53,-4.85,92.8,513.2,-450.1,0,0,7:20:40
5.55,-4.87,92.8,515,-451.9,0,0,7:20:45
5.55,-4.88,92.8,515,-452.9,0,0,7:20:50
5.58,-4.9,92.8,517.8,-454.7,0,0,7:20:55
5.65,-4.97,92.8,524.3,-461.2,0,0,7:21:00
5.67,-4.98,92.8,526.2,-462.1,0,0,7:21:05
5.68,-5,92.8,527.1,-464,0,0,7:21:10
5.69,-5,92.8,528,-464,0,0,7:21:15
5.69,-5.01,92.9,528.6,-465.4,0,0,7:21:20
5.71,-5.02,92.9,530.5,-466.4,0,0,7:21:25
5.72,-5.03,92.9,531.4,-467.3,0,0,7:21:30
5.73,-5.04,92.9,532.3,-468.2,0,0,7:21:35
5.73,-5.05,92.9,532.3,-469.1,0,0,7:21:40
5.75,-5.07,92.9,534.2,-471,0,0,7:21:45
5.75,-5.07,93,534.8,-471.5,0,0,7:21:50
5.76,-5.08,92.9,535.1,-471.9,0,0,7:21:55
5.75,-5.07,93,534.8,-471.5,0,0,7:22:00
5.75,-5.07,92.9,534.2,-471,0,0,7:22:05
5.77,-5.09,92.9,536,-472.9,0,0,7:22:10
5.79,-5.1,93,538.5,-474.3,0,0,7:22:15
5.8,-5.11,92.9,538.8,-474.7,0,0,7:22:20
5.81,-5.12,93,540.3,-476.2,0,0,7:22:25
5.82,-5.13,93,541.3,-477.1,0,0,7:22:30
5.82,-5.13,93,541.3,-477.1,0,0,7:22:35
5.83,-5.14,93,542.2,-478,0,0,7:22:40
5.84,-5.15,93,543.1,-479,0,0,7:22:45
5.85,-5.16,93,544.1,-479.9,0,0,7:22:50
5.84,-5.15,93,543.1,-479,0,0,7:22:55
5.86,-5.17,93,545,-480.8,0,0,7:23:00
5.88,-5.18,93,546.8,-481.7,0,0,7:23:05
5.87,-5.17,93,545.9,-480.8,0,0,7:23:10
5.88,-5.18,93,546.8,-481.7,0,0,7:23:15
5.88,-5.19,93,546.8,-482.7,0,0,7:23:20
5.9,-5.2,93,548.7,-483.6,0,0,7:23:25
5.91,-5.2,93,549.6,-483.6,0,0,7:23:30
5.92,-5.21,93.1,551.2,-485.1,0,0,7:23:35
5.92,-5.2,93,550.6,-483.6,0,0,7:23:40
5.92,-5.22,93,550.6,-485.5,0,0,7:23:45
5.93,-5.23,93.1,552.1,-486.9,0,0,7:23:50
5.94,-5.24,93.1,553,-487.8,0,0,7:23:55
5.96,-5.25,93.1,554.9,-488.8,0,0,7:24:00
5.97,-5.27,93.1,555.8,-490.6,0,0,7:24:05
5.97,-5.27,93.1,555.8,-490.6,0,0,7:24:10
5.97,-5.27,93.1,555.8,-490.6,0,0,7:24:15
5.98,-5.27,93.1,556.7,-490.6,0,0,7:24:20
6,-5.29,93.1,558.6,-492.5,0,0,7:24:25
6.01,-5.3,93.1,559.5,-493.4,0,0,7:24:30
6.03,-5.32,93.1,561.4,-495.3,0,0,7:24:35
6.04,-5.32,93.2,562.9,-495.8,0,0,7:24:40
6.04,-5.33,93.1,562.3,-496.2,0,0,7:24:45
6.03,-5.32,93.2,562,-495.8,0,0,7:24:50
6.06,-5.36,93.1,564.2,-499,0,0,7:24:55
6.07,-5.36,93.2,565.7,-499.6,0,0,7:25:00
6.07,-5.36,93.2,565.7,-499.6,0,0,7:25:05
6.08,-5.37,93.2,566.7,-500.5,0,0,7:25:10
6.09,-5.38,93.2,567.6,-501.4,0,0,7:25:15
6.09,-5.38,93.2,567.6,-501.4,0,0,7:25:20
6.11,-5.4,93.3,570.1,-503.8,0,0,7:25:25
6.12,-5.42,93.2,570.4,-505.1,0,0,7:25:30
6.13,-5.42,93.2,571.3,-505.1,0,0,7:25:35
6.15,-5.43,93.3,573.8,-506.6,0,0,7:25:40
6.13,-5.42,93.3,571.9,-505.7,0,0,7:25:45
6.16,-5.45,93.3,574.7,-508.5,0,0,7:25:50
6.17,-5.45,93.3,575.7,-508.5,0,0,7:25:55
6.18,-5.46,93.3,576.6,-509.4,0,0,7:26:00
6.18,-5.46,93.3,576.6,-509.4,0,0,7:26:05
6.19,-5.46,93.3,577.5,-509.4,0,0,7:26:10
6.19,-5.47,93.3,577.5,-510.4,0,0,7:26:15
6.2,-5.47,93.3,578.5,-510.4,0,0,7:26:20
6.21,-5.48,93.3,579.4,-511.3,0,0,7:26:25
6.23,-5.51,93.3,581.3,-514.1,0,0,7:26:30
6.23,-5.52,93.3,581.3,-515,0,0,7:26:35
6.23,-5.51,93.3,581.3,-514.1,0,0,7:26:40
6.24,-5.52,93.3,582.2,-515,0,0,7:26:45
6.26,-5.54,93.3,584.1,-516.9,0,0,7:26:50
6.27,-5.56,93.3,585,-518.7,0,0,7:26:55
6.28,-5.56,93.3,585.9,-518.7,0,0,7:27:00
6.3,-5.57,93.3,587.8,-519.7,0,0,7:27:05
6.28,-5.55,93.3,585.9,-517.8,0,0,7:27:10
6.3,-5.57,93.3,587.8,-519.7,0,0,7:27:15
6.31,-5.58,93.3,588.7,-520.6,0,0,7:27:20
6.31,-5.59,93.4,589.4,-522.1,0,0,7:27:25
6.33,-5.6,93.3,590.6,-522.5,0,0,7:27:30
6.34,-5.61,93.4,592.2,-524,0,0,7:27:35
6.47,-5.73,93.4,604.3,-535.2,0,0,7:27:40
6.48,-5.73,93.4,605.2,-535.2,0,0,7:27:45
6.49,-5.75,93.4,606.2,-537.1,0,0,7:27:50
6.5,-5.75,93.4,607.1,-537.1,0,0,7:27:55
6.5,-5.76,93.4,607.1,-538,0,0,7:28:00
6.53,-5.78,93.4,609.9,-539.9,0,0,7:28:05
6.51,-5.77,93.4,608,-538.9,0,0,7:28:10
6.54,-5.79,93.4,610.8,-540.8,0,0,7:28:15
6.55,-5.8,93.4,611.8,-541.7,0,0,7:28:20
6.56,-5.82,93.4,612.7,-543.6,0,0,7:28:25
6.55,-5.8,93.4,611.8,-541.7,0,0,7:28:30
6.56,-5.82,93.5,613.4,-544.2,0,0,7:28:35
6.56,-5.81,93.5,613.4,-543.2,0,0,7:28:40
6.59,-5.84,93.5,616.2,-546,0,0,7:28:45
6.6,-5.85,93.5,617.1,-547,0,0,7:28:50
6.6,-5.85,93.5,617.1,-547,0,0,7:28:55
6.63,-5.88,93.5,619.9,-549.8,0,0,7:29:00
6.63,-5.88,93.5,619.9,-549.8,0,0,7:29:05
6.64,-5.89,93.6,621.5,-551.3,0,0,7:29:10
6.63,-5.88,93.6,620.6,-550.4,0,0,7:29:15
6.61,-5.86,93.6,618.7,-548.5,0,0,7:29:20
6.65,-5.9,93.6,622.4,-552.2,0,0,7:29:25
6.67,-5.91,93.6,624.3,-553.2,0,0,7:29:30
6.66,-5.91,93.6,623.4,-553.2,0,0,7:29:35
6.68,-5.91,93.6,625.2,-553.2,0,0,7:29:40
6.68,-5.92,93.6,625.2,-554.1,0,0,7:29:45
6.67,-5.91,93.6,624.3,-553.2,0,0,7:29:50
6.7,-5.94,93.6,627.1,-556,0,0,7:29:55
6.7,-5.94,93.6,627.1,-556,0,0,7:30:00
6.71,-5.95,93.6,628.1,-556.9,0,0,7:30:05
6.71,-5.95,93.6,628.1,-556.9,0,0,7:30:10
6.72,-5.97,93.6,629,-558.8,0,0,7:30:15
6.74,-5.99,93.6,630.9,-560.7,0,0,7:30:20
6.76,-6,93.6,632.7,-561.6,0,0,7:30:25
6.77,-6.01,93.6,633.7,-562.5,0,0,7:30:30
6.77,-6.01,93.6,633.7,-562.5,0,0,7:30:35
6.76,-6.01,93.6,632.7,-562.5,0,0,7:30:40
6.78,-6.01,93.6,634.6,-562.5,0,0,7:30:45
6.79,-6.02,93.6,635.5,-563.5,0,0,7:30:50
6.8,-6.03,93.7,637.2,-565,0,0,7:30:55
6.82,-6.05,93.7,639,-566.9,0,0,7:31:00
6.83,-6.06,93.7,640,-567.8,0,0,7:31:05
6.83,-6.06,93.7,640,-567.8,0,0,7:31:10
6.85,-6.07,93.7,641.8,-568.8,0,0,7:31:15
6.86,-6.09,93.7,642.8,-570.6,0,0,7:31:20
6.86,-6.09,93.7,642.8,-570.6,0,0,7:31:25
6.86,-6.09,93.7,642.8,-570.6,0,0,7:31:30
6.86,-6.09,93.7,642.8,-570.6,0,0,7:31:35
6.87,-6.09,93.7,643.7,-570.6,0,0,7:31:40
6.87,-6.1,93.7,643.7,-571.6,0,0,7:31:45
6.88,-6.11,93.7,644.7,-572.5,0,0,7:31:50
6.91,-6.13,93.7,647.5,-574.4,0,0,7:31:55
6.89,-6.12,93.7,645.6,-573.4,0,0,7:32:00
6.91,-6.14,93.7,647.5,-575.3,0,0,7:32:05
6.92,-6.16,93.8,649.1,-577.8,0,0,7:32:10
6.92,-6.15,93.8,649.1,-576.9,0,0,7:32:15
6.94,-6.16,93.8,651,-577.8,0,0,7:32:20
6.94,-6.17,93.9,651.7,-579.4,0,5,7:32:25
6.95,-6.18,93.8,651.9,-579.7,0,0,7:32:30
6.95,-6.18,93.9,652.6,-580.3,0,0,7:32:35
6.97,-6.19,93.9,654.5,-581.2,0,0,7:32:40
6.97,-6.19,93.9,654.5,-581.2,0,0,7:32:45
7,-6.22,93.9,657.3,-584.1,0,0,7:32:50
7,-6.22,93.9,657.3,-584.1,0,0,7:32:55
7.02,-6.23,93.9,659.2,-585,0,0,7:33:00
7.01,-6.23,93.9,658.2,-585,0,0,7:33:05
7.02,-6.23,93.9,659.2,-585,0,0,7:33:10
7.02,-6.23,93.9,659.2,-585,0,0,7:33:15
7.03,-6.24,93.9,660.1,-585.9,0,0,7:33:20
7.05,-6.27,93.9,662,-588.8,0,0,7:33:25
7.03,-6.25,93.9,660.1,-586.9,0,0,7:33:30
7.05,-6.27,93.9,662,-588.8,0,0,7:33:35
7.06,-6.28,93.9,662.9,-589.7,0,0,7:33:40
7.08,-6.29,93.9,664.8,-590.6,0,0,7:33:45
7.09,-6.32,93.9,665.8,-593.4,0,0,7:33:50
7.09,-6.31,93.9,665.8,-592.5,0,0,7:33:55
7.11,-6.32,93.9,667.6,-593.4,0,0,7:34:00
7.1,-6.32,93.9,666.7,-593.4,0,0,7:34:05
7.09,-6.3,93.9,665.8,-591.6,0,0,7:34:10
7.12,-6.34,93.9,668.6,-595.3,0,0,7:34:15
7.13,-6.34,93.9,669.5,-595.3,0,0,7:34:20
7.12,-6.33,93.9,668.6,-594.4,0,0,7:34:25
7.13,-6.35,94,670.2,-596.9,0,0,7:34:30
7.15,-6.36,94,672.1,-597.8,0,0,7:34:35
7.15,-6.36,94,672.1,-597.8,0,0,7:34:40
7.16,-6.37,94,673,-598.8,0,0,7:34:45
7.17,-6.37,94,674,-598.8,0,0,7:34:50
7.17,-6.38,94,674,-599.7,0,0,7:34:55
7.18,-6.39,94,674.9,-600.7,0,0,7:35:00
7.2,-6.41,94,676.8,-602.5,0,0,7:35:05
7.19,-6.4,94,675.9,-601.6,0,0,7:35:10
7.21,-6.42,94,677.7,-603.5,0,0,7:35:15
7.21,-6.42,94,677.7,-603.5,0,0,7:35:20
7.21,-6.42,94,677.7,-603.5,0,0,7:35:25
7.21,-6.41,94,677.7,-602.5,0,0,7:35:30
7.23,-6.43,94,679.6,-604.4,0,0,7:35:35
7.23,-6.44,94,679.6,-605.4,0,0,7:35:40
7.25,-6.46,94.1,682.2,-607.9,0,0,7:35:45
7.25,-6.45,94.1,682.2,-606.9,0,0,7:35:50
7.24,-6.44,94.1,681.3,-606,0,0,7:35:55
7.24,-6.45,94.1,681.3,-606.9,0,0,7:36:00
7.25,-6.46,94.2,683,-608.5,0,0,7:36:05
7.25,-6.45,94.2,683,-607.6,0,0,7:36:10
7.26,-6.47,94.2,683.9,-609.5,0,0,7:36:15
7.28,-6.48,94.2,685.8,-610.4,0,0,7:36:20
7.27,-6.48,94.2,684.8,-610.4,0,0,7:36:25
7.29,-6.49,94.2,686.7,-611.4,0,0,7:36:30
7.3,-6.49,94.2,687.7,-611.4,0,0,7:36:35
7.31,-6.51,94.2,688.6,-613.2,0,0,7:36:40
7.29,-6.49,94.2,686.7,-611.4,0,0,7:36:45
7.33,-6.53,94.2,690.5,-615.1,0,0,7:36:50
7.32,-6.52,94.2,689.5,-614.2,0,0,7:36:55
7.32,-6.52,94.2,689.5,-614.2,0,0,7:37:00
7.34,-6.53,94.2,691.4,-615.1,0,0,7:37:05
7.35,-6.55,94.2,692.4,-617,0,0,7:37:10
7.34,-6.54,94.2,691.4,-616.1,0,0,7:37:15
7.36,-6.56,94.2,693.3,-618,0,0,7:37:20
7.38,-6.57,94.2,695.2,-618.9,0,0,7:37:25
7.39,-6.58,94.2,696.1,-619.8,0,0,7:37:30
7.39,-6.58,94.2,696.1,-619.8,0,0,7:37:35
7.39,-6.58,94.2,696.1,-619.8,0,0,7:37:40
7.4,-6.59,94.2,697.1,-620.8,0,0,7:37:45
7.39,-6.58,94.2,696.1,-619.8,0,0,7:37:50
7.39,-6.58,94.3,696.9,-620.5,0,0,7:37:55
7.4,-6.58,94.2,697.1,-619.8,0,0,7:38:00
7.41,-6.61,94.3,698.8,-623.3,0,0,7:38:05
7.42,-6.61,94.3,699.7,-623.3,0,0,7:38:10
7.43,-6.62,94.2,699.9,-623.6,0,0,7:38:15
7.43,-6.63,94.3,700.6,-625.2,0,0,7:38:20
7.44,-6.63,94.3,701.6,-625.2,0,0,7:38:25
7.43,-6.62,94.3,700.6,-624.3,0,0,7:38:30
7.43,-6.63,94.3,700.6,-625.2,0,0,7:38:35
7.43,-6.62,94.3,700.6,-624.3,0,0,7:38:40
7.44,-6.63,94.3,701.6,-625.2,0,0,7:38:45
7.45,-6.64,94.3,702.5,-626.2,0,0,7:38:50
7.47,-6.65,94.3,704.4,-627.1,0,0,7:38:55
7.47,-6.65,94.3,704.4,-627.1,0,0,7:39:00
7.47,-6.66,94.4,705.2,-628.7,0,0,7:39:05
7.48,-6.67,94.4,706.1,-629.6,0,0,7:39:10
7.48,-6.67,94.4,706.1,-629.6,0,0,7:39:15
7.49,-6.67,94.5,707.8,-630.3,0,0,7:39:20
7.51,-6.7,94.5,709.7,-633.2,0,0,7:39:25
7.49,-6.68,94.4,707.1,-630.6,0,0,7:39:30
7.5,-6.68,94.5,708.8,-631.3,0,0,7:39:35
7.5,-6.69,94.5,708.8,-632.2,0,0,7:39:40
7.52,-6.7,94.5,710.6,-633.2,0,0,7:39:45
7.5,-6.69,94.5,708.8,-632.2,0,0,7:39:50
7.53,-6.71,94.5,711.6,-634.1,0,0,7:39:55
7.51,-6.69,94.5,709.7,-632.2,0,0,7:40:00
7.53,-6.72,94.5,711.6,-635,0,0,7:40:05
7.53,-6.72,94.5,711.6,-635,0,0,7:40:10
7.55,-6.74,94.5,713.5,-636.9,0,0,7:40:15
7.55,-6.74,94.5,713.5,-636.9,0,0,7:40:20
7.56,-6.75,94.5,714.4,-637.9,0,0,7:40:25
7.56,-6.75,94.5,714.4,-637.9,0,0,7:40:30
7.57,-6.75,94.5,715.4,-637.9,0,0,7:40:35
7.59,-6.76,94.5,717.3,-638.8,0,0,7:40:40
7.58,-6.76,94.5,716.3,-638.8,0,0,7:40:45
7.58,-6.75,94.5,716.3,-637.9,0,0,7:40:50
7.59,-6.76,94.5,717.3,-638.8,0,0,7:40:55
7.58,-6.76,94.5,716.3,-638.8,0,0,7:41:00
7.6,-6.77,94.5,718.2,-639.8,0,0,7:41:05
7.6,-6.78,94.5,718.2,-640.7,0,0,7:41:10
7.62,-6.8,94.5,720.1,-642.6,0,0,7:41:15
7.62,-6.8,94.5,720.1,-642.6,0,0,7:41:20
7.62,-6.79,94.5,720.1,-641.7,0,0,7:41:25
7.62,-6.81,94.5,720.1,-643.5,0,0,7:41:30
7.59,-6.77,94.5,717.3,-639.8,0,0,7:41:35
7.61,-6.79,94.5,719.1,-641.7,0,0,7:41:40
7.62,-6.8,94.6,720.9,-643.3,0,0,7:41:45
7.63,-6.8,94.6,721.8,-643.3,0,0,7:41:50
7.64,-6.81,94.6,722.7,-644.2,0,0,7:41:55
7.63,-6.81,94.6,721.8,-644.2,0,0,7:42:00
7.65,-6.82,94.6,723.7,-645.2,0,0,7:42:05
7.66,-6.84,94.5,723.9,-646.4,0,0,7:42:10
7.65,-6.82,94.6,723.7,-645.2,0,0,7:42:15
7.66,-6.83,94.6,724.6,-646.1,0,0,7:42:20
7.66,-6.83,94.6,724.6,-646.1,0,0,7:42:25
7.67,-6.84,94.6,725.6,-647.1,0,0,7:42:30
7.68,-6.85,94.6,726.5,-648,0,0,7:42:35
7.67,-6.84,94.6,725.6,-647.1,0,5,7:42:40
7.69,-6.87,94.6,727.5,-649.9,0,5,7:42:45
7.69,-6.87,94.6,727.5,-649.9,0,4,7:42:50
7.7,-6.87,94.6,728.4,-649.9,0,4,7:42:55
7.72,-6.89,94.7,731.1,-652.5,0,4,7:43:00
7.72,-6.89,94.7,731.1,-652.5,0,4,7:43:05
7.73,-6.9,94.6,731.3,-652.7,0,4,7:43:10
7.73,-6.9,94.7,732,-653.4,0,3,7:43:15
7.68,-6.85,94.6,726.5,-648,0,3,7:43:20
7.72,-6.9,94.7,731.1,-653.4,0,3,7:43:25
7.74,-6.91,94.7,733,-654.4,0,3,7:43:30
7.74,-6.91,94.7,733,-654.4,0,3,7:43:35
7.73,-6.9,94.8,732.8,-654.1,0,3,7:43:40
7.75,-6.92,94.8,734.7,-656,0,2,7:43:45
7.76,-6.92,94.8,735.6,-656,0,2,7:43:50
7.76,-6.92,94.8,735.6,-656,0,2,7:43:55
7.77,-6.94,94.8,736.6,-657.9,0,0,7:44:00
7.76,-6.94,94.8,735.6,-657.9,0,0,7:44:05
7.78,-6.94,94.8,737.5,-657.9,0,0,7:44:10
7.78,-6.94,94.8,737.5,-657.9,0,0,7:44:15
7.8,-6.96,94.8,739.4,-659.8,0,0,7:44:20
7.79,-6.95,94.8,738.5,-658.9,0,0,7:44:25
7.8,-6.96,94.8,739.4,-659.8,0,0,7:44:30
7.81,-6.97,94.8,740.4,-660.8,0,0,7:44:35
7.82,-6.97,94.8,741.3,-660.8,0,0,7:44:40
7.83,-6.99,94.8,742.3,-662.7,0,0,7:44:45
7.83,-6.99,94.9,743.1,-663.4,0,0,7:44:50
7.83,-6.99,94.9,743.1,-663.4,0,0,7:44:55
7.83,-6.98,94.9,743.1,-662.4,0,0,7:45:00
7.84,-6.99,94.9,744,-663.4,0,0,7:45:05
7.85,-7,94.9,745,-664.3,0,0,7:45:10
7.86,-7.03,95,746.7,-667.9,0,0,7:45:15
7.87,-7.03,94.9,746.9,-667.1,0,0,7:45:20
7.87,-7.03,94.9,746.9,-667.1,0,0,7:45:25
7.87,-7.04,95,747.7,-668.8,0,0,7:45:30
7.86,-7.02,95,746.7,-666.9,0,0,7:45:35
7.88,-7.05,95,748.6,-669.8,0,0,7:45:40
7.89,-7.05,95,749.6,-669.8,0,0,7:45:45
7.9,-7.07,95,750.5,-671.7,0,0,7:45:50
7.9,-7.06,95,750.5,-670.7,0,0,7:45:55
7.9,-7.06,95,750.5,-670.7,0,0,7:46:00
7.89,-7.06,95,749.6,-670.7,0,0,7:46:05
7.91,-7.07,95,751.5,-671.7,0,0,7:46:10
7.92,-7.08,95,752.4,-672.6,0,0,7:46:15
7.93,-7.09,95,753.4,-673.6,0,0,7:46:20
7.94,-7.1,95,754.3,-674.5,0,0,7:46:25
7.93,-7.09,95,753.4,-673.6,0,0,7:46:30
7.95,-7.1,95,755.3,-674.5,0,0,7:46:35
7.95,-7.11,95,755.3,-675.5,0,0,7:46:40
7.94,-7.1,95,754.3,-674.5,0,0,7:46:45
7.96,-7.1,95,756.2,-674.5,0,0,7:46:50
7.96,-7.1,95,756.2,-674.5,0,0,7:46:55
7.97,-7.12,95,757.2,-676.4,0,0,7:47:00
7.96,-7.11,95.1,757,-676.2,0,0,7:47:05
7.98,-7.13,95.1,758.9,-678.1,0,0,7:47:10
7.97,-7.13,95.1,757.9,-678.1,0,0,7:47:15
7.98,-7.14,95.1,758.9,-679,0,0,7:47:20
7.98,-7.13,95.1,758.9,-678.1,0,0,7:47:25
8,-7.15,95.1,760.8,-680,0,0,7:47:30
7.97,-7.12,95.1,757.9,-677.1,0,0,7:47:35
8,-7.15,95.1,760.8,-680,0,0,7:47:40
8,-7.16,95.1,760.8,-680.9,0,0,7:47:45
8.02,-7.17,95.1,762.7,-681.9,0,0,7:47:50
7.98,-7.13,95.1,758.9,-678.1,0,0,7:47:55
8,-7.15,95.1,760.8,-680,0,0,7:48:00
8.03,-7.18,95.1,763.7,-682.8,0,0,7:48:05
8.01,-7.17,95.1,761.8,-681.9,0,0,7:48:10
8.01,-7.16,95.1,761.8,-680.9,0,0,7:48:15
8.02,-7.17,95.2,763.5,-682.6,0,0,7:48:20
8.03,-7.18,95.2,764.5,-683.5,0,0,7:48:25
8.02,-7.17,95.2,763.5,-682.6,0,0,7:48:30
8.01,-7.17,95.2,762.6,-682.6,0,0,7:48:35
8.02,-7.17,95.2,763.5,-682.6,0,0,7:48:40
8.05,-7.19,95.2,766.4,-684.5,0,0,7:48:45
8.04,-7.19,95.3,766.2,-685.2,0,0,7:48:50
8.05,-7.19,95.2,766.4,-684.5,0,0,7:48:55
8.07,-7.21,95.3,769.1,-687.1,0,0,7:49:00
8.06,-7.22,95.3,768.1,-688.1,0,0,7:49:05
8.05,-7.2,95.2,766.4,-685.4,0,0,7:49:10
8.06,-7.2,95.3,768.1,-686.2,0,0,7:49:15
8.06,-7.2,95.2,767.3,-685.4,0,0,7:49:20
8.06,-7.21,95.3,768.1,-687.1,0,0,7:49:25
8.06,-7.21,95.3,768.1,-687.1,0,0,7:49:30
8.08,-7.23,95.3,770,-689,0,0,7:49:35
8.08,-7.23,95.3,770,-689,0,0,7:49:40
8.09,-7.23,95.3,771,-689,0,0,7:49:45
8.08,-7.23,95.3,770,-689,0,0,7:49:50
8.09,-7.23,95.3,771,-689,0,0,7:49:55
