Solar[A],Battery[A],Main_Volt[V],Solar_Watt[W],Battery_Watt[W],Sub_Volt[V],Speed[kmh],time
3.61,-3.08,90.1,325.3,-277.5,0,0,7:08:20
3.63,-3.1,90.1,327.1,-279.3,0,0,7:08:25
3.64,-3.11,90.1,328,-280.2,0,0,7:08:30
3.65,-3.12,90.1,328.9,-281.1,0,0,7:08:35
3.66,-3.14,90.1,329.8,-282.9,0,0,7:08:40
3.68,-3.15,90.1,331.6,-283.8,0,0,7:08:45
3.7,-3.17,90.1,333.4,-285.6,0,0,7:08:50
3.71,-3.18,90.1,334.3,-286.5,0,0,7:08:55
3.73,-3.2,90.1,336.1,-288.3,0,0,7:09:00
3.74,-3.21,90.1,337,-289.2,0,0,7:09:05
3.77,-3.23,90.1,339.7,-291,0,0,7:09:10
3.78,-3.23,90.1,340.6,-291,0,0,7:09:15
3.79,-3.25,90.1,341.5,-292.8,0,0,7:09:20
3.81,-3.27,90.2,343.7,-295,0,0,7:09:25
3.83,-3.3,90.2,345.5,-297.7,0,0,7:09:30
3.84,-3.31,90.2,346.4,-298.6,0,0,7:09:35
3.86,-3.31,90.2,348.2,-298.6,0,0,7:09:40
3.88,-3.33,90.2,350,-300.4,0,0,7:09:45
3.9,-3.35,90.2,351.8,-302.2,0,0,7:09:50
3.92,-3.37,90.3,354,-304.3,0,0,7:09:55
3.93,-3.39,90.2,354.5,-305.8,0,0,7:10:00
3.95,-3.4,90.3,356.7,-307,0,0,7:10:05
3.96,-3.4,90.3,357.6,-307,0,0,7:10:10
3.97,-3.42,90.3,358.5,-308.8,0,0,7:10:15
4,-3.44,90.3,361.2,-310.6,0,0,7:10:20
4.01,-3.45,90.3,362.1,-311.5,0,0,7:10:25
4.02,-3.47,90.3,363,-313.3,0,0,7:10:30
4.03,-3.48,90.3,363.9,-314.2,0,0,7:10:35
4.06,-3.49,90.3,366.6,-315.1,0,0,7:10:40
4.07,-3.52,90.3,367.5,-317.9,0,0,7:10:45
4.09,-3.52,90.3,369.3,-317.9,0,0,7:10:50
4.06,-3.5,90.3,366.6,-316.1,0,0,7:10:55
4.12,-3.56,90.3,372,-321.5,0,0,7:11:00
4.11,-3.55,90.3,371.1,-320.6,0,0,7:11:05
4.11,-3.55,90.3,371.1,-320.6,0,0,7:11:10
4.13,-3.57,90.3,372.9,-322.4,0,0,7:11:15
4.12,-3.55,90.3,372,-320.6,0,0,7:11:20
4.14,-3.57,90.3,373.8,-322.4,0,0,7:11:25
4.16,-3.59,90.3,375.6,-324.2,0,0,7:11:30
4.19,-3.62,90.3,378.4,-326.9,0,0,7:11:35
4.2,-3.63,90.3,379.3,-327.8,0,0,7:11:40
4.21,-3.65,90.3,380.2,-329.6,0,0,7:11:45
4.23,-3.66,90.3,382,-330.5,0,0,7:11:50
4.27,-3.7,90.3,385.6,-334.1,0,0,7:11:55
4.29,-3.71,90.3,387.4,-335,0,0,7:12:00
4.3,-3.72,90.3,388.3,-335.9,0,0,7:12:05
4.31,-3.74,90.4,389.6,-338.1,0,0,7:12:10
4.33,-3.76,90.3,391,-339.5,0,0,7:12:15
4.34,-3.77,90.3,391.9,-340.4,0,0,7:12:20
4.37,-3.79,90.3,394.6,-342.2,0,0,7:12:25
4.39,-3.8,90.4,396.9,-343.5,0,0,7:12:30
4.4,-3.82,90.3,397.3,-344.9,0,0,7:12:35
4.42,-3.83,90.4,399.6,-346.2,0,0,7:12:40
4.44,-3.85,90.4,401.4,-348,0,0,7:12:45
4.44,-3.86,90.4,401.4,-348.9,0,0,7:12:50
4.45,-3.87,90.4,402.3,-349.8,0,0,7:12:55
4.47,-3.89,90.4,404.1,-351.7,0,0,7:13:00
4.48,-3.89,90.4,405,-351.7,0,0,7:13:05
4.5,-3.91,90.4,406.8,-353.5,0,0,7:13:10
4.5,-3.92,90.4,406.8,-354.4,0,0,7:13:15
4.5,-3.92,90.4,406.8,-354.4,0,0,7:13:20
4.48,-3.88,90.4,405,-350.8,0,0,7:13:25
4.52,-3.93,90.4,408.6,-355.3,0,0,7:13:30
4.53,-3.95,90.4,409.5,-357.1,0,0,7:13:35
4.54,-3.95,90.4,410.4,-357.1,0,0,7:13:40
4.56,-3.96,90.4,412.2,-358,0,0,7:13:45
4.57,-3.97,90.4,413.1,-358.9,0,0,7:13:50
4.59,-3.99,90.4,414.9,-360.7,0,0,7:13:55
4.59,-4,90.4,414.9,-361.6,0,0,7:14:00
4.61,-4.01,90.4,416.7,-362.5,0,0,7:14:05
4.63,-4.03,90.4,418.6,-364.3,0,0,7:14:10
4.65,-4.05,90.4,420.4,-366.1,0,0,7:14:15
4.67,-4.07,90.4,422.2,-367.9,0,0,7:14:20
4.67,-4.07,90.4,422.2,-367.9,0,0,7:14:25
4.69,-4.08,90.5,424.4,-369.2,0,0,7:14:30
4.69,-4.08,90.4,424,-368.8,0,0,7:14:35
4.69,-4.09,90.4,424,-369.7,0,0,7:14:40
4.73,-4.13,90.5,428.1,-373.8,0,0,7:14:45
4.74,-4.14,90.5,429,-374.7,0,0,7:14:50
4.77,-4.16,90.5,431.7,-376.5,0,0,7:14:55
4.78,-4.17,90.5,432.6,-377.4,0,0,7:15:00
4.79,-4.18,90.5,433.5,-378.3,0,0,7:15:05
4.82,-4.2,90.5,436.2,-380.1,0,0,7:15:10
4.82,-4.21,90.6,436.7,-381.4,0,0,7:15:15
4.83,-4.22,90.6,437.6,-382.3,0,0,7:15:20
4.84,-4.22,90.6,438.5,-382.3,0,0,7:15:25
4.86,-4.24,90.6,440.3,-384.1,0,0,7:15:30
4.87,-4.26,90.6,441.2,-386,0,0,7:15:35
4.89,-4.27,90.6,443,-386.9,0,0,7:15:40
4.89,-4.27,90.5,442.5,-386.4,0,0,7:15:45
4.91,-4.28,90.6,444.8,-387.8,0,0,7:15:50
4.93,-4.31,90.6,446.7,-390.5,0,0,7:15:55
4.94,-4.32,90.6,447.6,-391.4,0,0,7:16:00
4.95,-4.34,90.5,448,-392.8,0,0,7:16:05
4.97,-4.34,90.6,450.3,-393.2,0,0,7:16:10
4.99,-4.36,90.6,452.1,-395,0,0,7:16:15
5,-4.37,90.6,453,-395.9,0,0,7:16:20
5.01,-4.38,90.6,453.9,-396.8,0,0,7:16:25
5.02,-4.39,90.6,454.8,-397.7,0,0,7:16:30
5.02,-4.4,90.6,454.8,-398.6,0,0,7:16:35
5.05,-4.41,90.6,457.5,-399.5,0,0,7:16:40
5.05,-4.41,90.6,457.5,-399.5,0,0,7:16:45
5.06,-4.43,90.6,458.4,-401.4,0,0,7:16:50
5.09,-4.45,90.6,461.2,-403.2,0,0,7:16:55
5.11,-4.48,90.6,463,-405.9,0,0,7:17:00
5.12,-4.49,90.6,463.9,-406.8,0,0,7:17:05
5.14,-4.5,90.6,465.7,-407.7,0,0,7:17:10
5.14,-4.51,90.6,465.7,-408.6,0,0,7:17:15
5.15,-4.51,90.6,466.6,-408.6,0,0,7:17:20
5.16,-4.53,90.6,467.5,-410.4,0,0,7:17:25
5.18,-4.55,90.6,469.3,-412.2,0,0,7:17:30
5.19,-4.55,90.7,470.7,-412.7,0,0,7:17:35
5.18,-4.54,90.6,469.3,-411.3,0,0,7:17:40
5.2,-4.56,90.6,471.1,-413.1,0,0,7:17:45
5.21,-4.57,90.6,472,-414,0,0,7:17:50
5.21,-4.57,90.7,472.5,-414.5,0,0,7:17:55
5.24,-4.59,90.6,474.7,-415.9,0,0,7:18:00
5.24,-4.58,90.6,474.7,-414.9,0,0,7:18:05
5.24,-4.59,90.7,475.3,-416.3,0,0,7:18:10
5.25,-4.61,90.7,476.2,-418.1,0,0,7:18:15
5.26,-4.62,90.7,477.1,-419,0,0,7:18:20
5.24,-4.6,90.7,475.3,-417.2,0,0,7:18:25
5.25,-4.62,90.7,476.2,-419,0,0,7:18:30
5.22,-4.58,90.7,473.5,-415.4,0,0,7:18:35
5.26,-4.63,90.7,477.1,-419.9,0,0,7:18:40
5.26,-4.62,90.7,477.1,-419,0,0,7:18:45
5.25,-4.61,90.7,476.2,-418.1,0,0,7:18:50
5.28,-4.64,90.7,478.9,-420.8,0,0,7:18:55
5.3,-4.66,90.7,480.7,-422.7,0,0,7:19:00
5.31,-4.66,90.7,481.6,-422.7,0,0,7:19:05
5.27,-4.63,90.7,478,-419.9,0,0,7:19:10
5.32,-4.67,90.7,482.5,-423.6,0,0,7:19:15
5.31,-4.66,90.7,481.6,-422.7,0,0,7:19:20
5.27,-4.63,90.7,478,-419.9,0,0,7:19:25
5.41,-4.75,90.7,490.7,-430.8,0,0,7:19:30
5.44,-4.79,90.7,493.4,-434.5,0,0,7:19:35
5.48,-4.82,90.7,497,-437.2,0,0,7:19:40
5.49,-4.84,90.7,497.9,-439,0,0,7:19:45
5.5,-4.84,90.7,498.9,-439,0,0,7:19:50
5.52,-4.85,90.8,501.2,-440.4,0,0,7:19:55
5.53,-4.86,90.7,501.6,-440.8,0,0,7:20:00
5.55,-4.88,90.8,503.9,-443.1,0,0,7:20:05
5.56,-4.89,90.8,504.8,-444,0,0,7:20:10
5.56,-4.89,90.8,504.8,-444,0,0,7:20:15
5.58,-4.91,90.8,506.7,-445.8,0,0,7:20:20
5.59,-4.91,90.9,508.1,-446.3,0,0,7:20:25
5.61,-4.94,90.8,509.4,-448.6,0,0,7:20:30
5.62,-4.95,90.9,510.9,-450,0,0,7:20:35
5.62,-4.95,90.9,510.9,-450,0,0,7:20:40
5.54,-4.87,90.9,503.6,-442.7,0,0,7:20:45
5.64,-4.97,90.9,512.7,-451.8,0,0,7:20:50
5.49,-4.83,90.8,498.5,-438.6,0,0,7:20:55
5.49,-4.83,90.8,498.5,-438.6,0,0,7:21:00
5.53,-4.87,90.9,502.7,-442.7,0,0,7:21:05
5.54,-4.88,90.9,503.6,-443.6,0,0,7:21:10
5.56,-4.89,90.9,505.4,-444.5,0,0,7:21:15
5.68,-5.01,90.9,516.3,-455.4,0,0,7:21:20
5.68,-5.01,90.9,516.3,-455.4,0,0,7:21:25
5.69,-5.01,90.9,517.2,-455.4,0,0,7:21:30
5.71,-5.03,90.9,519,-457.2,0,0,7:21:35
5.72,-5.03,90.9,519.9,-457.2,0,0,7:21:40
5.72,-5.04,90.9,519.9,-458.1,0,0,7:21:45
5.74,-5.06,90.9,521.8,-460,0,0,7:21:50
5.75,-5.07,90.9,522.7,-460.9,0,0,7:21:55
5.76,-5.08,90.9,523.6,-461.8,0,0,7:22:00
5.78,-5.1,90.9,525.4,-463.6,0,0,7:22:05
5.78,-5.11,90.9,525.4,-464.5,0,0,7:22:10
5.8,-5.12,90.9,527.2,-465.4,0,0,7:22:15
5.8,-5.12,90.9,527.2,-465.4,0,0,7:22:20
5.84,-5.15,90.9,530.9,-468.1,0,0,7:22:25
5.86,-5.16,90.9,532.7,-469,0,0,7:22:30
5.86,-5.17,90.9,532.7,-470,0,0,7:22:35
5.88,-5.19,90.9,534.5,-471.8,0,0,7:22:40
5.89,-5.2,90.9,535.4,-472.7,0,0,7:22:45
5.91,-5.21,90.9,537.2,-473.6,0,0,7:22:50
5.92,-5.23,90.9,538.1,-475.4,0,0,7:22:55
5.93,-5.24,90.9,539,-476.3,0,0,7:23:00
5.93,-5.24,90.9,539,-476.3,0,0,7:23:05
5.95,-5.26,90.9,540.9,-478.1,0,0,7:23:10
5.96,-5.27,90.9,541.8,-479,0,0,7:23:15
5.95,-5.27,90.9,540.9,-479,0,0,7:23:20
5.96,-5.27,90.9,541.8,-479,0,0,7:23:25
5.97,-5.28,90.9,542.7,-480,0,0,7:23:30
5.98,-5.28,90.9,543.6,-480,0,0,7:23:35
6,-5.31,90.9,545.4,-482.7,0,0,7:23:40
6.01,-5.3,90.9,546.3,-481.8,0,0,7:23:45
6.01,-5.31,91,546.9,-483.2,0,0,7:23:50
6.01,-5.32,90.9,546.3,-483.6,0,0,7:23:55
6.02,-5.33,91,547.8,-485,0,0,7:24:00
6.03,-5.33,91,548.7,-485,0,0,7:24:05
6.05,-5.34,91,550.6,-485.9,0,0,7:24:10
6.06,-5.35,91,551.5,-486.9,0,0,7:24:15
6.08,-5.38,91,553.3,-489.6,0,0,7:24:20
6.08,-5.39,91,553.3,-490.5,0,0,7:24:25
6.1,-5.4,91,555.1,-491.4,0,0,7:24:30
6.1,-5.4,90.9,554.5,-490.9,0,0,7:24:35
6.11,-5.41,91,556,-492.3,0,0,7:24:40
6.11,-5.42,91,556,-493.2,0,0,7:24:45
6.13,-5.43,91,557.8,-494.1,0,0,7:24:50
6.12,-5.42,91,556.9,-493.2,0,0,7:24:55
6.14,-5.43,91,558.7,-494.1,0,0,7:25:00
6.15,-5.44,91,559.7,-495,0,0,7:25:05
6.15,-5.45,91,559.7,-496,0,0,7:25:10
6.17,-5.46,91,561.5,-496.9,0,0,7:25:15
6.19,-5.47,91,563.3,-497.8,0,0,7:25:20
6.2,-5.49,91,564.2,-499.6,0,0,7:25:25
6.2,-5.49,91,564.2,-499.6,0,0,7:25:30
6.2,-5.49,91,564.2,-499.6,0,0,7:25:35
6.22,-5.51,91,566,-501.4,0,0,7:25:40
6.22,-5.52,91,566,-502.3,0,0,7:25:45
6.23,-5.51,91,566.9,-501.4,0,0,7:25:50
6.24,-5.53,91,567.8,-503.2,0,0,7:25:55
6.25,-5.55,91,568.8,-505.1,0,0,7:26:00
6.28,-5.56,91,571.5,-506,0,0,7:26:05
6.27,-5.55,91,570.6,-505.1,0,0,7:26:10
6.27,-5.56,91,570.6,-506,0,0,7:26:15
6.29,-5.56,91.1,573,-506.5,0,0,7:26:20
6.29,-5.57,91.1,573,-507.4,0,0,7:26:25
6.3,-5.59,91.1,573.9,-509.2,0,0,7:26:30
6.32,-5.6,91.1,575.8,-510.2,0,0,7:26:35
6.32,-5.6,91.1,575.8,-510.2,0,0,7:26:40
6.34,-5.62,91.2,578.2,-512.5,0,0,7:26:45
6.35,-5.62,91.1,578.5,-512,0,0,7:26:50
6.36,-5.63,91.1,579.4,-512.9,0,0,7:26:55
6.36,-5.64,91.1,579.4,-513.8,0,0,7:27:00
6.39,-5.66,91.1,582.1,-515.6,0,0,7:27:05
6.41,-5.69,91.2,584.6,-518.9,0,0,7:27:10
6.4,-5.68,91.2,583.7,-518,0,0,7:27:15
6.4,-5.69,91.2,583.7,-518.9,0,0,7:27:20
6.42,-5.69,91.2,585.5,-518.9,0,0,7:27:25
6.41,-5.69,91.2,584.6,-518.9,0,0,7:27:30
6.43,-5.69,91.2,586.4,-518.9,0,0,7:27:35
6.44,-5.72,91.2,587.3,-521.7,0,0,7:27:40
6.43,-5.7,91.2,586.4,-519.8,0,0,7:27:45
6.44,-5.71,91.2,587.3,-520.8,0,0,7:27:50
6.47,-5.73,91.2,590.1,-522.6,0,0,7:27:55
6.49,-5.75,91.2,591.9,-524.4,0,0,7:28:00
6.49,-5.77,91.2,591.9,-526.2,0,0,7:28:05
6.51,-5.78,91.2,593.7,-527.1,0,0,7:28:10
6.52,-5.78,91.2,594.6,-527.1,0,0,7:28:15
6.52,-5.78,91.2,594.6,-527.1,0,0,7:28:20
6.52,-5.78,91.2,594.6,-527.1,0,0,7:28:25
6.52,-5.78,91.2,594.6,-527.1,0,0,7:28:30
6.53,-5.79,91.2,595.5,-528,0,0,7:28:35
6.54,-5.8,91.2,596.4,-529,0,0,7:28:40
6.55,-5.82,91.2,597.4,-530.8,0,0,7:28:45
6.56,-5.82,91.2,598.3,-530.8,0,0,7:28:50
6.58,-5.84,91.2,600.1,-532.6,0,0,7:28:55
6.58,-5.85,91.2,600.1,-533.5,0,0,7:29:00
6.59,-5.85,91.2,601,-533.5,0,0,7:29:05
6.6,-5.86,91.2,601.9,-534.4,0,0,7:29:10
6.61,-5.87,91.2,602.8,-535.3,0,0,7:29:15
6.62,-5.88,91.2,603.7,-536.3,0,0,7:29:20
6.63,-5.89,91.2,604.7,-537.2,0,0,7:29:25
6.63,-5.89,91.2,604.7,-537.2,0,0,7:29:30
6.64,-5.9,91.3,606.2,-538.7,0,0,7:29:35
6.66,-5.91,91.3,608.1,-539.6,0,0,7:29:40
6.66,-5.92,91.3,608.1,-540.5,0,0,7:29:45
6.66,-5.91,91.2,607.4,-539,0,0,7:29:50
6.82,-6.06,91.3,622.7,-553.3,0,0,7:29:55
7,-6.22,91.3,639.1,-567.9,0,0,7:30:00
7.01,-6.23,91.3,640,-568.8,0,0,7:30:05
7.01,-6.23,91.3,640,-568.8,0,0,7:30:10
7.02,-6.23,91.3,640.9,-568.8,0,0,7:30:15
7.02,-6.24,91.3,640.9,-569.7,0,0,7:30:20
7.03,-6.25,91.3,641.8,-570.6,0,0,7:30:25
7.05,-6.29,91.3,643.7,-574.3,0,0,7:30:30
7.05,-6.29,91.3,643.7,-574.3,0,0,7:30:35
7.06,-6.29,91.3,644.6,-574.3,0,0,7:30:40
7.09,-6.31,91.3,647.3,-576.1,0,0,7:30:45
7.08,-6.31,91.3,646.4,-576.1,0,0,7:30:50
7.09,-6.32,91.3,647.3,-577,0,0,7:30:55
7.12,-6.34,91.3,650.1,-578.8,0,0,7:31:00
7.11,-6.33,91.3,649.1,-577.9,0,0,7:31:05
7.12,-6.35,91.4,650.8,-580.4,0,0,7:31:10
7.12,-6.34,91.4,650.8,-579.5,0,0,7:31:15
7.14,-6.37,91.4,652.6,-582.2,0,0,7:31:20
7.15,-6.37,91.5,654.2,-582.9,0,0,7:31:25
7.13,-6.35,91.4,651.7,-580.4,0,0,7:31:30
7.13,-6.35,91.5,652.4,-581,0,0,7:31:35
7.14,-6.36,91.5,653.3,-581.9,0,0,7:31:40
7.16,-6.38,91.4,654.4,-583.1,0,0,7:31:45
7.15,-6.37,91.5,654.2,-582.9,0,0,7:31:50
7.16,-6.38,91.4,654.4,-583.1,0,0,7:31:55
7.19,-6.41,91.5,657.9,-586.5,0,0,7:32:00
7.19,-6.41,91.5,657.9,-586.5,0,0,7:32:05
7.21,-6.43,91.4,659,-587.7,0,0,7:32:10
7.21,-6.43,91.5,659.7,-588.3,0,0,7:32:15
7.22,-6.44,91.5,660.6,-589.3,0,0,7:32:20
7.24,-6.45,91.5,662.5,-590.2,0,0,7:32:25
7.23,-6.46,91.5,661.5,-591.1,0,0,7:32:30
7.24,-6.46,91.5,662.5,-591.1,0,0,7:32:35
7.23,-6.45,91.5,661.5,-590.2,0,0,7:32:40
7.28,-6.49,91.5,666.1,-593.8,0,0,7:32:45
7.29,-6.49,91.5,667,-593.8,0,0,7:32:50
7.3,-6.5,91.5,668,-594.8,0,0,7:32:55
7.3,-6.51,91.5,668,-595.7,0,0,7:33:00
7.31,-6.51,91.5,668.9,-595.7,0,0,7:33:05
7.31,-6.52,91.5,668.9,-596.6,0,0,7:33:10
7.31,-6.52,91.5,668.9,-596.6,0,0,7:33:15
7.31,-6.52,91.5,668.9,-596.6,0,0,7:33:20
7.32,-6.52,91.5,669.8,-596.6,0,0,7:33:25
7.32,-6.52,91.5,669.8,-596.6,0,0,7:33:30
7.32,-6.52,91.5,669.8,-596.6,0,0,7:33:35
7.35,-6.55,91.5,672.5,-599.3,0,0,7:33:40
7.33,-6.54,91.5,670.7,-598.4,0,0,7:33:45
7.36,-6.56,91.5,673.4,-600.2,0,0,7:33:50
7.37,-6.57,91.5,674.4,-601.2,0,0,7:33:55
7.38,-6.59,91.5,675.3,-603,0,0,7:34:00
7.37,-6.58,91.5,674.4,-602.1,0,0,7:34:05
7.39,-6.6,91.5,676.2,-603.9,0,0,7:34:10
7.41,-6.62,91.6,678.8,-606.4,0,0,7:34:15
7.4,-6.61,91.5,677.1,-604.8,0,0,7:34:20
7.43,-6.63,91.6,680.6,-607.3,0,0,7:34:25
7.41,-6.61,91.6,678.8,-605.5,0,0,7:34:30
7.44,-6.63,91.6,681.5,-607.3,0,0,7:34:35
7.45,-6.65,91.6,682.4,-609.1,0,0,7:34:40
7.45,-6.65,91.6,682.4,-609.1,0,0,7:34:45
7.46,-6.65,91.6,683.3,-609.1,0,0,7:34:50
7.46,-6.65,91.6,683.3,-609.1,0,0,7:34:55
7.48,-6.67,91.6,685.2,-611,0,0,7:35:00
7.49,-6.68,91.6,686.1,-611.9,0,0,7:35:05
7.51,-6.71,91.6,687.9,-614.6,0,0,7:35:10
7.52,-6.72,91.6,688.8,-615.6,0,0,7:35:15
7.51,-6.72,91.6,687.9,-615.6,0,0,7:35:20
7.52,-6.72,91.6,688.8,-615.6,0,0,7:35:25
7.54,-6.73,91.6,690.7,-616.5,0,0,7:35:30
7.55,-6.75,91.6,691.6,-618.3,0,0,7:35:35
7.56,-6.75,91.6,692.5,-618.3,0,0,7:35:40
7.56,-6.75,91.6,692.5,-618.3,0,0,7:35:45
7.59,-6.78,91.6,695.2,-621,0,0,7:35:50
7.58,-6.77,91.6,694.3,-620.1,0,0,7:35:55
7.59,-6.78,91.7,696,-621.7,0,0,7:36:00
7.62,-6.8,91.7,698.8,-623.6,0,0,7:36:05
7.6,-6.79,91.7,696.9,-622.6,0,0,7:36:10
7.6,-6.79,91.6,696.2,-622,0,0,7:36:15
7.6,-6.79,91.6,696.2,-622,0,0,7:36:20
7.62,-6.81,91.7,698.8,-624.5,0,0,7:36:25
7.63,-6.81,91.7,699.7,-624.5,0,0,7:36:30
7.63,-6.81,91.7,699.7,-624.5,0,0,7:36:35
7.64,-6.82,91.7,700.6,-625.4,0,0,7:36:40
7.65,-6.83,91.7,701.5,-626.3,0,0,7:36:45
7.63,-6.81,91.7,699.7,-624.5,0,0,7:36:50
7.63,-6.81,91.7,699.7,-624.5,0,0,7:36:55
7.65,-6.84,91.8,702.3,-627.9,0,0,7:37:00
7.66,-6.85,91.8,703.2,-628.8,0,0,7:37:05
7.67,-6.86,91.8,704.1,-629.7,0,0,7:37:10
7.69,-6.87,91.8,705.9,-630.7,0,0,7:37:15
7.68,-6.86,91.8,705,-629.7,0,0,7:37:20
7.67,-6.85,91.8,704.1,-628.8,0,0,7:37:25
7.71,-6.9,91.8,707.8,-633.4,0,0,7:37:30
7.7,-6.89,91.8,706.9,-632.5,0,0,7:37:35
7.73,-6.91,91.8,709.6,-634.3,0,0,7:37:40
7.74,-6.92,91.8,710.5,-635.3,0,0,7:37:45
7.73,-6.92,91.8,709.6,-635.3,0,0,7:37:50
7.77,-6.95,91.8,713.3,-638,0,0,7:37:55
7.75,-6.93,91.8,711.5,-636.2,0,0,7:38:00
7.73,-6.91,91.8,709.6,-634.3,0,0,7:38:05
7.75,-6.93,91.8,711.5,-636.2,0,0,7:38:10
7.75,-6.93,91.8,711.5,-636.2,0,0,7:38:15
7.75,-6.93,91.8,711.5,-636.2,0,0,7:38:20
7.75,-6.93,91.8,711.5,-636.2,0,0,7:38:25
7.76,-6.94,91.8,712.4,-637.1,0,0,7:38:30
7.78,-6.96,91.8,714.2,-638.9,0,0,7:38:35
7.77,-6.95,91.8,713.3,-638,0,0,7:38:40
7.79,-6.96,91.8,715.1,-638.9,0,0,7:38:45
7.8,-6.97,91.8,716,-639.8,0,0,7:38:50
7.79,-6.97,91.9,715.9,-640.5,0,0,7:38:55
7.79,-6.96,91.8,715.1,-638.9,0,0,7:39:00
7.79,-6.97,91.8,715.1,-639.8,0,0,7:39:05
7.81,-6.98,91.8,717,-640.8,0,0,7:39:10
7.82,-6.98,91.9,718.7,-641.5,0,0,7:39:15
7.8,-6.97,91.8,716,-639.8,0,0,7:39:20
7.84,-7,91.9,720.5,-643.3,0,0,7:39:25
7.55,-6.73,91.8,693.1,-617.8,0,0,7:39:30
7.87,-7.04,91.9,723.3,-647,0,0,7:39:35
7.93,-7.1,91.9,728.8,-652.5,0,0,7:39:40
7.93,-7.1,91.8,728,-651.8,0,0,7:39:45
7.95,-7.11,91.9,730.6,-653.4,0,0,7:39:50
7.97,-7.13,91.9,732.4,-655.2,0,0,7:39:55
7.95,-7.11,91.9,730.6,-653.4,0,0,7:40:00
7.96,-7.12,91.9,731.5,-654.3,0,0,7:40:05
7.95,-7.11,91.9,730.6,-653.4,0,0,7:40:10
7.97,-7.14,91.9,732.4,-656.2,0,0,7:40:15
7.99,-7.15,91.9,734.3,-657.1,0,0,7:40:20
8.01,-7.17,91.9,736.1,-658.9,0,0,7:40:25
8,-7.16,91.9,735.2,-658,0,0,7:40:30
8,-7.16,92,736,-658.7,0,0,7:40:35
8,-7.16,92,736,-658.7,0,0,7:40:40
8.02,-7.18,92,737.8,-660.6,0,0,7:40:45
8.04,-7.2,92,739.7,-662.4,0,0,7:40:50
8.06,-7.21,92,741.5,-663.3,0,0,7:40:55
8.08,-7.23,92,743.4,-665.2,0,0,7:41:00
8.08,-7.23,92,743.4,-665.2,0,0,7:41:05
8.1,-7.25,92,745.2,-667,0,0,7:41:10
8.1,-7.25,92.1,746,-667.7,0,0,7:41:15
8.09,-7.25,92.1,745.1,-667.7,0,0,7:41:20
8.1,-7.25,92.1,746,-667.7,0,0,7:41:25
8.09,-7.24,92,744.3,-666.1,0,0,7:41:30
