dist_km,elev_m,slope_pct,headwind_ms
35.5,34.24947056,-0.3728990399644744,0.0
35.6,34.56500559,-0.38847369643251,0.0
35.7,32.85893939,-0.40565640573449,0.0
35.8,29.19179837,-0.4278620890578124,0.0
35.9,28.19346739,-0.46193116976440124,0.0
36.0,25.68626121,-0.49090505565901027,0.0
36.1,25.00951506,-0.5107715653008,0.0
36.2,27.55241876,-0.525313074294283,0.0
36.3,27.46656549,-0.5261356956960298,0.0
36.4,28.35328777,-0.5285374282610801,0.0
36.5,28.71936551,-0.5341022649979437,0.0
36.6,29.66556054,-0.5392029179483757,0.0
36.7,30.2913965,-0.528351981578507,0.0
36.8,30.85427835,-0.5165105425567086,0.0
36.9,30.64780289,-0.5047903215572214,0.0
37.0,30.44205866,-0.47441841514567074,0.0
37.1,29.75990539,-0.44605977804014857,0.0
37.2,28.35673361,-0.4173751641269348,0.0
37.3,26.55634363,-0.3858060456948189,0.0
37.4,25.04013589,-0.351910962435765,0.0
37.5,23.86761684,-0.3196363115127199,0.0
37.6,22.65588479,-0.29265817482194195,0.0
37.7,21.74049495,-0.2768320035558873,0.0
37.8,21.12315895,-0.28361015853717597,0.0
37.9,20.84391523,-0.29257389558657476,0.0
38.0,20.84998559,-0.29011338296928385,0.0
38.1,20.05445143,-0.28958657176080466,0.0
38.2,20.46763557,-0.3001949400596715,0.0
38.3,20.42791677,-0.30909595810298296,0.0
38.4,18.57976086,-0.314837898386909,0.0
38.5,17.69335764,-0.3283053450642143,0.0
38.6,17.7803154,-0.29114425132493127,0.0
38.7,16.70828026,-0.20302756625249857,0.0
38.8,16.27983244,-0.10438304380147789,0.0
38.9,16.07009927,-0.017868392732726085,0.0
39.0,16.27708325,0.04313149584209271,0.0
39.1,16.25220649,0.08168149111597672,0.0
39.2,16.95803493,0.11975042930721856,0.0
39.3,18.11790094,0.1772035506780002,0.0
39.4,18.58517518,0.22473549352586222,0.0
39.5,19.38585295,0.22824776556115867,0.0
39.6,20.05843887,0.22409763918407466,0.0
39.7,20.04435601,0.2264555062566899,0.0
39.8,21.36184943,0.22777260539761238,0.0
39.9,21.92889934,0.2757776650769196,0.0
40.0,22.86269599,0.3259730722001649,0.0
40.1,23.47155792,0.35085769061718397,0.0
40.2,24.17177443,0.380972211761474,0.0
40.3,24.60275758,0.4185680830195098,0.0
40.4,24.87336877,0.45906050859754116,0.0
40.5,25.21535897,0.48497590278003316,0.0
40.6,25.70290223,0.5063919117317311,0.0
40.7,26.19858764,0.5301378873957291,0.0
40.8,26.41480731,0.5433568041182459,0.0
40.9,26.45402853,0.548539060695958,0.0
41.0,26.35819904,0.53894223078606,0.0
41.1,27.09990532,0.5130546597094423,0.0
41.2,29.2802961,0.4842562611024164,0.0
41.3,30.11080158,0.45865254220699014,0.0
41.4,31.33871578,0.43603297102072697,0.0
41.5,32.82438396,0.42405569905619417,0.0
41.6,34.85324465,0.4323197571697023,0.0
41.7,35.578811,0.44978875577504884,0.0
41.8,36.30901476,0.46700594886659297,0.0
41.9,37.99840027,0.4869078630052244,0.0
42.0,36.88016101,0.5044838708045518,0.0
42.1,36.52581229,0.4963847221842542,0.0
42.2,35.61517792,0.47212692102179976,0.0
42.3,35.42038313,0.46963916262306515,0.0
42.4,34.68864905,0.46960756334336795,0.0
42.5,35.94796475,0.458173367781248,0.0
42.6,36.6618052,0.45851870452036114,0.0
42.7,36.8089885,0.4688408277096784,0.0
42.8,35.92219623,0.4703351995592867,0.0
42.9,35.61268802,0.4635708182473626,0.0
43.0,35.2849025,0.46169232343551986,0.0
43.1,34.78944209,0.45435662712645525,0.0
43.2,34.21360639,0.45077034884381534,0.0
43.3,34.06572087,0.4481648258251683,0.0
43.4,34.05347186,0.42133201597199466,0.0
43.5,34.86279208,0.4104881818338754,0.0
43.6,35.02533735,0.41597674609885193,0.0
43.7,35.42483185,0.4152597347701772,0.0
43.8,35.82426748,0.4177346660494037,0.0
43.9,37.57451541,0.42926856772714844,0.0
44.0,37.92589592,0.4653198443627531,0.0
44.1,38.86670396,0.502406773303548,0.0
44.2,39.80648862,0.5072398237772916,0.0
44.3,40.25689902,0.49742867455484047,0.0
44.4,41.21245702,0.48559960082011544,0.0
44.5,42.80310074,0.46083037261846305,0.0
44.6,44.52259382,0.43475452283269933,0.0
44.7,46.06939305,0.41161963986765504,0.0
44.8,47.72727967,0.39612636833572423,0.0
44.9,48.8293561,0.4065558886609601,0.0
45.0,49.11941349,0.41146672537916235,0.0
45.1,49.84011815,0.4034944180325226,0.0
45.2,49.42886359,0.40834149086895766,0.0
45.3,50.02402613,0.4325656350822709,0.0
45.4,50.43810843,0.4557870311215607,0.0
45.5,50.99436912,0.4648000952803017,0.0
45.6,51.67087565,0.49532157045905195,0.0
45.7,51.73238552,0.5113940315087604,0.0
45.8,51.64670639,0.5053913225134186,0.0
45.9,51.82726409,0.49947665418714327,0.0
46.0,51.02409858,0.4973550861884519,0.0
46.1,50.4310252,0.5068963131723052,0.0
46.2,50.23155611,0.5259309488856048,0.0
46.3,50.66933391,0.5558430815502426,0.0
46.4,51.18791166,0.5653539132187142,0.0
46.5,52.04801462,0.5438926997858801,0.0
46.6,51.94325126,0.5179581893380316,0.0
46.7,52.96481342,0.494029531515389,0.0
46.8,54.4667795,0.45073509039577025,0.0
46.9,54.80043402,0.39234408079222327,0.0
47.0,55.49739065,0.3290742099465547,0.0
47.1,56.17544629,0.2804737876611966,0.0
47.2,56.7462457,0.24032054301897576,0.0
47.3,56.37331728,0.18440499052386314,0.0
47.4,54.1966191,0.14869541651201215,0.0
47.5,52.74578031,0.13793318874883767,0.0
47.6,53.05679009,0.12513204836946556,0.0
47.7,53.02669729,0.10862593375869666,0.0
47.8,53.6526252,0.10136123894771511,0.0
47.9,54.6306782,0.10843916475341708,0.0
48.0,54.97700371,0.09865988201071332,0.0
48.1,55.29411179,0.06576702464523691,0.0
48.2,55.51952875,0.046741546909117915,0.0
48.3,55.75817905,0.06423412940327342,0.0
48.4,56.92507658,0.08724927382488495,0.0
48.5,57.817542,0.09424048768264584,0.0
48.6,58.83188424,0.11443572188408098,0.0
