Voltage(V),cellVoltage(V),Current(A),time,used_A[Ah],SOC(%)
8.38,4.19,0.028,0:00:01,0,100
8.38,4.19,0.032,0:00:02,8.88889E-06,99.99998261
8.379,4.1895,0.032,0:00:03,1.77778E-05,99.99996522
8.38,4.19,0.035,0:00:04,0.0000275,99.9999462
8.381,4.1905,0.032,0:00:05,3.63889E-05,99.99992881
8.371,4.1855,1.224,0:00:06,0.000376389,99.99926369
8.36,4.18,2.45,0:00:07,0.001056944,99.99793236
8.348,4.174,3.638,0:00:08,0.0020675,99.99595547
8.339,4.1695,4.839,0:00:09,0.003411667,99.99332595
8.323,4.1615,6.318,0:00:10,0.005166667,99.98989275
8.302,4.151,8.726,0:00:11,0.007590556,99.98515103
8.285,4.1425,10.713,0:00:12,0.010566389,99.97932958
8.286,4.143,10,0:00:13,0.013344167,99.97389557
8.286,4.143,10,0:00:14,0.016121944,99.96846156
8.283,4.1415,10,0:00:15,0.018899722,99.96302756
8.283,4.1415,10,0:00:16,0.0216775,99.95759355
8.281,4.1405,10,0:00:17,0.024455278,99.95215954
8.28,4.14,10,0:00:18,0.027233056,99.94672553
8.28,4.14,10,0:00:19,0.030010833,99.94129152
8.28,4.14,10,0:00:20,0.032788611,99.93585752
8.277,4.1385,10,0:00:21,0.035566389,99.93042351
8.279,4.1395,10,0:00:22,0.038344167,99.9249895
8.275,4.1375,10,0:00:23,0.041121944,99.91955549
8.275,4.1375,10,0:00:24,0.043899722,99.91412149
8.276,4.138,10,0:00:25,0.0466775,99.90868748
8.274,4.137,10,0:00:26,0.049455278,99.90325347
8.274,4.137,10,0:00:27,0.052233056,99.89781946
8.273,4.1365,10,0:00:28,0.055010833,99.89238546
8.271,4.1355,10,0:00:29,0.057788611,99.88695145
8.271,4.1355,10,0:00:30,0.060566389,99.88151744
8.271,4.1355,10,0:00:31,0.063344167,99.87608343
8.269,4.1345,10,0:00:32,0.066121944,99.87064942
8.269,4.1345,10,0:00:33,0.068899722,99.86521542
8.269,4.1345,10,0:00:34,0.0716775,99.85978141
8.267,4.1335,10,0:00:35,0.074455278,99.8543474
8.268,4.134,10,0:00:36,0.077233056,99.84891339
8.265,4.1325,10,0:00:37,0.080010833,99.84347939
8.265,4.1325,10,0:00:38,0.082788611,99.83804538
8.267,4.1335,10,0:00:39,0.085566389,99.83261137
8.263,4.1315,10,0:00:40,0.088344167,99.82717736
8.264,4.132,10,0:00:41,0.091121944,99.82174336
8.262,4.131,10,0:00:42,0.093899722,99.81630935
8.261,4.1305,10,0:00:43,0.0966775,99.81087534
8.263,4.1315,10,0:00:44,0.099455278,99.80544133
8.261,4.1305,10,0:00:45,0.102233056,99.80000733
8.261,4.1305,10,0:00:46,0.105010833,99.79457332
8.261,4.1305,10,0:00:47,0.107788611,99.78913931
8.258,4.129,10,0:00:48,0.110566389,99.7837053
8.259,4.1295,10,0:00:49,0.113344167,99.77827129
8.259,4.1295,10,0:00:50,0.116121944,99.77283729
8.255,4.1275,10,0:00:51,0.118899722,99.76740328
8.259,4.1295,10,0:00:52,0.1216775,99.76196927
8.255,4.1275,10,0:00:53,0.124455278,99.75653526
8.258,4.129,10,0:00:54,0.127233056,99.75110126
8.256,4.128,10,0:00:55,0.130010833,99.74566725
8.254,4.127,10,0:00:56,0.132788611,99.74023324
8.257,4.1285,10,0:00:57,0.135566389,99.73479923
8.252,4.126,10,0:00:58,0.138344167,99.72936523
8.254,4.127,10,0:00:59,0.141121944,99.72393122
8.253,4.1265,10,0:01:00,0.143899722,99.71849721
8.253,4.1265,10,0:01:01,0.1466775,99.7130632
8.252,4.126,10,0:01:02,0.149455278,99.70762919
8.251,4.1255,10,0:01:03,0.152233056,99.70219519
8.252,4.126,10,0:01:04,0.155010833,99.69676118
8.248,4.124,10,0:01:05,0.157788611,99.69132717
8.252,4.126,10,0:01:06,0.160566389,99.68589316
8.248,4.124,10,0:01:07,0.163344167,99.68045916
8.251,4.1255,10,0:01:08,0.166121944,99.67502515
8.249,4.1245,10,0:01:09,0.168899722,99.66959114
8.247,4.1235,10,0:01:10,0.1716775,99.66415713
8.25,4.125,10,0:01:11,0.174455278,99.65872313
8.246,4.123,10,0:01:12,0.177233056,99.65328912
8.248,4.124,10,0:01:13,0.180010833,99.64785511
8.247,4.1235,10,0:01:14,0.182788611,99.6424211
8.245,4.1225,10,0:01:15,0.185566389,99.63698709
8.247,4.1235,10,0:01:16,0.188344167,99.63155309
8.243,4.1215,10,0:01:17,0.191121944,99.62611908
8.247,4.1235,10,0:01:18,0.193899722,99.62068507
8.242,4.121,10,0:01:19,0.1966775,99.61525106
8.246,4.123,10,0:01:20,0.199455278,99.60981706
8.242,4.121,10,0:01:21,0.202233056,99.60438305
8.242,4.121,10,0:01:22,0.205010833,99.59894904
8.245,4.1225,10,0:01:23,0.207788611,99.59351503
8.239,4.1195,10,0:01:24,0.210566389,99.58808103
8.243,4.1215,10,0:01:25,0.213344167,99.58264702
8.241,4.1205,10,0:01:26,0.216121944,99.57721301
8.24,4.12,10,0:01:27,0.218899722,99.571779
8.242,4.121,10,0:01:28,0.2216775,99.566345
8.236,4.118,10,0:01:29,0.224455278,99.56091099
8.242,4.121,10,0:01:30,0.227233056,99.55547698
8.239,4.1195,10,0:01:31,0.230010833,99.55004297
8.239,4.1195,10,0:01:32,0.232788611,99.54460896
8.239,4.1195,10,0:01:33,0.235566389,99.53917496
8.237,4.1185,10,0:01:34,0.238344167,99.53374095
8.239,4.1195,10,0:01:35,0.241121944,99.52830694
8.236,4.118,10,0:01:36,0.243899722,99.52287293
8.236,4.118,10,0:01:37,0.2466775,99.51743893
8.236,4.118,10,0:01:38,0.249455278,99.51200492
8.236,4.118,10,0:01:39,0.252233056,99.50657091
8.235,4.1175,10,0:01:40,0.255010833,99.5011369
8.236,4.118,10,0:01:41,0.257788611,99.4957029
8.236,4.118,10,0:01:42,0.260566389,99.49026889
8.233,4.1165,10,0:01:43,0.263344167,99.48483488
8.236,4.118,10,0:01:44,0.266121944,99.47940087
8.233,4.1165,10,0:01:45,0.268899722,99.47396686
8.233,4.1165,10,0:01:46,0.2716775,99.46853286
8.234,4.117,10,0:01:47,0.274455278,99.46309885
8.23,4.115,10,0:01:48,0.277233056,99.45766484
8.233,4.1165,10,0:01:49,0.280010833,99.45223083
8.231,4.1155,10,0:01:50,0.282788611,99.44679683
8.23,4.115,10,0:01:51,0.285566389,99.44136282
8.233,4.1165,10,0:01:52,0.288344167,99.43592881
8.23,4.115,10,0:01:53,0.291121944,99.4304948
8.232,4.116,10,0:01:54,0.293899722,99.4250608
8.23,4.115,10,0:01:55,0.2966775,99.41962679
8.231,4.1155,10,0:01:56,0.299455278,99.41419278
8.23,4.115,10,0:01:57,0.302233056,99.40875877
8.229,4.1145,10,0:01:58,0.305010833,99.40332476
8.231,4.1155,10,0:01:59,0.307788611,99.39789076
8.229,4.1145,10,0:02:00,0.310566389,99.39245675
8.229,4.1145,10,0:02:01,0.313344167,99.38702274
8.226,4.113,10,0:02:02,0.316121944,99.38158873
8.226,4.113,10,0:02:03,0.318899722,99.37615473
8.227,4.1135,10,0:02:04,0.3216775,99.37072072
8.226,4.113,10,0:02:05,0.324455278,99.36528671
8.227,4.1135,10,0:02:06,0.327233056,99.3598527
8.226,4.113,10,0:02:07,0.330010833,99.3544187
8.226,4.113,10,0:02:08,0.332788611,99.34898469
8.226,4.113,10,0:02:09,0.335566389,99.34355068
8.225,4.1125,10,0:02:10,0.338344167,99.33811667
8.226,4.113,10,0:02:11,0.341121944,99.33268267
8.224,4.112,10,0:02:12,0.343899722,99.32724866
8.226,4.113,10,0:02:13,0.3466775,99.32181465
8.224,4.112,10,0:02:14,0.349455278,99.31638064
8.223,4.1115,10,0:02:15,0.352233056,99.31094663
8.225,4.1125,10,0:02:16,0.355010833,99.30551263
8.22,4.11,10,0:02:17,0.357788611,99.30007862
8.225,4.1125,10,0:02:18,0.360566389,99.29464461
8.224,4.112,10,0:02:19,0.363344167,99.2892106
8.22,4.11,10,0:02:20,0.366121944,99.2837766
8.224,4.112,10,0:02:21,0.368899722,99.27834259
8.217,4.1085,10,0:02:22,0.3716775,99.27290858
8.223,4.1115,10,0:02:23,0.374455278,99.26747457
8.22,4.11,10,0:02:24,0.377233056,99.26204057
8.22,4.11,10,0:02:25,0.380010833,99.25660656
8.221,4.1105,10,0:02:26,0.382788611,99.25117255
8.219,4.1095,10,0:02:27,0.385566389,99.24573854
8.22,4.11,10,0:02:28,0.388344167,99.24030453
8.219,4.1095,10,0:02:29,0.391121944,99.23487053
8.219,4.1095,10,0:02:30,0.393899722,99.22943652
8.219,4.1095,10,0:02:31,0.3966775,99.22400251
8.217,4.1085,10,0:02:32,0.399455278,99.2185685
8.22,4.11,10,0:02:33,0.402233056,99.2131345
8.217,4.1085,10,0:02:34,0.405010833,99.20770049
8.216,4.108,10,0:02:35,0.407788611,99.20226648
8.218,4.109,10,0:02:36,0.410566389,99.19683247
8.216,4.108,10,0:02:37,0.413344167,99.19139847
8.218,4.109,10,0:02:38,0.416121944,99.18596446
8.216,4.108,10,0:02:39,0.418899722,99.18053045
8.215,4.1075,10,0:02:40,0.4216775,99.17509644
8.215,4.1075,10,0:02:41,0.424455278,99.16966244
8.215,4.1075,10,0:02:42,0.427233056,99.16422843
8.214,4.107,10,0:02:43,0.430010833,99.15879442
8.214,4.107,10,0:02:44,0.432788611,99.15336041
8.216,4.108,10,0:02:45,0.435566389,99.1479264
8.211,4.1055,10.514,0:02:46,0.438486944,99.14221309
8.216,4.108,10,0:02:47,0.441264722,99.13677908
8.214,4.107,10,0:02:48,0.4440425,99.13134507
8.211,4.1055,10,0:02:49,0.446820278,99.12591107
8.214,4.107,10,0:02:50,0.449598056,99.12047706
8.211,4.1055,10,0:02:51,0.452375833,99.11504305
8.214,4.107,10,0:02:52,0.455153611,99.10960904
8.211,4.1055,10,0:02:53,0.457931389,99.10417504
8.213,4.1065,10,0:02:54,0.460709167,99.09874103
8.213,4.1065,10,0:02:55,0.463486944,99.09330702
8.208,4.104,10,0:02:56,0.466264722,99.08787301
8.215,4.1075,10,0:02:57,0.4690425,99.082439
8.208,4.104,10,0:02:58,0.471820278,99.077005
8.213,4.1065,10,0:02:59,0.474598056,99.07157099
8.21,4.105,10,0:03:00,0.477375833,99.06613698
8.207,4.1035,10,0:03:01,0.480153611,99.06070297
8.212,4.106,10,0:03:02,0.482931389,99.05526897
8.205,4.1025,10.554,0:03:03,0.485863056,99.04953391
8.213,4.1065,10,0:03:04,0.488640833,99.04409991
8.208,4.104,10,0:03:05,0.491418611,99.0386659
8.207,4.1035,10,0:03:06,0.494196389,99.03323189
8.211,4.1055,10,0:03:07,0.496974167,99.02779788
8.204,4.102,10.582,0:03:08,0.499913611,99.02204762
8.21,4.105,10,0:03:09,0.502691389,99.01661361
8.205,4.1025,10,0:03:10,0.505469167,99.0111796
8.206,4.103,10,0:03:11,0.508246944,99.00574559
8.209,4.1045,10,0:03:12,0.511024722,99.00031159
8.204,4.102,10,0:03:13,0.5138025,98.99487758
8.209,4.1045,10,0:03:14,0.516580278,98.98944357
8.208,4.104,10,0:03:15,0.519358056,98.98400956
8.204,4.102,10,0:03:16,0.522135833,98.97857556
8.207,4.1035,10,0:03:17,0.524913611,98.97314155
8.204,4.102,10,0:03:18,0.527691389,98.96770754
8.204,4.102,10,0:03:19,0.530469167,98.96227353
8.206,4.103,10,0:03:20,0.533246944,98.95683952
8.204,4.102,10,0:03:21,0.536024722,98.95140552
8.206,4.103,10,0:03:22,0.5388025,98.94597151
8.203,4.1015,10,0:03:23,0.541580278,98.9405375
8.204,4.102,10,0:03:24,0.544358056,98.93510349
8.204,4.102,10,0:03:25,0.547135833,98.92966949
8.204,4.102,10,0:03:26,0.549913611,98.92423548
8.202,4.101,10,0:03:27,0.552691389,98.91880147
8.202,4.101,10,0:03:28,0.555469167,98.91336746
8.202,4.101,10,0:03:29,0.558246944,98.90793346
8.201,4.1005,10,0:03:30,0.561024722,98.90249945
8.203,4.1015,10,0:03:31,0.5638025,98.89706544
8.202,4.101,10,0:03:32,0.566580278,98.89163143
8.2,4.1,10,0:03:33,0.569358056,98.88619742
8.2,4.1,10,0:03:34,0.572135833,98.88076342
8.202,4.101,10,0:03:35,0.574913611,98.87532941
8.199,4.0995,10,0:03:36,0.577691389,98.8698954
8.2,4.1,10,0:03:37,0.580469167,98.86446139
8.201,4.1005,10,0:03:38,0.583246944,98.85902739
8.198,4.099,10,0:03:39,0.586024722,98.85359338
8.2,4.1,10,0:03:40,0.5888025,98.84815937
8.198,4.099,10,0:03:41,0.591580278,98.84272536
8.198,4.099,10,0:03:42,0.594358056,98.83729136
8.199,4.0995,10,0:03:43,0.597135833,98.83185735
8.198,4.099,10,0:03:44,0.599913611,98.82642334
8.2,4.1,10,0:03:45,0.602691389,98.82098933
8.198,4.099,10,0:03:46,0.605469167,98.81555533
8.2,4.1,10,0:03:47,0.608246944,98.81012132
8.198,4.099,10,0:03:48,0.611024722,98.80468731
8.198,4.099,10,0:03:49,0.6138025,98.7992533
8.198,4.099,10,0:03:50,0.616580278,98.79381929
8.195,4.0975,10,0:03:51,0.619358056,98.78838529
8.198,4.099,10,0:03:52,0.622135833,98.78295128
8.196,4.098,10,0:03:53,0.624913611,98.77751727
8.196,4.098,10,0:03:54,0.627691389,98.77208326
8.197,4.0985,10,0:03:55,0.630469167,98.76664926
8.194,4.097,10,0:03:56,0.633246944,98.76121525
8.196,4.098,10,0:03:57,0.636024722,98.75578124
8.195,4.0975,10,0:03:58,0.6388025,98.75034723
8.193,4.0965,10,0:03:59,0.641580278,98.74491323
8.198,4.099,10,0:04:00,0.644358056,98.73947922
8.193,4.0965,10,0:04:01,0.647135833,98.73404521
8.195,4.0975,10,0:04:02,0.649913611,98.7286112
8.192,4.096,10,0:04:03,0.652691389,98.72317719
8.192,4.096,10,0:04:04,0.655469167,98.71774319
8.195,4.0975,10,0:04:05,0.658246944,98.71230918
8.191,4.0955,10,0:04:06,0.661024722,98.70687517
8.194,4.097,10,0:04:07,0.6638025,98.70144116
8.192,4.096,10,0:04:08,0.666580278,98.69600716
8.192,4.096,10,0:04:09,0.669358056,98.69057315
8.192,4.096,10,0:04:10,0.672135833,98.68513914
8.192,4.096,10,0:04:11,0.674913611,98.67970513
8.194,4.097,10,0:04:12,0.677691389,98.67427113
8.19,4.095,10,0:04:13,0.680469167,98.66883712
8.192,4.096,10,0:04:14,0.683246944,98.66340311
8.193,4.0965,10,0:04:15,0.686024722,98.6579691
8.189,4.0945,10,0:04:16,0.6888025,98.65253509
8.193,4.0965,10,0:04:17,0.691580278,98.64710109
8.189,4.0945,10,0:04:18,0.694358056,98.64166708
8.19,4.095,10,0:04:19,0.697135833,98.63623307
8.19,4.095,10,0:04:20,0.699913611,98.63079906
8.189,4.0945,10,0:04:21,0.702691389,98.62536506
8.191,4.0955,10,0:04:22,0.705469167,98.61993105
8.189,4.0945,10,0:04:23,0.708246944,98.61449704
8.19,4.095,10,0:04:24,0.711024722,98.60906303
8.189,4.0945,10,0:04:25,0.7138025,98.60362903
8.188,4.094,10,0:04:26,0.716580278,98.59819502
8.189,4.0945,10,0:04:27,0.719358056,98.59276101
8.186,4.093,10,0:04:28,0.722135833,98.587327
8.188,4.094,10,0:04:29,0.724913611,98.581893
8.187,4.0935,10,0:04:30,0.727691389,98.57645899
8.189,4.0945,10,0:04:31,0.730469167,98.57102498
8.186,4.093,10,0:04:32,0.733246944,98.56559097
8.185,4.0925,10,0:04:33,0.736024722,98.56015696
8.188,4.094,10,0:04:34,0.7388025,98.55472296
8.187,4.0935,10,0:04:35,0.741580278,98.54928895
8.186,4.093,10,0:04:36,0.744358056,98.54385494
8.186,4.093,10,0:04:37,0.747135833,98.53842093
8.185,4.0925,10,0:04:38,0.749913611,98.53298693
8.187,4.0935,10,0:04:39,0.752691389,98.52755292
8.185,4.0925,10,0:04:40,0.755469167,98.52211891
8.184,4.092,10,0:04:41,0.758246944,98.5166849
8.185,4.0925,10,0:04:42,0.761024722,98.5112509
8.185,4.0925,10,0:04:43,0.7638025,98.50581689
8.185,4.0925,10,0:04:44,0.766580278,98.50038288
8.183,4.0915,10,0:04:45,0.769358056,98.49494887
8.184,4.092,10,0:04:46,0.772135833,98.48951486
8.184,4.092,10,0:04:47,0.774913611,98.48408086
8.184,4.092,10,0:04:48,0.777691389,98.47864685
8.182,4.091,10,0:04:49,0.780469167,98.47321284
8.182,4.091,10,0:04:50,0.783246944,98.46777883
8.184,4.092,10,0:04:51,0.786024722,98.46234483
8.182,4.091,10,0:04:52,0.7888025,98.45691082
8.182,4.091,10,0:04:53,0.791580278,98.45147681
8.182,4.091,10,0:04:54,0.794358056,98.4460428
8.182,4.091,10,0:04:55,0.797135833,98.4406088
8.182,4.091,10,0:04:56,0.799913611,98.43517479
8.18,4.09,10,0:04:57,0.802691389,98.42974078
8.183,4.0915,10,0:04:58,0.805469167,98.42430677
8.181,4.0905,10,0:04:59,0.808246944,98.41887277
8.18,4.09,10,0:05:00,0.811024722,98.41343876
8.182,4.091,10,0:05:01,0.8138025,98.40800475
8.181,4.0905,10,0:05:02,0.816580278,98.40257074
8.181,4.0905,10,0:05:03,0.819358056,98.39713673
8.18,4.09,10,0:05:04,0.822135833,98.39170273
8.18,4.09,10,0:05:05,0.824913611,98.38626872
8.18,4.09,10,0:05:06,0.827691389,98.38083471
8.18,4.09,10,0:05:07,0.830469167,98.3754007
8.179,4.0895,10,0:05:08,0.833246944,98.3699667
8.179,4.0895,10,0:05:09,0.836024722,98.36453269
8.179,4.0895,10,0:05:10,0.8388025,98.35909868
8.178,4.089,10,0:05:11,0.841580278,98.35366467
8.18,4.09,10,0:05:12,0.844358056,98.34823067
8.178,4.089,10,0:05:13,0.847135833,98.34279666
8.178,4.089,10,0:05:14,0.849913611,98.33736265
8.179,4.0895,10,0:05:15,0.852691389,98.33192864
8.179,4.0895,10,0:05:16,0.855469167,98.32649463
8.176,4.088,10,0:05:17,0.858246944,98.32106063
8.179,4.0895,10,0:05:18,0.861024722,98.31562662
8.174,4.087,10,0:05:19,0.8638025,98.31019261
8.177,4.0885,10,0:05:20,0.866580278,98.3047586
8.178,4.089,10,0:05:21,0.869358056,98.2993246
8.173,4.0865,10,0:05:22,0.872135833,98.29389059
8.178,4.089,10,0:05:23,0.874913611,98.28845658
8.174,4.087,10,0:05:24,0.877691389,98.28302257
8.173,4.0865,10,0:05:25,0.880469167,98.27758857
8.177,4.0885,10,0:05:26,0.883246944,98.27215456
8.173,4.0865,10,0:05:27,0.886024722,98.26672055
8.176,4.088,10,0:05:28,0.8888025,98.26128654
8.173,4.0865,10,0:05:29,0.891580278,98.25585253
8.174,4.087,10,0:05:30,0.894358056,98.25041853
8.175,4.0875,10,0:05:31,0.897135833,98.24498452
8.173,4.0865,10,0:05:32,0.899913611,98.23955051
8.174,4.087,10,0:05:33,0.902691389,98.2341165
8.173,4.0865,10,0:05:34,0.905469167,98.2286825
8.173,4.0865,10,0:05:35,0.908246944,98.22324849
8.173,4.0865,10,0:05:36,0.911024722,98.21781448
8.173,4.0865,10,0:05:37,0.9138025,98.21238047
8.173,4.0865,10,0:05:38,0.916580278,98.20694647
8.173,4.0865,10,0:05:39,0.919358056,98.20151246
8.172,4.086,10,0:05:40,0.922135833,98.19607845
8.174,4.087,10,0:05:41,0.924913611,98.19064444
8.173,4.0865,10,0:05:42,0.927691389,98.18521044
8.172,4.086,10,0:05:43,0.930469167,98.17977643
8.173,4.0865,10,0:05:44,0.933246944,98.17434242
8.17,4.085,10,0:05:45,0.936024722,98.16890841
8.173,4.0865,10,0:05:46,0.9388025,98.1634744
8.171,4.0855,10,0:05:47,0.941580278,98.1580404
8.171,4.0855,10,0:05:48,0.944358056,98.15260639
8.171,4.0855,10,0:05:49,0.947135833,98.14717238
8.171,4.0855,10,0:05:50,0.949913611,98.14173837
8.171,4.0855,10,0:05:51,0.952691389,98.13630437
8.17,4.085,10,0:05:52,0.955469167,98.13087036
8.17,4.085,10,0:05:53,0.958246944,98.12543635
8.17,4.085,10,0:05:54,0.961024722,98.12000234
8.17,4.085,10,0:05:55,0.9638025,98.11456834
8.169,4.0845,10,0:05:56,0.966580278,98.10913433
8.17,4.085,10,0:05:57,0.969358056,98.10370032
8.168,4.084,10,0:05:58,0.972135833,98.09826631
8.17,4.085,10,0:05:59,0.974913611,98.0928323
8.17,4.085,10,0:06:00,0.977691389,98.0873983
8.169,4.0845,10,0:06:01,0.980469167,98.08196429
8.168,4.084,10,0:06:02,0.983246944,98.07653028
8.169,4.0845,10,0:06:03,0.986024722,98.07109627
8.168,4.084,10,0:06:04,0.9888025,98.06566227
8.168,4.084,10,0:06:05,0.991580278,98.06022826
8.167,4.0835,10,0:06:06,0.994358056,98.05479425
8.166,4.083,10,0:06:07,0.997135833,98.04936024
8.168,4.084,10,0:06:08,0.999913611,98.04392624
8.166,4.083,10,0:06:09,1.002691389,98.03849223
8.166,4.083,10,0:06:10,1.005469167,98.03305822
8.168,4.084,10,0:06:11,1.008246944,98.02762421
8.166,4.083,10,0:06:12,1.011024722,98.02219021
8.166,4.083,10,0:06:13,1.0138025,98.0167562
8.166,4.083,10,0:06:14,1.016580278,98.01132219
8.165,4.0825,10,0:06:15,1.019358056,98.00588818
8.168,4.084,10,0:06:16,1.022135833,98.00045417
8.165,4.0825,10,0:06:17,1.024913611,97.99502017
8.165,4.0825,10,0:06:18,1.027691389,97.98958616
8.166,4.083,10,0:06:19,1.030469167,97.98415215
8.163,4.0815,10,0:06:20,1.033246944,97.97871814
8.166,4.083,10,0:06:21,1.036024722,97.97328414
8.164,4.082,10,0:06:22,1.0388025,97.96785013
8.163,4.0815,10,0:06:23,1.041580278,97.96241612
8.165,4.0825,10,0:06:24,1.044358056,97.95698211
8.161,4.0805,10,0:06:25,1.047135833,97.95154811
8.167,4.0835,10,0:06:26,1.049913611,97.9461141
8.162,4.081,10,0:06:27,1.052691389,97.94068009
8.161,4.0805,10,0:06:28,1.055469167,97.93524608
8.166,4.083,10,0:06:29,1.058246944,97.92981207
8.16,4.08,10.522,0:06:30,1.061169722,97.92409441
8.165,4.0825,10,0:06:31,1.0639475,97.9186604
8.163,4.0815,10,0:06:32,1.066725278,97.9132264
8.16,4.08,10,0:06:33,1.069503056,97.90779239
8.166,4.083,10,0:06:34,1.072280833,97.90235838
8.159,4.0795,10.502,0:06:35,1.075198056,97.89665159
8.165,4.0825,10,0:06:36,1.077975833,97.89121758
8.162,4.081,10,0:06:37,1.080753611,97.88578357
8.16,4.08,10,0:06:38,1.083531389,97.88034956
8.164,4.082,10,0:06:39,1.086309167,97.87491556
8.159,4.0795,10,0:06:40,1.089086944,97.86948155
8.162,4.081,10,0:06:41,1.091864722,97.86404754
8.162,4.081,10,0:06:42,1.0946425,97.85861353
8.159,4.0795,10,0:06:43,1.097420278,97.85317952
8.163,4.0815,10,0:06:44,1.100198056,97.84774552
8.158,4.079,10,0:06:45,1.102975833,97.84231151
8.161,4.0805,10,0:06:46,1.105753611,97.8368775
8.159,4.0795,10,0:06:47,1.108531389,97.83144349
8.16,4.08,10,0:06:48,1.111309167,97.82600949
8.159,4.0795,10,0:06:49,1.114086944,97.82057548
8.16,4.08,10,0:06:50,1.116864722,97.81514147
8.16,4.08,10,0:06:51,1.1196425,97.80970746
8.159,4.0795,10,0:06:52,1.122420278,97.80427346
8.161,4.0805,10,0:06:53,1.125198056,97.79883945
8.158,4.079,10,0:06:54,1.127975833,97.79340544
8.162,4.081,10,0:06:55,1.130753611,97.78797143
8.158,4.079,10,0:06:56,1.133531389,97.78253743
8.159,4.0795,10,0:06:57,1.136309167,97.77710342
8.159,4.0795,10,0:06:58,1.139086944,97.77166941
8.159,4.0795,10,0:06:59,1.141864722,97.7662354
8.159,4.0795,10,0:07:00,1.1446425,97.76080139
8.158,4.079,10,0:07:01,1.147420278,97.75536739
8.157,4.0785,10,0:07:02,1.150198056,97.74993338
8.159,4.0795,10,0:07:03,1.152975833,97.74449937
8.157,4.0785,10,0:07:04,1.155753611,97.73906536
8.158,4.079,10,0:07:05,1.158531389,97.73363136
8.156,4.078,10,0:07:06,1.161309167,97.72819735
8.157,4.0785,10,0:07:07,1.164086944,97.72276334
8.159,4.0795,10,0:07:08,1.166864722,97.71732933
8.156,4.078,10,0:07:09,1.1696425,97.71189533
8.157,4.0785,10,0:07:10,1.172420278,97.70646132
8.157,4.0785,10,0:07:11,1.175198056,97.70102731
8.155,4.0775,10,0:07:12,1.177975833,97.6955933
8.158,4.079,10,0:07:13,1.180753611,97.69015929
8.154,4.077,10,0:07:14,1.183531389,97.68472529
8.155,4.0775,10,0:07:15,1.186309167,97.67929128
8.155,4.0775,10,0:07:16,1.189086944,97.67385727
8.154,4.077,10,0:07:17,1.191864722,97.66842326
8.155,4.0775,10,0:07:18,1.1946425,97.66298926
8.155,4.0775,10,0:07:19,1.197420278,97.65755525
8.155,4.0775,10,0:07:20,1.200198056,97.65212124
8.155,4.0775,10,0:07:21,1.202975833,97.64668723
8.154,4.077,10,0:07:22,1.205753611,97.64125323
8.154,4.077,10,0:07:23,1.208531389,97.63581922
8.154,4.077,10,0:07:24,1.211309167,97.63038521
8.152,4.076,10,0:07:25,1.214086944,97.6249512
8.154,4.077,10,0:07:26,1.216864722,97.61951719
8.153,4.0765,10,0:07:27,1.2196425,97.61408319
8.154,4.077,10,0:07:28,1.222420278,97.60864918
8.152,4.076,10,0:07:29,1.225198056,97.60321517
8.154,4.077,10,0:07:30,1.227975833,97.59778116
8.152,4.076,10,0:07:31,1.230753611,97.59234716
8.152,4.076,10,0:07:32,1.233531389,97.58691315
8.154,4.077,10,0:07:33,1.236309167,97.58147914
8.151,4.0755,10,0:07:34,1.239086944,97.57604513
8.152,4.076,10,0:07:35,1.241864722,97.57061113
8.152,4.076,10,0:07:36,1.2446425,97.56517712
8.151,4.0755,10,0:07:37,1.247420278,97.55974311
8.154,4.077,10,0:07:38,1.250198056,97.5543091
8.152,4.076,10,0:07:39,1.252975833,97.5488751
8.152,4.076,10,0:07:40,1.255753611,97.54344109
8.152,4.076,10,0:07:41,1.258531389,97.53800708
8.152,4.076,10,0:07:42,1.261309167,97.53257307
8.152,4.076,10,0:07:43,1.264086944,97.52713906
8.149,4.0745,10,0:07:44,1.266864722,97.52170506
8.152,4.076,10,0:07:45,1.2696425,97.51627105
8.15,4.075,10,0:07:46,1.272420278,97.51083704
8.151,4.0755,10,0:07:47,1.275198056,97.50540303
8.151,4.0755,10,0:07:48,1.277975833,97.49996903
8.148,4.074,10,0:07:49,1.280753611,97.49453502
8.151,4.0755,10,0:07:50,1.283531389,97.48910101
8.149,4.0745,10,0:07:51,1.286309167,97.483667
8.15,4.075,10,0:07:52,1.289086944,97.478233
8.15,4.075,10,0:07:53,1.291864722,97.47279899
8.149,4.0745,10,0:07:54,1.2946425,97.46736498
8.149,4.0745,10,0:07:55,1.297420278,97.46193097
8.149,4.0745,10,0:07:56,1.300198056,97.45649696
8.149,4.0745,10,0:07:57,1.302975833,97.45106296
8.148,4.074,10,0:07:58,1.305753611,97.44562895
8.148,4.074,10,0:07:59,1.308531389,97.44019494
8.15,4.075,10,0:08:00,1.311309167,97.43476093
8.147,4.0735,10,0:08:01,1.314086944,97.42932693
8.149,4.0745,10,0:08:02,1.316864722,97.42389292
8.146,4.073,10,0:08:03,1.3196425,97.41845891
8.147,4.0735,10,0:08:04,1.322420278,97.4130249
8.15,4.075,10,0:08:05,1.325198056,97.4075909
8.146,4.073,10,0:08:06,1.327975833,97.40215689
8.149,4.0745,10,0:08:07,1.330753611,97.39672288
8.146,4.073,10,0:08:08,1.333531389,97.39128887
8.146,4.073,10,0:08:09,1.336309167,97.38585487
