Voltage(V),cellVoltage(V),Current(A),time,used_A[Ah],SOC(%)
7.839,3.9195,10,1:10:19,11.69785639,77.11615311
7.838,3.919,10,1:10:20,11.70063417,77.1107191
7.839,3.9195,10,1:10:21,11.70341194,77.10528509
7.838,3.919,10,1:10:22,11.70618972,77.09985109
7.838,3.919,10,1:10:23,11.7089675,77.09441708
7.837,3.9185,10,1:10:24,11.71174528,77.08898307
7.836,3.918,10,1:10:25,11.71452306,77.08354906
7.838,3.919,10,1:10:26,11.71730083,77.07811506
7.835,3.9175,10,1:10:27,11.72007861,77.07268105
7.839,3.9195,10,1:10:28,11.72285639,77.06724704
7.836,3.918,10,1:10:29,11.72563417,77.06181303
7.835,3.9175,10,1:10:30,11.72841194,77.05637903
7.839,3.9195,10,1:10:31,11.73118972,77.05094502
7.833,3.9165,10,1:10:32,11.7339675,77.04551101
7.838,3.919,10,1:10:33,11.73674528,77.040077
7.835,3.9175,10,1:10:34,11.73952306,77.03464299
7.836,3.918,10,1:10:35,11.74230083,77.02920899
7.839,3.9195,10,1:10:36,11.74507861,77.02377498
7.834,3.917,10,1:10:37,11.74785639,77.01834097
7.838,3.919,10,1:10:38,11.75063417,77.01290696
7.834,3.917,10,1:10:39,11.75341194,77.00747296
7.834,3.917,10,1:10:40,11.75618972,77.00203895
7.838,3.919,10,1:10:41,11.7589675,76.99660494
7.832,3.916,10,1:10:42,11.76174528,76.99117093
7.836,3.918,10,1:10:43,11.76452306,76.98573693
7.836,3.918,10,1:10:44,11.76730083,76.98030292
7.832,3.916,10.52,1:10:45,11.77022306,76.97458634
7.837,3.9185,10,1:10:46,11.77300083,76.96915233
7.833,3.9165,10,1:10:47,11.77577861,76.96371833
7.836,3.918,10,1:10:48,11.77855639,76.95828432
7.835,3.9175,10,1:10:49,11.78133417,76.95285031
7.834,3.917,10,1:10:50,11.78411194,76.9474163
7.836,3.918,10,1:10:51,11.78688972,76.9419823
7.832,3.916,10,1:10:52,11.7896675,76.93654829
7.835,3.9175,10,1:10:53,11.79244528,76.93111428
7.834,3.917,10,1:10:54,11.79522306,76.92568027
7.833,3.9165,10,1:10:55,11.79800083,76.92024626
7.834,3.917,10,1:10:56,11.80077861,76.91481226
7.832,3.916,10,1:10:57,11.80355639,76.90937825
7.834,3.917,10,1:10:58,11.80633417,76.90394424
7.833,3.9165,10,1:10:59,11.80911194,76.89851023
7.833,3.9165,10,1:11:00,11.81188972,76.89307623
7.834,3.917,10,1:11:01,11.8146675,76.88764222
7.833,3.9165,10,1:11:02,11.81744528,76.88220821
7.834,3.917,10,1:11:03,11.82022306,76.8767742
7.832,3.916,10,1:11:04,11.82300083,76.8713402
7.833,3.9165,10,1:11:05,11.82577861,76.86590619
7.834,3.917,10,1:11:06,11.82855639,76.86047218
7.833,3.9165,10,1:11:07,11.83133417,76.85503817
7.834,3.917,10,1:11:08,11.83411194,76.84960417
7.831,3.9155,10,1:11:09,11.83688972,76.84417016
7.831,3.9155,10,1:11:10,11.8396675,76.83873615
7.833,3.9165,10,1:11:11,11.84244528,76.83330214
7.83,3.915,10,1:11:12,11.84522306,76.82786813
7.833,3.9165,10,1:11:13,11.84800083,76.82243413
7.83,3.915,10,1:11:14,11.85077861,76.81700012
7.832,3.916,10,1:11:15,11.85355639,76.81156611
7.833,3.9165,10,1:11:16,11.85633417,76.8061321
7.83,3.915,10,1:11:17,11.85911194,76.8006981
7.831,3.9155,10,1:11:18,11.86188972,76.79526409
7.831,3.9155,10,1:11:19,11.8646675,76.78983008
7.83,3.915,10,1:11:20,11.86744528,76.78439607
7.831,3.9155,10,1:11:21,11.87022306,76.77896207
7.831,3.9155,10,1:11:22,11.87300083,76.77352806
7.83,3.915,10,1:11:23,11.87577861,76.76809405
7.831,3.9155,10,1:11:24,11.87855639,76.76266004
7.83,3.915,10,1:11:25,11.88133417,76.75722603
7.831,3.9155,10,1:11:26,11.88411194,76.75179203
7.83,3.915,10,1:11:27,11.88688972,76.74635802
7.831,3.9155,10,1:11:28,11.8896675,76.74092401
7.83,3.915,10,1:11:29,11.89244528,76.73549
7.83,3.915,10,1:11:30,11.89522306,76.730056
7.831,3.9155,10,1:11:31,11.89800083,76.72462199
7.829,3.9145,10,1:11:32,11.90077861,76.71918798
7.83,3.915,10,1:11:33,11.90355639,76.71375397
7.83,3.915,10,1:11:34,11.90633417,76.70831997
7.83,3.915,10,1:11:35,11.90911194,76.70288596
7.828,3.914,10,1:11:36,11.91188972,76.69745195
7.831,3.9155,10,1:11:37,11.9146675,76.69201794
7.828,3.914,10,1:11:38,11.91744528,76.68658393
7.829,3.9145,10,1:11:39,11.92022306,76.68114993
7.83,3.915,10,1:11:40,11.92300083,76.67571592
7.828,3.914,10,1:11:41,11.92577861,76.67028191
7.83,3.915,10,1:11:42,11.92855639,76.6648479
7.828,3.914,10,1:11:43,11.93133417,76.6594139
7.828,3.914,10,1:11:44,11.93411194,76.65397989
7.828,3.914,10,1:11:45,11.93688972,76.64854588
7.827,3.9135,10,1:11:46,11.9396675,76.64311187
7.828,3.914,10,1:11:47,11.94244528,76.63767787
7.828,3.914,10,1:11:48,11.94522306,76.63224386
7.828,3.914,10,1:11:49,11.94800083,76.62680985
7.828,3.914,10,1:11:50,11.95077861,76.62137584
7.827,3.9135,10,1:11:51,11.95355639,76.61594184
7.828,3.914,10,1:11:52,11.95633417,76.61050783
7.826,3.913,10,1:11:53,11.95911194,76.60507382
7.827,3.9135,10,1:11:54,11.96188972,76.59963981
7.827,3.9135,10,1:11:55,11.9646675,76.5942058
7.827,3.9135,10,1:11:56,11.96744528,76.5887718
7.827,3.9135,10,1:11:57,11.97022306,76.58333779
7.824,3.912,10,1:11:58,11.97300083,76.57790378
7.828,3.914,10,1:11:59,11.97577861,76.57246977
7.826,3.913,10,1:12:00,11.97855639,76.56703577
7.826,3.913,10,1:12:01,11.98133417,76.56160176
7.826,3.913,10,1:12:02,11.98411194,76.55616775
7.825,3.9125,10,1:12:03,11.98688972,76.55073374
7.825,3.9125,10,1:12:04,11.9896675,76.54529974
7.828,3.914,10,1:12:05,11.99244528,76.53986573
7.825,3.9125,10,1:12:06,11.99522306,76.53443172
7.824,3.912,10,1:12:07,11.99800083,76.52899771
7.825,3.9125,10,1:12:08,12.00077861,76.5235637
7.823,3.9115,10,1:12:09,12.00355639,76.5181297
7.826,3.913,10,1:12:10,12.00633417,76.51269569
7.823,3.9115,10,1:12:11,12.00911194,76.50726168
7.823,3.9115,10,1:12:12,12.01188972,76.50182767
7.825,3.9125,10,1:12:13,12.0146675,76.49639367
7.823,3.9115,10,1:12:14,12.01744528,76.49095966
7.825,3.9125,10,1:12:15,12.02022306,76.48552565
7.822,3.911,10,1:12:16,12.02300083,76.48009164
7.824,3.912,10,1:12:17,12.02577861,76.47465764
7.822,3.911,10,1:12:18,12.02855639,76.46922363
7.823,3.9115,10,1:12:19,12.03133417,76.46378962
7.824,3.912,10,1:12:20,12.03411194,76.45835561
7.823,3.9115,10,1:12:21,12.03688972,76.45292161
7.822,3.911,10,1:12:22,12.0396675,76.4474876
7.822,3.911,10,1:12:23,12.04244528,76.44205359
7.822,3.911,10,1:12:24,12.04522306,76.43661958
7.822,3.911,10,1:12:25,12.04800083,76.43118557
7.822,3.911,10,1:12:26,12.05077861,76.42575157
7.822,3.911,10,1:12:27,12.05355639,76.42031756
7.822,3.911,10,1:12:28,12.05633417,76.41488355
7.819,3.9095,10,1:12:29,12.05911194,76.40944954
7.822,3.911,10,1:12:30,12.06188972,76.40401554
7.82,3.91,10,1:12:31,12.0646675,76.39858153
7.818,3.909,10,1:12:32,12.06744528,76.39314752
7.821,3.9105,10,1:12:33,12.07022306,76.38771351
7.821,3.9105,10,1:12:34,12.07300083,76.38227951
7.818,3.909,10,1:12:35,12.07577861,76.3768455
7.819,3.9095,10,1:12:36,12.07855639,76.37141149
7.819,3.9095,10,1:12:37,12.08133417,76.36597748
7.819,3.9095,10,1:12:38,12.08411194,76.36054347
7.819,3.9095,10,1:12:39,12.08688972,76.35510947
7.818,3.909,10,1:12:40,12.0896675,76.34967546
7.82,3.91,10,1:12:41,12.09244528,76.34424145
7.818,3.909,10,1:12:42,12.09522306,76.33880744
7.821,3.9105,10,1:12:43,12.09800083,76.33337344
7.818,3.909,10,1:12:44,12.10077861,76.32793943
7.817,3.9085,10,1:12:45,12.10355639,76.32250542
7.819,3.9095,10,1:12:46,12.10633417,76.31707141
7.816,3.908,10,1:12:47,12.10911194,76.31163741
7.82,3.91,10,1:12:48,12.11188972,76.3062034
7.817,3.9085,10,1:12:49,12.1146675,76.30076939
7.816,3.908,10,1:12:50,12.11744528,76.29533538
7.821,3.9105,10,1:12:51,12.12022306,76.28990137
7.817,3.9085,10,1:12:52,12.12300083,76.28446737
7.817,3.9085,10,1:12:53,12.12577861,76.27903336
7.819,3.9095,10,1:12:54,12.12855639,76.27359935
7.816,3.908,10,1:12:55,12.13133417,76.26816534
7.818,3.909,10,1:12:56,12.13411194,76.26273134
7.817,3.9085,10,1:12:57,12.13688972,76.25729733
7.818,3.909,10,1:12:58,12.1396675,76.25186332
7.816,3.908,10,1:12:59,12.14244528,76.24642931
7.817,3.9085,10,1:13:00,12.14522306,76.24099531
7.817,3.9085,10,1:13:01,12.14800083,76.2355613
7.816,3.908,10,1:13:02,12.15077861,76.23012729
7.818,3.909,10,1:13:03,12.15355639,76.22469328
7.817,3.9085,10,1:13:04,12.15633417,76.21925928
7.818,3.909,10,1:13:05,12.15911194,76.21382527
7.817,3.9085,10,1:13:06,12.16188972,76.20839126
7.816,3.908,10,1:13:07,12.1646675,76.20295725
7.816,3.908,10,1:13:08,12.16744528,76.19752324
7.816,3.908,10,1:13:09,12.17022306,76.19208924
7.816,3.908,10,1:13:10,12.17300083,76.18665523
7.815,3.9075,10,1:13:11,12.17577861,76.18122122
7.816,3.908,10,1:13:12,12.17855639,76.17578721
7.816,3.908,10,1:13:13,12.18133417,76.17035321
7.814,3.907,10,1:13:14,12.18411194,76.1649192
7.815,3.9075,10,1:13:15,12.18688972,76.15948519
7.815,3.9075,10,1:13:16,12.1896675,76.15405118
7.812,3.906,10,1:13:17,12.19244528,76.14861718
7.816,3.908,10,1:13:18,12.19522306,76.14318317
7.813,3.9065,10,1:13:19,12.19800083,76.13774916
7.815,3.9075,10,1:13:20,12.20077861,76.13231515
7.816,3.908,10,1:13:21,12.20355639,76.12688114
7.812,3.906,10,1:13:22,12.20633417,76.12144714
7.816,3.908,10,1:13:23,12.20911194,76.11601313
7.812,3.906,10,1:13:24,12.21188972,76.11057912
7.812,3.906,10,1:13:25,12.2146675,76.10514511
7.812,3.906,10,1:13:26,12.21744528,76.09971111
7.813,3.9065,10,1:13:27,12.22022306,76.0942771
7.812,3.906,10,1:13:28,12.22300083,76.08884309
7.813,3.9065,10,1:13:29,12.22577861,76.08340908
7.812,3.906,10,1:13:30,12.22855639,76.07797508
7.812,3.906,10,1:13:31,12.23133417,76.07254107
7.813,3.9065,10,1:13:32,12.23411194,76.06710706
7.811,3.9055,10,1:13:33,12.23688972,76.06167305
7.812,3.906,10,1:13:34,12.2396675,76.05623905
7.812,3.906,10,1:13:35,12.24244528,76.05080504
7.811,3.9055,10,1:13:36,12.24522306,76.04537103
7.812,3.906,10,1:13:37,12.24800083,76.03993702
7.811,3.9055,10,1:13:38,12.25077861,76.03450301
7.812,3.906,10,1:13:39,12.25355639,76.02906901
7.811,3.9055,10,1:13:40,12.25633417,76.023635
7.812,3.906,10,1:13:41,12.25911194,76.01820099
7.812,3.906,10,1:13:42,12.26188972,76.01276698
7.812,3.906,10,1:13:43,12.2646675,76.00733298
7.811,3.9055,10,1:13:44,12.26744528,76.00189897
7.811,3.9055,10,1:13:45,12.27022306,75.99646496
7.812,3.906,10,1:13:46,12.27300083,75.99103095
7.812,3.906,10,1:13:47,12.27577861,75.98559695
7.81,3.905,10,1:13:48,12.27855639,75.98016294
7.812,3.906,10,1:13:49,12.28133417,75.97472893
7.811,3.9055,10,1:13:50,12.28411194,75.96929492
7.81,3.905,10,1:13:51,12.28688972,75.96386091
7.812,3.906,10,1:13:52,12.2896675,75.95842691
7.81,3.905,10,1:13:53,12.29244528,75.9529929
7.811,3.9055,10,1:13:54,12.29522306,75.94755889
7.811,3.9055,10,1:13:55,12.29800083,75.94212488
7.811,3.9055,10,1:13:56,12.30077861,75.93669088
7.812,3.906,10,1:13:57,12.30355639,75.93125687
7.809,3.9045,10,1:13:58,12.30633417,75.92582286
7.812,3.906,10,1:13:59,12.30911194,75.92038885
7.809,3.9045,10,1:14:00,12.31188972,75.91495485
7.812,3.906,10,1:14:01,12.3146675,75.90952084
7.811,3.9055,10,1:14:02,12.31744528,75.90408683
7.808,3.904,10,1:14:03,12.32022306,75.89865282
7.811,3.9055,10,1:14:04,12.32300083,75.89321881
7.807,3.9035,10,1:14:05,12.32577861,75.88778481
7.811,3.9055,10,1:14:06,12.32855639,75.8823508
7.81,3.905,10,1:14:07,12.33133417,75.87691679
7.81,3.905,10,1:14:08,12.33411194,75.87148278
7.81,3.905,10,1:14:09,12.33688972,75.86604878
7.81,3.905,10,1:14:10,12.3396675,75.86061477
7.809,3.9045,10,1:14:11,12.34244528,75.85518076
7.809,3.9045,10,1:14:12,12.34522306,75.84974675
7.81,3.905,10,1:14:13,12.34800083,75.84431275
7.808,3.904,10,1:14:14,12.35077861,75.83887874
7.807,3.9035,10,1:14:15,12.35355639,75.83344473
7.807,3.9035,10,1:14:16,12.35633417,75.82801072
7.809,3.9045,10,1:14:17,12.35911194,75.82257672
7.81,3.905,10,1:14:18,12.36188972,75.81714271
7.806,3.903,10,1:14:19,12.3646675,75.8117087
7.806,3.903,10,1:14:20,12.36744528,75.80627469
7.808,3.904,10,1:14:21,12.37022306,75.80084068
7.809,3.9045,10,1:14:22,12.37300083,75.79540668
7.808,3.904,10,1:14:23,12.37577861,75.78997267
7.808,3.904,10,1:14:24,12.37855639,75.78453866
7.806,3.903,10,1:14:25,12.38133417,75.77910465
7.806,3.903,10,1:14:26,12.38411194,75.77367065
7.807,3.9035,10,1:14:27,12.38688972,75.76823664
7.808,3.904,10,1:14:28,12.3896675,75.76280263
7.806,3.903,10,1:14:29,12.39244528,75.75736862
7.807,3.9035,10,1:14:30,12.39522306,75.75193462
7.806,3.903,10,1:14:31,12.39800083,75.74650061
7.806,3.903,10,1:14:32,12.40077861,75.7410666
7.807,3.9035,10,1:14:33,12.40355639,75.73563259
7.805,3.9025,10,1:14:34,12.40633417,75.73019858
7.808,3.904,10,1:14:35,12.40911194,75.72476458
7.804,3.902,10,1:14:36,12.41188972,75.71933057
7.806,3.903,10,1:14:37,12.4146675,75.71389656
7.807,3.9035,10,1:14:38,12.41744528,75.70846255
7.805,3.9025,10,1:14:39,12.42022306,75.70302855
7.806,3.903,10,1:14:40,12.42300083,75.69759454
7.804,3.902,10,1:14:41,12.42577861,75.69216053
7.806,3.903,10,1:14:42,12.42855639,75.68672652
7.806,3.903,10,1:14:43,12.43133417,75.68129252
7.804,3.902,10,1:14:44,12.43411194,75.67585851
7.806,3.903,10,1:14:45,12.43688972,75.6704245
7.805,3.9025,10,1:14:46,12.4396675,75.66499049
7.806,3.903,10,1:14:47,12.44244528,75.65955648
7.805,3.9025,10,1:14:48,12.44522306,75.65412248
7.806,3.903,10,1:14:49,12.44800083,75.64868847
7.806,3.903,10,1:14:50,12.45077861,75.64325446
7.804,3.902,10,1:14:51,12.45355639,75.63782045
7.806,3.903,10,1:14:52,12.45633417,75.63238645
7.804,3.902,10,1:14:53,12.45911194,75.62695244
7.806,3.903,10,1:14:54,12.46188972,75.62151843
7.805,3.9025,10,1:14:55,12.4646675,75.61608442
7.804,3.902,10,1:14:56,12.46744528,75.61065042
7.806,3.903,10,1:14:57,12.47022306,75.60521641
7.805,3.9025,10,1:14:58,12.47300083,75.5997824
7.804,3.902,10,1:14:59,12.47577861,75.59434839
7.804,3.902,10,1:15:00,12.47855639,75.58891439
7.805,3.9025,10,1:15:01,12.48133417,75.58348038
7.804,3.902,10,1:15:02,12.48411194,75.57804637
7.803,3.9015,10,1:15:03,12.48688972,75.57261236
7.804,3.902,10,1:15:04,12.4896675,75.56717835
7.804,3.902,10,1:15:05,12.49244528,75.56174435
7.804,3.902,10,1:15:06,12.49522306,75.55631034
7.802,3.901,10,1:15:07,12.49800083,75.55087633
7.804,3.902,10,1:15:08,12.50077861,75.54544232
7.804,3.902,10,1:15:09,12.50355639,75.54000832
7.802,3.901,10,1:15:10,12.50633417,75.53457431
7.804,3.902,10,1:15:11,12.50911194,75.5291403
7.8,3.9,10,1:15:12,12.51188972,75.52370629
7.805,3.9025,10,1:15:13,12.5146675,75.51827229
7.802,3.901,10,1:15:14,12.51744528,75.51283828
7.802,3.901,10,1:15:15,12.52022306,75.50740427
7.803,3.9015,10,1:15:16,12.52300083,75.50197026
7.801,3.9005,10,1:15:17,12.52577861,75.49653625
7.802,3.901,10,1:15:18,12.52855639,75.49110225
7.8,3.9,10,1:15:19,12.53133417,75.48566824
7.801,3.9005,10,1:15:20,12.53411194,75.48023423
7.8,3.9,10,1:15:21,12.53688972,75.47480022
7.801,3.9005,10,1:15:22,12.5396675,75.46936622
7.802,3.901,10,1:15:23,12.54244528,75.46393221
7.802,3.901,10,1:15:24,12.54522306,75.4584982
7.8,3.9,10,1:15:25,12.54800083,75.45306419
7.802,3.901,10,1:15:26,12.55077861,75.44763019
7.8,3.9,10,1:15:27,12.55355639,75.44219618
7.802,3.901,10,1:15:28,12.55633417,75.43676217
7.801,3.9005,10,1:15:29,12.55911194,75.43132816
7.8,3.9,10,1:15:30,12.56188972,75.42589416
7.803,3.9015,10,1:15:31,12.5646675,75.42046015
7.799,3.8995,10,1:15:32,12.56744528,75.41502614
7.802,3.901,10,1:15:33,12.57022306,75.40959213
7.801,3.9005,10,1:15:34,12.57300083,75.40415812
7.8,3.9,10,1:15:35,12.57577861,75.39872412
7.8,3.9,10,1:15:36,12.57855639,75.39329011
7.8,3.9,10,1:15:37,12.58133417,75.3878561
7.8,3.9,10,1:15:38,12.58411194,75.38242209
7.801,3.9005,10,1:15:39,12.58688972,75.37698809
7.8,3.9,10,1:15:40,12.5896675,75.37155408
7.8,3.9,10,1:15:41,12.59244528,75.36612007
7.8,3.9,10,1:15:42,12.59522306,75.36068606
7.8,3.9,10,1:15:43,12.59800083,75.35525206
7.8,3.9,10,1:15:44,12.60077861,75.34981805
7.8,3.9,10,1:15:45,12.60355639,75.34438404
7.799,3.8995,10,1:15:46,12.60633417,75.33895003
7.799,3.8995,10,1:15:47,12.60911194,75.33351602
7.797,3.8985,10,1:15:48,12.61188972,75.32808202
7.8,3.9,10,1:15:49,12.6146675,75.32264801
7.8,3.9,10,1:15:50,12.61744528,75.317214
7.798,3.899,10,1:15:51,12.62022306,75.31177999
7.8,3.9,10,1:15:52,12.62300083,75.30634599
7.796,3.898,10,1:15:53,12.62577861,75.30091198
7.799,3.8995,10,1:15:54,12.62855639,75.29547797
7.8,3.9,10,1:15:55,12.63133417,75.29004396
7.796,3.898,10,1:15:56,12.63411194,75.28460996
7.8,3.9,10,1:15:57,12.63688972,75.27917595
7.796,3.898,10,1:15:58,12.6396675,75.27374194
7.799,3.8995,10,1:15:59,12.64244528,75.26830793
7.796,3.898,10,1:16:00,12.64522306,75.26287392
7.796,3.898,10,1:16:01,12.64800083,75.25743992
7.799,3.8995,10,1:16:02,12.65077861,75.25200591
7.796,3.898,10,1:16:03,12.65355639,75.2465719
7.8,3.9,10,1:16:04,12.65633417,75.24113789
7.795,3.8975,10,1:16:05,12.65911194,75.23570389
7.799,3.8995,10,1:16:06,12.66188972,75.23026988
7.796,3.898,10,1:16:07,12.6646675,75.22483587
7.795,3.8975,10,1:16:08,12.66744528,75.21940186
7.796,3.898,10,1:16:09,12.67022306,75.21396786
7.794,3.897,10,1:16:10,12.67300083,75.20853385
7.796,3.898,10,1:16:11,12.67577861,75.20309984
7.796,3.898,10,1:16:12,12.67855639,75.19766583
7.796,3.898,10,1:16:13,12.68133417,75.19223183
7.796,3.898,10,1:16:14,12.68411194,75.18679782
7.795,3.8975,10,1:16:15,12.68688972,75.18136381
7.796,3.898,10,1:16:16,12.6896675,75.1759298
7.796,3.898,10,1:16:17,12.69244528,75.17049579
7.794,3.897,10,1:16:18,12.69522306,75.16506179
7.797,3.8985,10,1:16:19,12.69800083,75.15962778
7.794,3.897,10,1:16:20,12.70077861,75.15419377
7.796,3.898,10,1:16:21,12.70355639,75.14875976
7.796,3.898,10,1:16:22,12.70633417,75.14332576
7.794,3.897,10.513,1:16:23,12.70925444,75.13761298
7.797,3.8985,10,1:16:24,12.71203222,75.13217898
7.794,3.897,10,1:16:25,12.71481,75.12674497
7.794,3.897,10,1:16:26,12.71758778,75.12131096
7.796,3.898,10,1:16:27,12.72036556,75.11587695
7.793,3.8965,10,1:16:28,12.72314333,75.11044295
7.796,3.898,10,1:16:29,12.72592111,75.10500894
7.794,3.897,10,1:16:30,12.72869889,75.09957493
7.795,3.8975,10,1:16:31,12.73147667,75.09414092
7.795,3.8975,10,1:16:32,12.73425444,75.08870691
7.792,3.896,10,1:16:33,12.73703222,75.08327291
7.795,3.8975,10,1:16:34,12.73981,75.0778389
7.794,3.897,10,1:16:35,12.74258778,75.07240489
7.794,3.897,10,1:16:36,12.74536556,75.06697088
7.794,3.897,10,1:16:37,12.74814333,75.06153688
7.794,3.897,10,1:16:38,12.75092111,75.05610287
7.794,3.897,10,1:16:39,12.75369889,75.05066886
7.794,3.897,10,1:16:40,12.75647667,75.04523485
7.794,3.897,10,1:16:41,12.75925444,75.03980085
7.792,3.896,10,1:16:42,12.76203222,75.03436684
7.794,3.897,10,1:16:43,12.76481,75.02893283
7.794,3.897,10,1:16:44,12.76758778,75.02349882
7.79,3.895,10,1:16:45,12.77036556,75.01806482
7.795,3.8975,10,1:16:46,12.77314333,75.01263081
7.791,3.8955,10,1:16:47,12.77592111,75.0071968
7.794,3.897,10,1:16:48,12.77869889,75.00176279
7.794,3.897,10,1:16:49,12.78147667,74.99632878
7.79,3.895,10,1:16:50,12.78425444,74.99089478
7.794,3.897,10,1:16:51,12.78703222,74.98546077
7.79,3.895,10,1:16:52,12.78981,74.98002676
7.792,3.896,10,1:16:53,12.79258778,74.97459275
7.793,3.8965,10,1:16:54,12.79536556,74.96915875
7.789,3.8945,10,1:16:55,12.79814333,74.96372474
7.794,3.897,10,1:16:56,12.80092111,74.95829073
7.79,3.895,10,1:16:57,12.80369889,74.95285672
7.792,3.896,10,1:16:58,12.80647667,74.94742272
7.791,3.8955,10,1:16:59,12.80925444,74.94198871
7.79,3.895,10,1:17:00,12.81203222,74.9365547
7.794,3.897,10,1:17:01,12.81481,74.93112069
7.79,3.895,10,1:17:02,12.81758778,74.92568668
7.79,3.895,10,1:17:03,12.82036556,74.92025268
7.791,3.8955,10,1:17:04,12.82314333,74.91481867
7.79,3.895,10,1:17:05,12.82592111,74.90938466
7.791,3.8955,10,1:17:06,12.82869889,74.90395065
7.79,3.895,10,1:17:07,12.83147667,74.89851665
7.792,3.896,10,1:17:08,12.83425444,74.89308264
7.79,3.895,10,1:17:09,12.83703222,74.88764863
7.79,3.895,10,1:17:10,12.83981,74.88221462
7.792,3.896,10,1:17:11,12.84258778,74.87678062
7.789,3.8945,10,1:17:12,12.84536556,74.87134661
7.79,3.895,10,1:17:13,12.84814333,74.8659126
7.79,3.895,10,1:17:14,12.85092111,74.86047859
7.79,3.895,10,1:17:15,12.85369889,74.85504458
7.79,3.895,10,1:17:16,12.85647667,74.84961058
7.79,3.895,10,1:17:17,12.85925444,74.84417657
7.791,3.8955,10,1:17:18,12.86203222,74.83874256
7.79,3.895,10,1:17:19,12.86481,74.83330855
7.788,3.894,10,1:17:20,12.86758778,74.82787455
7.79,3.895,10,1:17:21,12.87036556,74.82244054
7.79,3.895,10,1:17:22,12.87314333,74.81700653
7.788,3.894,10,1:17:23,12.87592111,74.81157252
7.79,3.895,10,1:17:24,12.87869889,74.80613852
7.788,3.894,10,1:17:25,12.88147667,74.80070451
7.789,3.8945,10,1:17:26,12.88425444,74.7952705
7.789,3.8945,10,1:17:27,12.88703222,74.78983649
7.788,3.894,10,1:17:28,12.88981,74.78440249
7.79,3.895,10,1:17:29,12.89258778,74.77896848
7.788,3.894,10,1:17:30,12.89536556,74.77353447
7.788,3.894,10,1:17:31,12.89814333,74.76810046
7.789,3.8945,10,1:17:32,12.90092111,74.76266645
7.788,3.894,10,1:17:33,12.90369889,74.75723245
7.789,3.8945,10,1:17:34,12.90647667,74.75179844
7.788,3.894,10,1:17:35,12.90925444,74.74636443
7.788,3.894,10,1:17:36,12.91203222,74.74093042
7.788,3.894,10,1:17:37,12.91481,74.73549642
7.788,3.894,10,1:17:38,12.91758778,74.73006241
7.787,3.8935,10,1:17:39,12.92036556,74.7246284
7.79,3.895,10,1:17:40,12.92314333,74.71919439
7.786,3.893,10,1:17:41,12.92592111,74.71376039
7.788,3.894,10,1:17:42,12.92869889,74.70832638
7.788,3.894,10,1:17:43,12.93147667,74.70289237
7.784,3.892,10,1:17:44,12.93425444,74.69745836
7.79,3.895,10,1:17:45,12.93703222,74.69202435
7.784,3.892,10,1:17:46,12.93981,74.68659035
7.788,3.894,10,1:17:47,12.94258778,74.68115634
7.786,3.893,10,1:17:48,12.94536556,74.67572233
7.784,3.892,10,1:17:49,12.94814333,74.67028832
7.788,3.894,10,1:17:50,12.95092111,74.66485432
7.784,3.892,10,1:17:51,12.95369889,74.65942031
7.788,3.894,10,1:17:52,12.95647667,74.6539863
7.785,3.8925,10,1:17:53,12.95925444,74.64855229
7.784,3.892,10,1:17:54,12.96203222,74.64311829
7.788,3.894,10,1:17:55,12.96481,74.63768428
7.784,3.892,10,1:17:56,12.96758778,74.63225027
7.787,3.8935,10,1:17:57,12.97036556,74.62681626
7.784,3.892,10,1:17:58,12.97314333,74.62138226
7.784,3.892,10,1:17:59,12.97592111,74.61594825
7.787,3.8935,10,1:18:00,12.97869889,74.61051424
7.784,3.892,10,1:18:01,12.98147667,74.60508023
7.786,3.893,10,1:18:02,12.98425444,74.59964622
7.784,3.892,10,1:18:03,12.98703222,74.59421222
7.784,3.892,10,1:18:04,12.98981,74.58877821
7.785,3.8925,10,1:18:05,12.99258778,74.5833442
7.784,3.892,10,1:18:06,12.99536556,74.57791019
7.784,3.892,10,1:18:07,12.99814333,74.57247619
7.784,3.892,10,1:18:08,13.00092111,74.56704218
7.786,3.893,10,1:18:09,13.00369889,74.56160817
7.783,3.8915,10,1:18:10,13.00647667,74.55617416
7.785,3.8925,10,1:18:11,13.00925444,74.55074016
7.784,3.892,10,1:18:12,13.01203222,74.54530615
7.784,3.892,10,1:18:13,13.01481,74.53987214
7.784,3.892,10,1:18:14,13.01758778,74.53443813
7.781,3.8905,10,1:18:15,13.02036556,74.52900412
7.784,3.892,10,1:18:16,13.02314333,74.52357012
7.784,3.892,10,1:18:17,13.02592111,74.51813611
7.784,3.892,10,1:18:18,13.02869889,74.5127021
7.786,3.893,10,1:18:19,13.03147667,74.50726809
7.781,3.8905,10,1:18:20,13.03425444,74.50183409
7.784,3.892,10,1:18:21,13.03703222,74.49640008
7.782,3.891,10,1:18:22,13.03981,74.49096607
7.784,3.892,10,1:18:23,13.04258778,74.48553206
7.782,3.891,10,1:18:24,13.04536556,74.48009806
7.781,3.8905,10,1:18:25,13.04814333,74.47466405
7.785,3.8925,10,1:18:26,13.05092111,74.46923004
7.783,3.8915,10,1:18:27,13.05369889,74.46379603
7.781,3.8905,10,1:18:28,13.05647667,74.45836202
7.784,3.892,10,1:18:29,13.05925444,74.45292802
7.781,3.8905,10,1:18:30,13.06203222,74.44749401
7.781,3.8905,10,1:18:31,13.06481,74.44206
